Hurricane_ID,Hurricane_Name,Hurricane_Type,Seed_Hurricane_ID,datetime,distance_km,Arrival_Time,wind_speed_ms,wind_direction,max_wind_ms,category,pressure,wind_speed_change_rate,wind_direction_change_rate,duration_above_cut_out,quadrant
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-21 18:00:00,2219.439992884635,,0.28917187392824223,79.67180115118771,21.606648,Tropical Storm,998,0.0,0.0,0.0,NE
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-22 00:00:00,2090.680547478565,,0.32372115316113576,87.54132732808273,22.121092,Tropical Storm,997,0.005758213205482254,1.3115876961491704,0.0,NE
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-22 06:00:00,1967.4966439717743,,0.36271259131167694,97.880108454891,22.635536000000002,Tropical Storm,996,0.006498573025090196,1.7231301878013787,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-22 12:00:00,1889.590006207355,,0.3940326154138187,109.0682826118491,23.14998,Tropical Storm,995,0.005220004017023623,1.8646956928263496,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-22 18:00:00,1866.5923379383498,,0.4102229870670152,119.18867592236904,23.664424,Tropical Storm,994,0.0026983952755327556,1.6867322184199907,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-23 00:00:00,1883.5816072543491,,0.41350739188925184,127.17545772802629,24.178868,Tropical Storm,993,0.0005474008037061051,1.331130300942874,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-23 06:00:00,1920.2898142186318,,0.401756924959719,133.0181706195812,24.178868,Tropical Storm,992,-0.0019584111549221426,0.9737854819258207,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-23 12:00:00,1962.4285200778788,,0.39721405109500657,137.1758012957767,24.693312,Tropical Storm,992,-0.000757145644118736,0.6929384460325801,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-23 18:00:00,2002.6537572176173,,0.3853536840304789,140.13329373888172,24.693312,Tropical Storm,992,-0.0019767278440879403,0.49291540718417076,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-24 00:00:00,2038.0775212537621,,0.37538917482668865,142.26259131860706,24.693312,Tropical Storm,992,-0.0016607515339650454,0.3548829299542244,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-24 06:00:00,2068.0639659009194,,0.3672848428017519,143.8209998344122,24.693312,Tropical Storm,992,-0.0013507220041561279,0.25973475263418777,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-24 12:00:00,2092.949799735551,,0.3607777719532147,144.9811865087732,24.693312,Tropical Storm,991,-0.0010845118080895315,0.1933644457268334,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-24 18:00:00,2113.4068274279102,,0.35557118401033233,145.85887713645906,24.693312,Tropical Storm,991,-0.0008677646571470613,0.14628177128097758,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-25 00:00:00,2130.1586629322815,,0.3514001106490357,146.5325388504392,24.693312,Tropical Storm,991,-0.0006951788935494381,0.1122769523300254,0.0,NW
SYN_AL182012_001,SYNTHETIC_SANDY_001,Synthetic,AL182012,2012-10-25 06:00:00,2143.8672773028024,,0.34804703273796167,147.05622530850712,24.693312,Tropical Storm,991,-0.0005588463185123386,0.08728107634465232,0.0,NW
