Hurricane_ID,Hurricane_Name,Hurricane_Type,Seed_Hurricane_ID,datetime,distance_km,Arrival_Time,wind_speed_ms,wind_direction,max_wind_ms,category,pressure,wind_speed_change_rate,wind_direction_change_rate,duration_above_cut_out,quadrant
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-27 16:21:12.800573,1557.1620440056652,,0.5259607429139402,121.64472485517587,23.14998,Tropical Storm,998,0.0,0.0,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-27 22:21:12.800573,1747.670493166889,,0.43291448484685097,127.09185941356998,22.635536000000002,Tropical Storm,999,-0.015507709677848213,0.9078557597323519,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-28 04:21:12.800573,1853.2514751861563,,0.4056269155081515,129.10785245226145,23.14998,Tropical Storm,999,-0.004547928223116578,0.33599883978191275,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-28 10:21:12.800573,1894.6404901807516,,0.3924648752691334,129.3497738050064,23.14998,Tropical Storm,999,-0.0021936733731696876,0.04032022545749214,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-28 16:21:12.800573,1892.491783176592,,0.4018668273161833,128.48640349121837,23.664424,Tropical Storm,998,0.0015669920078416517,-0.14389505229800648,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-28 22:21:12.800573,1862.681092667932,,0.42045592569388424,126.8081354896753,24.178868,Tropical Storm,998,0.0030981830629501586,-0.27971133359051237,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-29 04:21:12.800573,1816.8998186261042,,0.4363742559232991,124.45302190776312,24.178868,Tropical Storm,997,0.0026530550382358096,-0.39251893031869634,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-29 10:21:12.800573,1763.7672836404515,,0.4658507394305886,121.50000379556536,24.693312,Tropical Storm,997,0.004912747251214915,-0.4921696853662922,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-29 16:21:12.800573,1709.6300478038668,,0.49820846958214937,118.01306609310785,25.207756,Tropical Storm,996,0.005392955025260132,-0.5811562837429184,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-29 22:21:12.800573,1659.0801594618024,,0.5316638895611024,114.06543541677831,25.7222,Tropical Storm,996,0.005575903329825512,-0.657938446054923,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-30 04:21:12.800573,1615.2771929151797,,0.5643840749712478,109.75277044276498,26.236644000000002,Tropical Storm,995,0.005453364235024219,-0.7187774956688884,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-30 10:21:12.800573,1580.1545331310213,,0.594634185246933,105.19738969123199,26.751088,Tropical Storm,995,0.0050416850459475415,-0.7592301252554989,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-30 16:21:12.800573,1554.5737124208724,,0.6092866339920848,100.54269853292584,26.751088,Tropical Storm,994,0.0024420747908586358,-0.7757818597176918,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-30 22:21:12.800573,1538.4794305781159,,0.6307165157599608,95.93889889233651,27.265532,Tropical Storm,994,0.003571646961312662,-0.7672999400982216,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-31 04:21:12.800573,1531.0905371632405,,0.6472467596375981,91.52395879817868,27.779976,Tropical Storm,994,0.002755040646272892,-0.7358233490263046,0.0,NW
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-31 10:21:12.800573,1531.1334668332747,,0.6472196993642516,87.40705677164419,27.779976,Tropical Storm,993,-4.510045557755878e-06,-0.6861503377557483,0.0,NE
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-31 16:21:12.800573,1537.0839083464691,,0.6554034671783433,83.65956711283036,28.294420000000002,Tropical Storm,993,0.0013639613023486152,-0.6245816098023056,0.0,NE
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-05-31 22:21:12.800573,1547.3857372376021,,0.6489072355169364,80.3148824461179,28.294420000000002,Tropical Storm,993,-0.001082705276901149,-0.5574474444520755,0.0,NE
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-06-01 04:21:12.800573,1560.6065095022914,,0.6523755926305231,77.37492350443966,28.808864,Tropical Storm,993,0.0005780595189311214,-0.4899931569463737,0.0,NE
SYN_AL182012_002,SYNTHETIC_SANDY_002,Synthetic,AL182012,2025-06-01 10:21:12.800573,1575.5338693671786,,0.6431785042094696,74.81949958613097,28.808864,Tropical Storm,992,-0.0015328480701755816,-0.4259039863847818,0.0,NE
