#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 01 00 50 999 99.0 99.0  1.30  5.88  4.89 105 1016.8 999.0   8.5 999.0 99.0 99.00
2019 01 01 01 50 999 99.0 99.0  1.39  6.25  5.05 104 1016.0 999.0   8.5 999.0 99.0 99.00
2019 01 01 02 50 999 99.0 99.0  1.22  5.88  4.75  94 1014.4 999.0   8.4 999.0 99.0 99.00
2019 01 01 04 50 999 99.0 99.0  1.10  5.88  4.50  93 1012.3 999.0   8.3 999.0 99.0 99.00
2019 01 01 05 50 999 99.0 99.0  1.39  5.56  4.67 116 1012.0 999.0   8.2 999.0 99.0 99.00
2019 01 01 06 50 999 99.0 99.0  1.71  6.67  4.99 150 1010.2 999.0   8.1 999.0 99.0 99.00
2019 01 01 07 50 999 99.0 99.0  1.84  6.67  5.00 127 1009.2 999.0   8.1 999.0 99.0 99.00
2019 01 01 08 50 999 99.0 99.0  2.08  7.69  5.33 133 1008.4 999.0   8.1 999.0 99.0 99.00
2019 01 01 09 50 999 99.0 99.0  2.10  7.69  5.28 120 1006.8 999.0   8.1 999.0 99.0 99.00
2019 01 01 10 50 999 99.0 99.0  2.11  7.69  5.35 132 1007.5 999.0   8.2 999.0 99.0 99.00
2019 01 01 11 50 999 99.0 99.0  2.19  7.69  5.54 141 1007.8 999.0   8.2 999.0 99.0 99.00
2019 01 01 12 50 999 99.0 99.0  2.21  8.33  5.85 128 1009.3 999.0   8.2 999.0 99.0 99.00
2019 01 01 13 50 999 99.0 99.0  2.10  8.33  6.14 127 1010.3 999.0   8.2 999.0 99.0 99.00
2019 01 01 14 50 999 99.0 99.0  1.83  7.69  5.90 139 1011.0 999.0   8.2 999.0 99.0 99.00
2019 01 01 15 50 999 99.0 99.0  1.66  6.67  5.92 154 1011.6 999.0   8.2 999.0 99.0 99.00
2019 01 01 16 50 999 99.0 99.0  1.69  7.69  5.95 150 1012.1 999.0   8.2 999.0 99.0 99.00
2019 01 01 17 50 999 99.0 99.0  1.66  8.33  5.47 143 1011.8 999.0   8.3 999.0 99.0 99.00
2019 01 01 18 50 999 99.0 99.0  1.44  7.69  5.24 149 1013.1 999.0   8.4 999.0 99.0 99.00
2019 01 01 19 50 999 99.0 99.0  1.53  7.69  4.97 161 1014.7 999.0   8.5 999.0 99.0 99.00
2019 01 01 20 50 999 99.0 99.0  1.50  7.69  4.96 163 1016.1 999.0   8.5 999.0 99.0 99.00
2019 01 01 21 50 999 99.0 99.0  1.39  8.33  4.91 161 1017.5 999.0   8.5 999.0 99.0 99.00
2019 01 01 22 50 999 99.0 99.0  1.20  7.14  4.88 183 1018.7 999.0   8.5 999.0 99.0 99.00
2019 01 01 23 50 999 99.0 99.0  1.14  7.14  5.21 171 1020.1 999.0   8.5 999.0 99.0 99.00
2019 01 02 00 50 999 99.0 99.0  1.00  8.33  4.79 163 1020.7 999.0   8.5 999.0 99.0 99.00
2019 01 02 01 50 999 99.0 99.0  0.98  7.69  4.64 166 1021.6 999.0   8.5 999.0 99.0 99.00
2019 01 02 02 50 999 99.0 99.0  0.96  7.69  4.38 170 1022.0 999.0   8.5 999.0 99.0 99.00
2019 01 02 03 50 999 99.0 99.0  0.98  7.69  4.66 171 1021.9 999.0   8.5 999.0 99.0 99.00
2019 01 02 04 50 999 99.0 99.0  0.98  7.69  4.38 169 1021.9 999.0   8.5 999.0 99.0 99.00
2019 01 02 05 50 999 99.0 99.0  0.95  7.14  4.28 174 1022.4 999.0   8.6 999.0 99.0 99.00
2019 01 02 06 50 999 99.0 99.0  0.89  7.69  4.34 170 1022.9 999.0   8.6 999.0 99.0 99.00
2019 01 02 07 50 999 99.0 99.0  0.91  3.70  4.29 343 1023.5 999.0   8.6 999.0 99.0 99.00
2019 01 02 08 50 999 99.0 99.0  0.90  4.00  4.23 350 1023.8 999.0   8.6 999.0 99.0 99.00
2019 01 02 09 50 999 99.0 99.0  0.92  7.14  4.35 174 1024.2 999.0   8.5 999.0 99.0 99.00
2019 01 02 10 50 999 99.0 99.0  0.91  7.69  4.24 165 1025.1 999.0   8.5 999.0 99.0 99.00
2019 01 02 11 50 999 99.0 99.0  0.95  7.14  4.28 168 1025.9 999.0   8.4 999.0 99.0 99.00
2019 01 02 20 50 999 99.0 99.0  0.72  5.56  4.14  49 1024.6 999.0   8.6 999.0 99.0 99.00
2019 01 02 21 50 999 99.0 99.0  0.72  4.76  4.20  37 1023.7 999.0   8.6 999.0 99.0 99.00
2019 01 02 22 50 999 99.0 99.0  0.80  5.00  4.00  36 1023.2 999.0   8.5 999.0 99.0 99.00
2019 01 02 23 50 999 99.0 99.0  0.79  5.26  4.13  38 1023.2 999.0   8.5 999.0 99.0 99.00
2019 01 03 00 50 999 99.0 99.0  0.77  4.76  3.91  21 1022.2 999.0   8.5 999.0 99.0 99.00
2019 01 03 01 50 999 99.0 99.0  0.80  3.57  3.86  80 1021.5 999.0   8.5 999.0 99.0 99.00
2019 01 03 02 50 999 99.0 99.0  0.86  3.85  4.00  95 1020.6 999.0   8.5 999.0 99.0 99.00
2019 01 03 03 50 999 99.0 99.0  0.90  4.00  4.14  98 1018.9 999.0   8.5 999.0 99.0 99.00
2019 01 03 04 50 999 99.0 99.0  0.99  4.35  4.21 113 1017.7 999.0   8.4 999.0 99.0 99.00
2019 01 03 05 50 999 99.0 99.0  1.00  4.17  4.27 102 1016.4 999.0   8.4 999.0 99.0 99.00
2019 01 03 06 50 999 99.0 99.0  0.89  4.35  4.19 118 1015.6 999.0   8.4 999.0 99.0 99.00
2019 01 03 07 50 999 99.0 99.0  0.89  4.17  4.30 104 1014.8 999.0   8.4 999.0 99.0 99.00
2019 01 03 08 50 999 99.0 99.0  0.91  4.35  4.36 112 1013.8 999.0   8.4 999.0 99.0 99.00
2019 01 03 09 50 999 99.0 99.0  0.82  4.35  4.42 111 1013.0 999.0   8.4 999.0 99.0 99.00
2019 01 03 10 50 999 99.0 99.0  0.76  4.35  4.47 131 1012.9 999.0   8.4 999.0 99.0 99.00
2019 01 03 11 50 999 99.0 99.0  0.73  4.35  4.84 121 1013.4 999.0   8.4 999.0 99.0 99.00
2019 01 03 12 50 999 99.0 99.0  0.74  4.55  4.75 127 1014.0 999.0   8.4 999.0 99.0 99.00
2019 01 03 13 50 999 99.0 99.0  0.67  7.69  4.91 119 1014.6 999.0   8.3 999.0 99.0 99.00
2019 01 03 14 50 999 99.0 99.0  0.65  4.55  4.37 127 1015.2 999.0   8.3 999.0 99.0 99.00
2019 01 03 15 50 999 99.0 99.0  0.70  7.14  4.11 126 1015.3 999.0   8.2 999.0 99.0 99.00
2019 01 03 17 50 999 99.0 99.0  0.79  7.14  4.56 144 1014.5 999.0   8.1 999.0 99.0 99.00
2019 01 03 18 50 999 99.0 99.0  0.89  6.67  4.13 160 1014.7 999.0   8.1 999.0 99.0 99.00
2019 01 03 19 50 999 99.0 99.0  1.15  4.00  4.12 346 1014.5 999.0   8.1 999.0 99.0 99.00
2019 01 03 20 50 999 99.0 99.0  1.21  4.55  4.21 352 1015.3 999.0   8.2 999.0 99.0 99.00
2019 01 03 21 50 999 99.0 99.0  1.10  4.55  4.12 347 1016.0 999.0   8.2 999.0 99.0 99.00
2019 01 03 22 50 999 99.0 99.0  0.97  4.76  4.13 339 1016.6 999.0   8.3 999.0 99.0 99.00
2019 01 03 23 50 999 99.0 99.0  0.83  4.55  4.10 335 1017.5 999.0   8.4 999.0 99.0 99.00
2019 01 04 00 50 999 99.0 99.0  0.75  4.17  3.92 348 1018.2 999.0   8.4 999.0 99.0 99.00
2019 01 04 01 50 999 99.0 99.0  0.70  8.33  3.91 120 1018.7 999.0   8.5 999.0 99.0 99.00
2019 01 04 02 50 999 99.0 99.0  0.63  7.69  3.92 116 1018.7 999.0   8.5 999.0 99.0 99.00
2019 01 04 03 50 999 99.0 99.0  0.57  7.69  3.81 105 1018.8 999.0   8.5 999.0 99.0 99.00
2019 01 04 04 50 999 99.0 99.0  0.61  8.33  3.77  98 1018.9 999.0   8.3 999.0 99.0 99.00
2019 01 04 05 50 999 99.0 99.0  0.60  7.69  4.08 110 1018.6 999.0   8.2 999.0 99.0 99.00
2019 01 04 06 50 999 99.0 99.0  0.62  6.67  4.28 117 1019.0 999.0   8.2 999.0 99.0 99.00
2019 01 04 07 50 999 99.0 99.0  0.58  4.17  4.27  41 1018.6 999.0   8.0 999.0 99.0 99.00
