#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 12 31 23 50 214  6.1  7.3  1.51 10.00  6.19  87 1003.6   8.5  10.2 999.0 99.0 99.00
2020 01 01 00 50 217  6.3  7.5  1.38 10.81  5.83  64 1003.6   8.6  10.1 999.0 99.0 99.00
2020 01 01 01 50 211  7.0  8.3  1.31 10.00  5.70  82 1003.3   8.8  10.0 999.0 99.0 99.00
2020 01 01 02 50 212  8.1  9.5  1.25 10.81  5.40  66 1003.3   8.9  10.0 999.0 99.0 99.00
2020 01 01 03 50 218  7.2  8.5  1.36 10.00  5.48  67 1002.8   9.2  10.0 999.0 99.0 99.00
2020 01 01 04 50 288  6.7  9.4  1.20 10.00  5.31  68 1003.5   8.6  10.0 999.0 99.0 99.00
2020 01 01 05 50 305  7.3  9.1  1.17 10.00  5.04  86 1003.4   8.2  10.0 999.0 99.0 99.00
2020 01 01 06 50 300  8.9 11.2  1.17 10.00  4.80  91 1004.0   7.8  10.1 999.0 99.0 99.00
2020 01 01 07 50 295  8.2 10.2  1.21 10.00  4.74  98 1004.7   7.4  10.2 999.0 99.0 99.00
2020 01 01 08 50 302  8.6 10.8  1.19 10.00  4.61 101 1004.7   7.0  10.1 999.0 99.0 99.00
2020 01 01 09 50 301  7.2  8.9  1.05  9.09  4.65 109 1004.9   6.6  10.1 999.0 99.0 99.00
2020 01 01 10 50 305 10.3 12.9  1.09 10.00  4.54 108 1005.2   6.5  10.1 999.0 99.0 99.00
2020 01 01 11 50 305 10.0 12.0  1.23 10.00  4.32 109 1005.7   6.6  10.1 999.0 99.0 99.00
2020 01 01 12 50 296  8.2  9.9  1.48  5.00  4.72 338 1006.3   6.3  10.1 999.0 99.0 99.00
2020 01 01 13 50 279  6.0  7.1  1.23  5.26  4.78 352 1007.3   5.9  10.1 999.0 99.0 99.00
2020 01 01 14 50 284  7.0  8.7  0.99  5.00  4.76 352 1008.0   6.0  10.1 999.0 99.0 99.00
2020 01 01 15 50 272  7.1  8.8  0.88 10.00  4.39  92 1008.1   6.1  10.1 999.0 99.0 99.00
2020 01 01 16 50 284  7.2  9.1  0.83  9.09  4.21  81 1007.4   6.5  10.1 999.0 99.0 99.00
2020 01 01 17 50 283  6.1  7.7  0.81  9.09  4.16  75 1006.7   7.2  10.1 999.0 99.0 99.00
2020 01 01 18 50 269  7.4  9.2  0.87  9.09  4.05  91 1006.4   7.8  10.1 999.0 99.0 99.00
2020 01 01 19 50 273  8.8 10.8  0.93 10.00  4.17  90 1006.7   8.1  10.1 999.0 99.0 99.00
2020 01 01 20 50 281  8.0  9.8  0.91 10.00  3.90  89 1007.6   8.1  10.0 999.0 99.0 99.00
2020 01 01 21 50 280  8.1  9.4  0.99  3.70  4.04 314 1008.7   7.9   9.9 999.0 99.0 99.00
2020 01 01 22 50 280  6.6  8.1  0.91 10.00  4.07  96 1009.2   8.0   9.9 999.0 99.0 99.00
2020 01 01 23 50 278  5.2  5.9  0.81  3.85  4.18 339 1010.0   7.7   9.9 999.0 99.0 99.00
2020 01 02 00 50 279  4.1  5.0  0.71  9.09  4.37 107 1010.7   7.4   9.9 999.0 99.0 99.00
2020 01 02 01 50 289  4.7  5.4  0.64 10.00  4.44 104 1011.2   7.4   9.9 999.0 99.0 99.00
2020 01 02 02 50 282  4.9  5.4  0.63  6.67  4.38 173 1011.3   7.6   9.9 999.0 99.0 99.00
2020 01 02 03 50 267  4.2  4.8  0.55  7.14  4.48 174 1011.7   7.4   9.9 999.0 99.0 99.00
2020 01 02 04 50 258  3.8  4.4  0.56  6.67  4.91 170 1011.9   7.2   9.8 999.0 99.0 99.00
2020 01 02 05 50 261  3.7  4.7  0.48 10.00  5.09  73 1012.0   7.3   9.7 999.0 99.0 99.00
2020 01 02 06 50 254  3.5  4.2  0.47  6.67  4.82 168 1012.3   7.1   9.8 999.0 99.0 99.00
2020 01 02 07 50 255  3.1  3.9  0.48  6.67  5.28 140 1013.1   7.6   9.9 999.0 99.0 99.00
2020 01 02 08 50 239  2.7  3.4  0.51  6.67  5.77 168 1013.3   7.7   9.9 999.0 99.0 99.00
2020 01 02 09 50 216  1.7  2.0  0.48  7.14  5.78 157 1013.5   7.7  10.0 999.0 99.0 99.00
2020 01 02 10 50 161  1.3  1.6  0.46  6.25  5.58 155 1013.8   7.9   9.9 999.0 99.0 99.00
2020 01 02 11 50 143  2.5  3.0  0.43  6.67  5.48 133 1014.2   8.0   9.9 999.0 99.0 99.00
2020 01 02 12 50 131  4.4  4.8  0.41  7.14  5.59 144 1014.1   8.2   9.9 999.0 99.0 99.00
2020 01 02 13 50 144  5.8  6.7  0.41 13.79  5.57  74 1014.6   8.6  10.0 999.0 99.0 99.00
2020 01 02 14 50 175  7.0  8.1 99.00 99.00 99.00 999 1014.9   8.8  10.1 999.0 99.0 99.00
2020 01 02 15 50 200  8.0  9.7  0.54  2.86  3.39 194 1014.6   8.3  10.1 999.0 99.0 99.00
2020 01 02 16 50 193  8.4 10.0  0.63  2.94  3.41 191 1013.2   8.6  10.1 999.0 99.0 99.00
2020 01 02 17 50 195  9.0 10.7  0.79  3.70  3.53 186 1012.1   8.9  10.2 999.0 99.0 99.00
2020 01 02 18 50 199  9.8 11.5  0.92  3.70  3.59 197 1011.7   9.2  10.2 999.0 99.0 99.00
2020 01 02 19 50 196  9.4 11.1  1.05  4.17  3.81 191 1011.5   9.3  10.2 999.0 99.0 99.00
2020 01 02 20 50 198  9.1 10.7  1.06  5.00  3.91 188 1011.3   9.3  10.2 999.0 99.0 99.00
2020 01 02 21 50 207  8.6 10.4  1.10  4.76  4.03 202 1012.0   9.3  10.2 999.0 99.0 99.00
2020 01 02 22 50 203  7.6  8.9  1.06  5.00  4.16 197 1011.9   9.3  10.2 999.0 99.0 99.00
2020 01 02 23 50 197  8.2  9.7  1.07  5.00  4.14 184 1011.5   9.6  10.2 999.0 99.0 99.00
2020 01 03 00 50 195 10.0 11.4  1.17  5.26  4.18 189 1010.8  10.1  10.2 999.0 99.0 99.00
2020 01 03 01 50 201  9.6 11.1  1.29  4.76  4.26 188 1011.4  10.0  10.2 999.0 99.0 99.00
2020 01 03 02 50 198  8.7  9.9  1.29  5.26  4.31 186 1010.6   9.9  10.2 999.0 99.0 99.00
2020 01 03 03 50 204  9.7 11.1  1.22  5.56  4.33 191 1009.8   9.9  10.3 999.0 99.0 99.00
2020 01 03 04 50 211  9.5 11.7  1.31  5.26  4.23 188 1009.8   9.8   9.9 999.0 99.0 99.00
2020 01 03 05 50 211  9.0 10.6  1.33  5.26  4.22 190 1008.9   9.4   9.8 999.0 99.0 99.00
2020 01 03 06 50 217  8.6 10.5  1.40  5.26  4.30 198 1009.1   9.0   9.6 999.0 99.0 99.00
2020 01 03 07 50 216  8.5  9.9  1.38  5.26  4.46 194 1009.6   8.8   9.6 999.0 99.0 99.00
2020 01 03 08 50 216  9.9 11.8  1.24  5.88  4.26 179 1009.4   8.2   9.5 999.0 99.0 99.00
2020 01 03 09 50 220 10.9 12.5  1.47  6.25  4.55 168 1009.6   7.9   9.3 999.0 99.0 99.00
2020 01 03 10 50 221  8.9 10.8  1.54  6.67  4.80 158 1009.6   7.8   9.1 999.0 99.0 99.00
2020 01 03 11 50 199  8.2 10.1  1.31  6.25  4.67 166 1009.4   7.7   9.1 999.0 99.0 99.00
2020 01 03 12 50 198  6.1  7.2  1.39  6.67  4.81 161 1008.6   7.9   9.1 999.0 99.0 99.00
2020 01 03 13 50 203  6.6  7.6  1.32  6.25  4.88 175 1009.0   8.1   9.1 999.0 99.0 99.00
2020 01 03 14 50 204  7.6  8.9  1.26  6.25  4.75 179 1009.2   8.3   9.1 999.0 99.0 99.00
2020 01 03 15 50 202  7.6  9.1  1.21  5.88  4.54 181 1008.5   8.2   9.1 999.0 99.0 99.00
2020 01 03 16 50 201  6.6  7.6  1.05  5.56  4.20 182 1007.0   8.3   9.1 999.0 99.0 99.00
2020 01 03 17 50 218  5.0  5.8  0.94  5.26  4.18 192 1006.6   8.5   9.1 999.0 99.0 99.00
2020 01 03 18 50 229  5.5  6.1  0.90  5.00  4.10 184 1006.4   9.2   9.2 999.0 99.0 99.00
2020 01 03 19 50 247  4.2  4.8  0.86  5.26  4.13 195 1007.3   9.1   9.3 999.0 99.0 99.00
2020 01 03 20 50 210  1.5  2.6  0.79  5.00  4.16 193 1007.3   8.8   9.3 999.0 99.0 99.00
2020 01 03 21 50 210  2.6  3.5  0.80  5.26  4.29 176 1008.0   8.8   9.3 999.0 99.0 99.00
2020 01 03 22 50 203  2.1  2.6  0.73  5.00  4.34 182 1008.6   8.7   9.3 999.0 99.0 99.00
2020 01 03 23 50 179  2.7  3.1  0.66  5.00  4.35 173 1008.4   9.0   9.3 999.0 99.0 99.00
2020 01 04 00 50 184  3.3  3.9  0.66  5.00  4.37 167 1008.6   8.8   9.3 999.0 99.0 99.00
2020 01 04 01 50 173  2.1  2.4  0.65  5.00  4.38 181 1008.6   8.8   9.3 999.0 99.0 99.00
2020 01 04 02 50 158  2.3  2.8  0.67  5.88  4.64 172 1008.4   8.8   9.4 999.0 99.0 99.00
2020 01 04 03 50 155  4.7  5.5  0.76  6.67  4.97 148 1007.5   9.1   9.4 999.0 99.0 99.00
2020 01 04 04 50 167  1.9  2.4  0.78  6.67  5.08 159 1006.4   9.5   9.4 999.0 99.0 99.00
2020 01 04 05 50 233  2.5  2.9  0.83  6.67  5.28 170 1006.8   9.0   9.5 999.0 99.0 99.00
