#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 04 15 19 50 141  0.6  1.7  0.22 99.00  9.22 999 1023.5  23.2  29.3  14.2 99.0 99.00
2017 04 15 20 50  22  0.7  1.7  0.30 13.79  7.62 115 1023.0  18.2  27.4  14.9 99.0 99.00
2017 04 15 21 50 121  1.2  3.2  1.02  6.67  4.98 360 1023.1  16.4  22.5  14.6 99.0 99.00
2017 04 15 22 50 134  3.5  6.4  1.54 17.39  6.29  16 1023.0  15.6  20.2  14.1 99.0 99.00
2017 04 15 23 50 125  5.7  7.3  1.96 16.00  8.14   7 1023.6  14.9  17.9  14.0 99.0 99.00
2017 04 16 00 50 127  4.9  6.0  1.34  8.33  6.93 313 1023.8  14.4  16.5  13.7 99.0 99.00
2017 04 16 01 50 128  4.1  5.2  1.27  8.33  7.26 315 1023.9  13.4  15.5  13.0 99.0 99.00
2017 04 16 02 50 138  3.2  4.4  1.15  9.09  7.17 319 1023.4  13.7  15.1  13.1 99.0 99.00
2017 04 16 03 50 146  2.3  3.4  1.19  9.09  7.68 314 1022.8  13.4  14.8  12.7 99.0 99.00
2017 04 16 04 50 158  1.6  2.4  1.19  8.33  7.41 317 1022.6  13.4  14.6  12.8 99.0 99.00
2017 04 16 05 50 236  1.9  3.1  1.03 12.12  7.97 295 1021.7  13.0  14.8  12.7 99.0 99.00
2017 04 16 06 50 237  1.8  3.0  1.03 11.43  7.99 277 1020.9  12.7  15.3  12.4 99.0 99.00
2017 04 16 07 50 265  1.2  2.7  0.94  8.33  7.74 321 1020.2  12.3  15.0  11.8 99.0 99.00
2017 04 16 08 50 187  6.0  7.0  1.32  5.56  6.23 357 1019.4  11.8  13.9  11.6 99.0 99.00
2017 04 16 09 50 194  6.6  7.6  1.44  6.67  6.24 180 1019.4  12.5  13.5  12.0 99.0 99.00
2017 04 16 10 50 195  7.0  8.0  1.63  6.25  6.35 352 1019.5  12.1  13.3  11.6 99.0 99.00
2017 04 16 11 50 233  5.8  6.7  1.60  8.33  6.79  32 1019.5  12.5  13.5  11.7 99.0 99.00
2017 04 16 12 50 161  1.3  7.5  1.43  5.88  5.56 359 1019.4  13.1  14.1  11.7 99.0 99.00
2017 04 16 13 50 206  6.7  7.8  1.30  7.14  4.86 162 1019.3  12.5  10.3  11.4 99.0 99.00
2017 04 16 14 50 206  6.2  6.9  1.29  6.67  4.97 157 1019.0  12.3  10.3  11.1 99.0 99.00
2017 04 16 15 50 210  6.5  7.2  1.19  5.88  4.99 170 1018.4  13.2  10.4  11.4 99.0 99.00
2017 04 16 16 50 213  7.0  7.9  1.20  7.14  4.80 153 1017.8  14.5  10.5  11.7 99.0 99.00
2017 04 16 17 50 205  7.6  8.8  1.11  6.67  4.84 155 1016.7  13.7  10.6  11.4 99.0 99.00
2017 04 16 18 50 195  8.0  9.1  1.11  6.67  4.52 155 1015.9  13.7  10.7  11.4 99.0 99.00
2017 04 16 19 50 198  8.4  9.5  1.16  7.14  4.63 163 1015.2  13.9  10.7  11.4 99.0 99.00
2017 04 16 20 50 203  9.2 10.5  1.10  6.25  4.57 163 1014.4  15.1  10.7  11.5 99.0 99.00
2017 04 16 21 50 207  9.8 11.1  1.12  6.25  4.40 166 1014.2  15.7  10.7  11.3 99.0 99.00
2017 04 16 22 50 200  8.6  9.9  1.13  6.67  4.46 157 1013.8  14.7  10.7  11.1 99.0 99.00
2017 04 16 23 50 200  8.8  9.8  1.13  6.67  4.38 159 1013.8  14.1  10.6  11.0 99.0 99.00
2017 04 17 00 50 206  8.0  8.9  1.12  6.25  4.38 166 1014.7  14.0  10.6  11.1 99.0 99.00
2017 04 17 01 50 203  7.5  8.6  1.06  5.56  4.26 173 1015.1  13.8  10.6  11.0 99.0 99.00
2017 04 17 02 50 209  7.3  8.0  1.07  6.67  4.33 169 1015.0  13.9  10.5  10.8 99.0 99.00
2017 04 17 03 50 214  7.4  8.4  1.15  6.25  4.49 161 1014.8  14.0  10.4  10.9 99.0 99.00
2017 04 17 04 50 225  6.9  7.9  1.23  5.26  4.42 175 1014.7  14.4  10.6  11.3 99.0 99.00
2017 04 17 05 50 219  6.9  7.7  1.14  6.67  4.73 166 1014.8  14.2  10.7  11.3 99.0 99.00
2017 04 17 06 50 234  5.7  6.3  1.13  6.25  4.97 169 1014.5  14.3  10.6  11.4 99.0 99.00
2017 04 17 07 50 235  5.5  6.0  1.20  6.67  5.18 162 1014.3  13.9  10.5  11.4 99.0 99.00
2017 04 17 08 50 222  4.1  4.6  1.12  6.67  5.27 158 1014.5  13.4  10.5  11.2 99.0 99.00
2017 04 17 09 50 215  5.5  6.5  1.07  7.14  5.46 157 1014.7  13.1  10.4  11.6 99.0 99.00
2017 04 17 10 50 237  5.0  5.4  1.03  6.67  5.16 162 1015.3  14.4  10.4  11.9 99.0 99.00
2017 04 17 11 50 231  4.4  4.8  1.11  7.14  5.28 161 1015.6  14.0  10.4  12.0 99.0 99.00
2017 04 17 12 50 201  4.1  5.5  1.09  5.88  5.32 175 1015.7  13.3  10.5  11.5 99.0 99.00
2017 04 17 13 50 212  3.8  4.3  1.01  7.14  5.28 169 1015.8  13.4  10.6  11.6 99.0 99.00
2017 04 17 14 50 198  3.5  4.1  1.09  7.14  5.32 161 1016.1  13.1  10.9  11.5 99.0 99.00
2017 04 17 15 50 200  2.5  3.2  0.91  7.69  5.01 166 1016.2  13.6  11.1  11.6 99.0 99.00
2017 04 17 16 50 329  4.8  6.3  0.95  7.14  5.17 161 1016.4  15.8  11.2  12.6 99.0 99.00
2017 04 17 17 50 323  9.3 11.3  0.94  7.69  4.79 157 1016.6  14.5  11.0  12.9 99.0 99.00
2017 04 17 18 50 338  5.0  5.8  0.86  7.14  4.42 158 1016.7  13.9  11.0  12.4 99.0 99.00
2017 04 17 19 50 334  5.0  6.0  0.92  6.25  4.40 156 1016.5  13.3  11.0  12.7 99.0 99.00
2017 04 17 20 50 346  3.8  4.3  0.81  6.67  4.69 163 1016.5  12.9  10.9  12.3 99.0 99.00
2017 04 17 21 50 330  4.8  5.4  0.79  6.67  4.89 165 1017.2  13.0  11.0  12.6 99.0 99.00
2017 04 17 22 50 336  4.4  4.8  0.84  6.67  5.25 167 1017.7  13.7  10.9  13.3 99.0 99.00
2017 04 17 23 50 331  1.3  1.9  0.80  6.67  5.35 174 1018.7  13.2  11.0  12.8 99.0 99.00
2017 04 18 00 50 324  1.3  1.6  0.95  6.67  5.60 172 1019.5  13.8  11.0  13.1 99.0 99.00
2017 04 18 01 50 297  2.2  2.6  0.88  7.14  5.33 168 1020.0  13.1  10.9  12.7 99.0 99.00
2017 04 18 02 50 168  0.1  0.5  0.80  6.25  5.07 173 1020.1  12.4  10.9  12.3 99.0 99.00
2017 04 18 03 50 255  0.6  0.9  0.83  6.67  5.18 183 1020.4  12.6  10.9  12.6 99.0 99.00
2017 04 18 04 50 294  1.8  2.2  0.77  6.25  5.11 173 1020.7  13.1  10.9  13.1 99.0 99.00
2017 04 18 05 50 329  3.2  4.0  0.72  6.25  4.88 173 1020.9  12.3  10.9  12.3 99.0 99.00
2017 04 18 06 50  20  4.7  5.3  0.72  6.67  5.31 166 1021.7  13.1  10.9   9.5 99.0 99.00
2017 04 18 07 50  38  5.8  6.8  0.66  6.67  5.28 154 1022.5  13.2  10.9   7.0 99.0 99.00
2017 04 18 08 50  44  6.6  7.9  0.62  6.67  4.38 156 1023.3  13.0  10.9   6.2 99.0 99.00
2017 04 18 09 50  29  7.1  8.3  0.72  6.25  4.04 153 1024.4  12.6  10.8   6.4 99.0 99.00
2017 04 18 10 50  26  7.3  8.4  0.72  5.88  3.96 156 1025.6  12.3  10.8   6.4 99.0 99.00
2017 04 18 11 50  21  6.3  7.5  0.73  6.67  3.96 141 1026.6  11.9  10.8   7.0 99.0 99.00
2017 04 18 12 50  21  6.7  7.8  0.72  6.67  3.94 139 1027.2  11.9  10.8   6.9 99.0 99.00
2017 04 18 13 50  27  5.9  7.1  0.78  6.25  4.02 170 1027.9  11.6  10.9   7.3 99.0 99.00
2017 04 18 14 50  26  4.6  5.5  0.73  6.25  4.15 153 1028.8  11.5  11.0   7.4 99.0 99.00
2017 04 18 15 50  39  6.4  7.4  0.68  6.67  4.07 144 1029.2  11.4  11.1   6.1 99.0 99.00
2017 04 18 16 50  41  5.7  6.9  0.67  3.70  3.82  48 1029.4  11.0  11.1   6.5 99.0 99.00
2017 04 18 17 50  47  5.1  5.8  0.64  5.88  4.01 163 1029.6  10.8  11.2   6.4 99.0 99.00
2017 04 18 18 50  62  5.0  5.6  0.65  3.57  4.11  46 1029.3  10.8  11.3   6.9 99.0 99.00
2017 04 18 19 50  75  4.7  5.6  0.59  3.85  4.11  45 1029.3  10.7  11.4   7.8 99.0 99.00
2017 04 18 20 50  69  4.0  4.9  0.63  4.17  4.19  59 1029.7  10.8  11.4   8.4 99.0 99.00
2017 04 18 21 50  53  4.3  5.0  0.63  3.85  4.08  38 1030.3  11.0  11.5   8.7 99.0 99.00
2017 04 18 22 50  57  6.0  6.8  0.61  4.00  4.19  50 1030.4  10.8  11.4   8.6 99.0 99.00
2017 04 18 23 50  74  6.5  7.8  0.69  3.70  4.14  53 1030.7  10.6  11.3   8.7 99.0 99.00
2017 04 19 00 50  76  8.0  9.1  0.80  4.76  3.95  98 1030.9  10.4  11.2   8.5 99.0 99.00
2017 04 19 01 50  89  8.2  9.3  0.91  4.76  4.12  83 1031.4  10.6  11.2   7.8 99.0 99.00
2017 04 19 02 50 102  7.2  8.5  1.01  4.55  4.12  83 1031.6  10.6  11.2   8.1 99.0 99.00
2017 04 19 03 50  94  8.5 10.1  0.99  4.00  4.27  71 1031.2  10.6  11.1   8.2 99.0 99.00
2017 04 19 04 50  95 10.4 12.0  1.07  4.55  4.17  73 1030.8  10.6  11.1   7.6 99.0 99.00
2017 04 19 05 50 100  9.7 12.0  1.05  4.55  4.10  77 1030.5  10.5  11.0   7.7 99.0 99.00
2017 04 19 06 50 104  9.2 11.2  1.12  4.17  4.11  79 1030.7  10.2  11.0   7.3 99.0 99.00
2017 04 19 07 50  94  9.4 11.2  1.17  4.55  4.18  83 1030.7  10.1  10.9   7.6 99.0 99.00
2017 04 19 08 50  89  8.8 10.4  1.21  5.26  4.48  94 1031.3  10.0  10.9   7.6 99.0 99.00
2017 04 19 09 50  84  9.6 11.2  1.29  5.56  4.54  88 1031.2   9.9  10.8   7.3 99.0 99.00
2017 04 19 10 50  80  8.6 10.5  1.41  5.26  4.68  88 1032.0  10.0  10.7   7.1 99.0 99.00
2017 04 19 11 50  82  9.5 11.1  1.58  7.14  4.86  94 1031.4  10.1  10.7   7.2 99.0 99.00
2017 04 19 12 50  81  9.2 10.9  1.52  5.88  4.86  82 1032.0  10.2  10.7   7.5 99.0 99.00
2017 04 19 13 50  88  9.0 11.2  1.55  6.67  4.81  92 1031.5  10.3  10.7   7.3 99.0 99.00
2017 04 19 14 50  95  9.0 10.3  1.58  6.67  4.75  78 1031.1  10.3  10.7   7.5 99.0 99.00
2017 04 19 15 50 103  7.3  8.6  1.56  5.88  4.90  81 1031.0  10.5  10.8   8.0 99.0 99.00
2017 04 19 16 50  93  6.3  7.8  1.50  6.67  5.00  82 1030.3  10.7  10.8   8.1 99.0 99.00
2017 04 19 17 50  89  6.7  7.9  1.48  6.25  5.03  70 1029.2  10.8  10.8   8.5 99.0 99.00
2017 04 19 18 50  69  5.8  7.0  1.35  6.67  5.20  76 1028.9  10.8  10.8   8.7 99.0 99.00
2017 04 19 19 50  68  6.6  8.3  1.46  7.14  5.44  75 1028.3  10.6  10.8   8.7 99.0 99.00
2017 04 19 20 50  90  6.0  7.3  1.40  7.14  5.49  74 1027.6  10.7  10.8   8.9 99.0 99.00
2017 04 19 21 50 102  6.2  7.4  1.41  7.69  5.29  89 1026.8  10.9  10.8   9.3 99.0 99.00
2017 04 19 22 50 113  5.6  7.0  1.38  8.33  5.35  80 1026.6  11.1  10.8   9.8 99.0 99.00
2017 04 19 23 50 119  5.4  6.4  1.30  7.14  5.35  79 1026.2  11.6  10.8  10.6 99.0 99.00
2017 04 20 00 50 127  4.4  5.1  1.38  7.69  5.46  84 1026.1  11.9  10.8  10.9 99.0 99.00
2017 04 20 01 50 157  4.7  5.2  1.19  7.69  5.23  90 1025.4  12.1  10.8  10.6 99.0 99.00
2017 04 20 02 50 170  5.4  6.1  1.20  5.88  5.29  83 1024.6  12.3  10.8  10.5 99.0 99.00
2017 04 20 03 50 175  6.1  7.0  1.21  7.14  5.32  86 1024.0  12.5  10.8  10.5 99.0 99.00
2017 04 20 04 50 175  7.3  8.2  1.15  6.67  5.06  76 1023.3  13.1  10.8  10.7 99.0 99.00
2017 04 20 05 50 178  7.2  8.0  1.15  7.14  4.98  78 1022.5  13.0  10.8  10.8 99.0 99.00
2017 04 20 06 50 185  6.3  7.2  1.12  7.69  5.01  91 1021.8  12.6  10.8  10.9 99.0 99.00
2017 04 20 07 50 203  6.5  7.3  1.14  8.33  5.13  96 1021.2  12.6  10.8  11.1 99.0 99.00
2017 04 20 08 50 205  6.0  6.9  1.09  8.33  5.17  96 1020.9  12.3  10.8  11.2 99.0 99.00
2017 04 20 09 50 201  6.3  7.4  1.08  9.09  5.16  99 1020.3  12.4  10.7  11.4 99.0 99.00
2017 04 20 10 50 197  5.9  6.7  1.09  8.33  5.27  84 1020.3  12.3  10.7  11.6 99.0 99.00
2017 04 20 11 50 198  5.8  6.5  1.07  9.09  5.69  91 1020.7  12.3  10.7  11.8 99.0 99.00
2017 04 20 12 50 225  4.3  5.0  1.07  8.33  5.64 100 1020.9  12.3  10.7  11.9 99.0 99.00
2017 04 20 13 50 232  2.9  3.8  1.03  9.09  5.83  93 1020.9  12.1  10.8  11.8 99.0 99.00
2017 04 20 14 50 212  3.1  3.7  1.00  8.33  5.78 100 1020.5  12.2  11.0  11.9 99.0 99.00
2017 04 20 15 50 177  2.6  3.1  1.01  8.33  5.66  87 1019.7  12.4  11.3  12.0 99.0 99.00
2017 04 20 16 50 162  2.5  3.2  0.97  9.09  5.58  71 1018.9  12.5  11.5  12.1 99.0 99.00
2017 04 20 17 50 179  2.5  3.2  1.04  7.69  5.72  85 1019.0  12.8  11.7  12.4 99.0 99.00
2017 04 20 18 50 143  2.1  2.5  0.94 10.81  5.78  85 1018.3  13.0  12.1  12.6 99.0 99.00
2017 04 20 19 50 138  2.5  3.0  0.93  9.09  5.94  79 1017.5  13.2  12.5  12.8 99.0 99.00
2017 04 20 20 50 136  3.1  3.4  0.96  9.09  5.91  75 1017.2  13.2  12.4  12.8 99.0 99.00
2017 04 20 21 50 133  3.1  3.6  0.93 11.43  6.52  73 1017.2  13.4  12.5  13.0 99.0 99.00
2017 04 20 22 50 131  3.9  4.5  0.94 10.00  6.57  96 1016.6  13.6  12.3  13.3 99.0 99.00
2017 04 20 23 50 108  3.4  4.0  0.93  9.09  6.63  81 1016.6  13.1  12.1  12.9 99.0 99.00
2017 04 21 00 50 100  3.4  4.1  0.93 10.00  6.33  86 1017.1  12.5  11.9  12.3 99.0 99.00
2017 04 21 01 50  96  3.6  4.2  0.94  8.33  6.49  86 1017.6  12.1  11.8  12.1 99.0 99.00
2017 04 21 02 50  83  4.3  4.9  0.92 10.81  6.10  84 1017.1  12.0  11.5  12.0 99.0 99.00
2017 04 21 03 50  97  6.5  7.9  0.89 10.00  5.79  87 1016.0  12.0  11.5  12.0 99.0 99.00
2017 04 21 04 50  94  6.0  7.2  0.96 10.00  5.40  56 1015.7  11.9  11.3  11.9 99.0 99.00
2017 04 21 05 50 101  7.5  8.7  0.95 10.00  5.27  59 1014.2  11.4  11.2  11.4 99.0 99.00
