#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2008 12 31 23 50 999 99.0 99.0  2.48  6.25  4.82 999 1012.2   2.4   8.6  -9.1 99.0 99.00
2009 01 01 00 50 999 99.0 99.0  2.71  6.25  5.11 999 1013.7   1.6   8.6  -9.8 99.0 99.00
2009 01 01 01 50 999 99.0 99.0  2.68  6.67  5.04 999 1014.5   0.7   8.4 -11.0 99.0 99.00
2009 01 01 02 50 999 99.0 99.0  3.02  6.67  5.43 999 1015.6  -0.1   8.4 -11.8 99.0 99.00
2009 01 01 03 50 999 99.0 99.0  3.36  7.14  5.53 999 1016.7  -0.6   8.3 -11.8 99.0 99.00
2009 01 01 04 50 999 99.0 99.0  3.12  7.14  5.46 999 1017.6  -0.9   8.5 -11.2 99.0 99.00
2009 01 01 05 50 999 99.0 99.0  2.89  7.14  5.26 999 1017.7  -1.5   8.6 -12.3 99.0 99.00
2009 01 01 06 50 999 99.0 99.0  2.69  6.25  5.06 999 1018.8  -1.5   8.6 -11.7 99.0 99.00
2009 01 01 07 50 999 99.0 99.0  2.59  6.25  5.06 999 1019.7  -1.3   8.5 -11.1 99.0 99.00
2009 01 01 08 50 999 99.0 99.0  2.33  5.88  4.90 999 1020.5  -1.3   8.6 -11.1 99.0 99.00
2009 01 01 09 50 999 99.0 99.0  2.12  5.56  4.66 999 1021.4  -1.3   8.6 -11.0 99.0 99.00
2009 01 01 10 50 999 99.0 99.0  2.13  5.88  4.69 999 1022.3  -1.4   8.6 -11.6 99.0 99.00
2009 01 01 11 50 999 99.0 99.0  2.31  5.56  4.94 999 1023.5  -1.5   8.6 -10.7 99.0 99.00
2009 01 01 12 50 999 99.0 99.0  2.27  5.88  4.82 999 1024.9  -1.5   8.6 -11.6 99.0 99.00
2009 01 01 13 50 999 99.0 99.0  2.42  6.25  4.98 999 1025.6  -2.0   8.6 -12.8 99.0 99.00
2009 01 01 14 50 999 99.0 99.0  2.29  6.25  4.97 999 1026.4  -2.3   8.6 -11.2 99.0 99.00
2009 01 01 15 50 999 99.0 99.0  2.14  6.25  4.87 999 1027.2  -2.5   8.7 -11.0 99.0 99.00
2009 01 01 16 50 999 99.0 99.0  1.77  5.88  4.60 999 1026.2  -2.5   8.7 -11.2 99.0 99.00
2009 01 01 17 50 999 99.0 99.0  1.83  5.26  4.47 999 1025.6  -2.1   8.6 -11.7 99.0 99.00
2009 01 01 18 50 999 99.0 99.0  1.65  5.00  4.29 999 1025.4  -1.5   8.5 -11.7 99.0 99.00
2009 01 01 19 50 999 99.0 99.0  1.49  5.00  4.16 999 1025.4  -0.8   8.5 -12.3 99.0 99.00
2009 01 01 20 50 999 99.0 99.0  1.38  4.76  4.17 999 1026.4  -0.5   8.4 -14.2 99.0 99.00
2009 01 01 21 50 999 99.0 99.0  1.10  4.76  4.24 999 1026.7  -0.1   8.1 -14.6 99.0 99.00
2009 01 01 22 50 999 99.0 99.0  1.08  5.56  4.41 999 1026.7   0.2   8.1 -15.4 99.0 99.00
2009 01 01 23 50 999 99.0 99.0  0.94  5.88  4.30 999 1026.9   0.4   8.0 -15.3 99.0 99.00
2009 01 02 00 50 999 99.0 99.0  0.91 10.81  4.41 999 1026.8   0.2   8.0 -15.4 99.0 99.00
2009 01 02 01 50 999 99.0 99.0  0.85 12.12  4.41 999 1026.3   0.0   8.0 -15.1 99.0 99.00
2009 01 02 02 50 999 99.0 99.0  0.84 11.43  5.01 999 1025.5   0.2   8.1 -14.8 99.0 99.00
2009 01 02 03 50 999 99.0 99.0  0.81 11.43  4.95 999 1025.5   0.7   8.2 -14.4 99.0 99.00
2009 01 02 04 50 999 99.0 99.0  0.85 11.43  5.07 999 1024.8   0.5   8.3 -13.5 99.0 99.00
2009 01 02 05 50 999 99.0 99.0  0.79 10.00  5.29 999 1023.6   0.7   7.9 -13.2 99.0 99.00
2009 01 02 06 50 999 99.0 99.0  0.70 10.81  5.24 999 1022.5   1.3   7.9 -11.1 99.0 99.00
2009 01 02 07 50 999 99.0 99.0  0.68  9.09  4.14 999 1022.5   2.2   7.6  -8.6 99.0 99.00
