#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 12 31 23 50 999 99.0 99.0  1.20  7.14  4.84 166 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 00 50 999 99.0 99.0  1.13  7.69  4.67 171 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 01 50 999 99.0 99.0  1.07  7.14  4.41 180 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 02 50 999 99.0 99.0  1.06  6.67  4.45 174 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 03 50 999 99.0 99.0  1.09  7.69  4.35 162 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 04 50 999 99.0 99.0  1.13  8.33  4.28 146 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 05 50 999 99.0 99.0  1.18  4.17  4.30   7 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 06 50 999 99.0 99.0  1.25  7.69  4.39 158 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 07 50 999 99.0 99.0  1.21  5.00  4.30  35 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 08 50 999 99.0 99.0  1.31  5.00  4.44  42 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 09 50 999 99.0 99.0  1.31  5.26  4.46  48 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 10 50 999 99.0 99.0  1.31  5.56  4.57  41 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 11 50 999 99.0 99.0  1.25  5.26  4.49  32 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 12 50 999 99.0 99.0  1.28  5.26  4.57  26 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 13 50 999 99.0 99.0  1.13  5.26  4.34  24 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 14 50 999 99.0 99.0  1.09  5.00  4.32  33 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 15 50 999 99.0 99.0  1.10  5.26  4.42  45 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 16 50 999 99.0 99.0  1.16  4.76  4.36  39 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 17 50 999 99.0 99.0  1.14  5.00  4.58  55 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 18 50 999 99.0 99.0  1.17  6.25  4.64  47 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 19 50 999 99.0 99.0  1.20  5.56  4.55  62 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 20 50 999 99.0 99.0  1.26  5.56  4.52  52 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 21 50 999 99.0 99.0  1.27  5.88  4.41  47 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 22 50 999 99.0 99.0  1.25  5.56  4.41  51 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 01 23 50 999 99.0 99.0  1.38  5.56  4.39  55 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 00 50 999 99.0 99.0  1.31  5.00  4.33  62 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 01 50 999 99.0 99.0  1.54  5.00  4.58  79 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 02 50 999 99.0 99.0  1.69  5.88  4.81  84 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 03 50 999 99.0 99.0  1.52  5.88  4.78  79 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 04 50 999 99.0 99.0  1.47  5.88  4.86  89 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 05 50 999 99.0 99.0  1.48  6.67  5.23 114 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 06 50 999 99.0 99.0  1.40  6.25  5.04  91 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 07 50 999 99.0 99.0  1.33  6.25  5.12 108 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 08 50 999 99.0 99.0  1.31  6.25  5.03 128 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 09 50 999 99.0 99.0  1.42  7.14  5.11 141 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 10 50 999 99.0 99.0  1.37  6.25  5.08 126 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 11 50 999 99.0 99.0  1.50  7.14  4.94 139 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 12 50 999 99.0 99.0  1.37  6.67  4.67 133 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 13 50 999 99.0 99.0  1.35  6.25  4.45 148 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 14 50 999 99.0 99.0  1.40  5.88  4.58 158 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 15 50 999 99.0 99.0  1.34  6.67  4.70 158 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 16 50 999 99.0 99.0  1.23  6.67  4.90 173 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 17 50 999 99.0 99.0  1.20  6.25  5.03 179 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 18 50 999 99.0 99.0  1.17  7.14  5.01 170 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 19 50 999 99.0 99.0  1.19  7.69  5.44 148 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 20 50 999 99.0 99.0  1.16  7.69  5.46 157 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 21 50 999 99.0 99.0  1.18  6.67  5.27 178 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 22 50 999 99.0 99.0  1.19  7.69  5.20 179 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 02 23 50 999 99.0 99.0  1.26  7.69  4.88 171 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 03 00 50 999 99.0 99.0  1.23  7.69  4.80 169 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 03 01 50 999 99.0 99.0  1.23  8.33  5.04 171 9999.0 999.0 999.0 999.0 99.0 99.00
2021 01 03 02 50 999 99.0 99.0  1.11  7.69  4.49 178 9999.0 999.0 999.0 999.0 99.0 99.00
