#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 12 31 23 50 999 99.0 99.0  0.78  4.00  3.75 203 1023.3   5.8   8.8 999.0 99.0 99.00
2014 01 01 00 50 999 99.0 99.0  1.03  4.00  3.79 296 1024.8   5.2   8.7 999.0 99.0 99.00
2014 01 01 01 50 999 99.0 99.0  1.23  4.76  4.08 330 1024.9   4.6   8.6 999.0 99.0 99.00
2014 01 01 02 50 999 99.0 99.0  1.23  5.00  4.11 338 1026.0   4.1   8.5 999.0 99.0 99.00
2014 01 01 03 50 999 99.0 99.0  1.19  4.76  4.07 334 1026.4   3.6   8.5 999.0 99.0 99.00
2014 01 01 04 50 999 99.0 99.0  1.24  4.76  4.10 334 1027.1   3.3   8.5 999.0 99.0 99.00
2014 01 01 05 50 999 99.0 99.0  1.25  4.76  4.07 326 1027.4   2.8   8.4 999.0 99.0 99.00
2014 01 01 06 50 999 99.0 99.0  1.07  4.55  3.93 324 1028.2   2.5   8.4 999.0 99.0 99.00
2014 01 01 07 50 999 99.0 99.0  0.98  4.35  3.84 321 1028.3   2.6   8.4 999.0 99.0 99.00
2014 01 01 08 50 999 99.0 99.0  0.80  4.35  3.81 321 1028.3   2.3   8.4 999.0 99.0 99.00
2014 01 01 09 50 999 99.0 99.0  0.69  4.17  3.81 325 1028.8   2.3   8.5 999.0 99.0 99.00
2014 01 01 10 50 999 99.0 99.0  0.55  3.85  3.81 326 1029.5   2.2   8.5 999.0 99.0 99.00
2014 01 01 11 50 999 99.0 99.0  0.50  3.70  3.67 341 1030.1   2.3   8.6 999.0 99.0 99.00
2014 01 01 12 50 999 99.0 99.0  0.44  3.33  3.73 352 1030.5   2.6   8.6 999.0 99.0 99.00
2014 01 01 13 50 999 99.0 99.0  0.40 10.00  3.86  45 1031.0   3.2   8.6 999.0 99.0 99.00
2014 01 01 14 50 999 99.0 99.0  0.39 10.00  3.94  31 1031.1   3.7   8.6 999.0 99.0 99.00
2014 01 01 15 50 999 99.0 99.0  0.36 10.00  4.00  90 1030.8   4.5   8.6 999.0 99.0 99.00
2014 01 01 16 50 999 99.0 99.0  0.35 10.00  4.34  80 1029.8   5.1   8.6 999.0 99.0 99.00
2014 01 01 17 50 999 99.0 99.0  0.35  9.09  4.32 139 1028.6   5.9   8.6 999.0 99.0 99.00
2014 01 01 18 50 999 99.0 99.0  0.38  8.33  3.49 352 1028.1   6.4   8.7 999.0 99.0 99.00
2014 01 01 19 50 999 99.0 99.0  0.46  2.86  3.33 154 1027.3   7.4   8.8 999.0 99.0 99.00
2014 01 01 20 50 999 99.0 99.0  0.51  2.74  3.26 155 1026.4   8.1   8.8 999.0 99.0 99.00
2014 01 01 21 50 999 99.0 99.0  0.48  3.13  3.32 153 1025.9   8.1   8.8 999.0 99.0 99.00
2014 01 01 22 50 999 99.0 99.0  0.56  2.94  3.24 161 1025.3   8.6   8.8 999.0 99.0 99.00
2014 01 01 23 50 999 99.0 99.0  0.51  3.13  3.43 155 1025.1   8.9   8.8 999.0 99.0 99.00
2014 01 02 00 50 999 99.0 99.0  0.51  3.23  3.66 130 1024.6   9.1   8.7 999.0 99.0 99.00
2014 01 02 01 50 999 99.0 99.0  0.46  3.45  3.72 147 1023.6   9.3   8.6 999.0 99.0 99.00
2014 01 02 02 50 999 99.0 99.0  0.47  8.33  3.67 104 1023.0   9.5   8.6 999.0 99.0 99.00
2014 01 02 03 50 999 99.0 99.0  0.46  3.85  3.93 134 1022.2   9.2   8.5 999.0 99.0 99.00
2014 01 02 04 50 999 99.0 99.0  0.48  3.85  4.12 129 1021.6   8.8   8.5 999.0 99.0 99.00
2014 01 02 05 50 999 99.0 99.0  0.46  4.00  4.03 129 1020.8   8.2   8.4 999.0 99.0 99.00
2014 01 02 06 50 999 99.0 99.0  0.49  4.00  4.17 129 1020.4   7.5   8.4 999.0 99.0 99.00
2014 01 02 07 50 999 99.0 99.0  0.50  4.17  4.24 129 1019.7   7.4   8.3 999.0 99.0 99.00
2014 01 02 08 50 999 99.0 99.0  0.49  4.17  4.09 128 1018.3   7.1   8.2 999.0 99.0 99.00
2014 01 02 09 50 999 99.0 99.0  0.52  4.00  4.06 126 1017.3   7.1   8.3 999.0 99.0 99.00
2014 01 02 10 50 999 99.0 99.0  0.53  4.00  4.18 129 1016.8   7.2   8.4 999.0 99.0 99.00
2014 01 02 11 50 999 99.0 99.0  0.49  4.55  4.22 105 1016.4   7.1   8.6 999.0 99.0 99.00
2014 01 02 12 50 999 99.0 99.0  0.48  3.70  4.32 168 1015.7   7.1   8.7 999.0 99.0 99.00
2014 01 02 13 50 999 99.0 99.0  0.44  4.76  4.47 104 1015.4   7.1   8.8 999.0 99.0 99.00
2014 01 02 14 50 999 99.0 99.0  0.43 17.39  5.01  86 1014.8   7.1   8.8 999.0 99.0 99.00
2014 01 02 15 50 999 99.0 99.0  0.39 16.00  5.15  35 1013.1   7.2   8.8 999.0 99.0 99.00
2014 01 02 16 50 999 99.0 99.0  0.40  5.00  5.43 117 1011.5   6.7   8.7 999.0 99.0 99.00
2014 01 02 17 50 999 99.0 99.0  0.45 17.39  3.49  51 1010.1   6.1   8.8 999.0 99.0 99.00
2014 01 02 18 50 999 99.0 99.0  0.59  2.74  3.54  22 1008.6   5.4   8.9 999.0 99.0 99.00
2014 01 02 19 50 999 99.0 99.0  0.71  3.23  3.61  19 1007.5   5.4   8.9 999.0 99.0 99.00
2014 01 02 20 50 999 99.0 99.0  1.04  5.26  4.15  37 1007.2   5.5   8.9 999.0 99.0 99.00
2014 01 02 21 50 999 99.0 99.0  1.23  5.00  4.44  41 1006.4   4.9   9.0 999.0 99.0 99.00
2014 01 02 22 50 999 99.0 99.0  1.31  5.88  4.48  53 1005.4   4.5   9.0 999.0 99.0 99.00
2014 01 02 23 50 999 99.0 99.0  1.61  6.67  4.91  31 1003.7   4.7   8.8 999.0 99.0 99.00
2014 01 03 00 50 999 99.0 99.0  1.85  7.14  5.30  44 1002.5   5.3   8.8 999.0 99.0 99.00
2014 01 03 01 50 999 99.0 99.0  1.65  5.88  5.17  37 1001.5   4.6   8.7 999.0 99.0 99.00
2014 01 03 02 50 999 99.0 99.0  1.78  7.69  5.32  68 1001.5   4.3   8.7 999.0 99.0 99.00
2014 01 03 03 50 999 99.0 99.0  1.92  8.33  5.39  63 1000.0   3.3   8.7 999.0 99.0 99.00
2014 01 03 04 50 999 99.0 99.0  1.97  8.33  5.27  47  998.5   2.8   8.6 999.0 99.0 99.00
2014 01 03 05 50 999 99.0 99.0  1.74  8.33  5.15  65  998.2   1.8   8.5 999.0 99.0 99.00
2014 01 03 06 50 999 99.0 99.0  2.04  8.33  5.27  57  997.7   1.6   8.4 999.0 99.0 99.00
2014 01 03 07 50 999 99.0 99.0  2.17  7.69  5.21  69  998.8  -0.5   8.3 999.0 99.0 99.00
2014 01 03 08 50 999 99.0 99.0  2.56  7.69  5.34  59 1001.3  -1.7   8.0 999.0 99.0 99.00
2014 01 03 09 50 999 99.0 99.0  2.93  8.33  5.69  50 1003.3  -2.8   8.0 999.0 99.0 99.00
2014 01 03 10 50 999 99.0 99.0  3.47  8.33  6.07  55 1005.9  -3.8   8.0 999.0 99.0 99.00
2014 01 03 11 50 999 99.0 99.0  3.59  9.09  6.17  56 1008.7  -4.2   8.0 999.0 99.0 99.00
2014 01 03 12 50 999 99.0 99.0  4.02 10.00  6.52  79 1010.5  -3.2   8.0 999.0 99.0 99.00
2014 01 03 13 50 999 99.0 99.0  3.85  9.09  6.39  69 1013.2  -4.0   8.0 999.0 99.0 99.00
2014 01 03 14 50 999 99.0 99.0  4.30 10.00  6.75  75 1015.5  -4.8   7.8 999.0 99.0 99.00
2014 01 03 15 50 999 99.0 99.0  3.77  7.14  6.29   3 1017.5  -4.9   7.6 999.0 99.0 99.00
2014 01 03 16 50 999 99.0 99.0  3.80 10.81  6.33  58 1018.6  -5.3   7.5 999.0 99.0 99.00
2014 01 03 17 50 999 99.0 99.0  3.49  6.67  6.08 345 1019.8  -5.0   7.4 999.0 99.0 99.00
2014 01 03 18 50 999 99.0 99.0  3.11 10.81  5.93  64 1021.1  -4.9   7.3 999.0 99.0 99.00
2014 01 03 19 50 999 99.0 99.0  3.21 11.43  6.20  71 1022.4  -4.7   7.3 999.0 99.0 99.00
2014 01 03 20 50 999 99.0 99.0  2.91 12.12  6.12  64 1024.4  -4.9   7.4 999.0 99.0 99.00
2014 01 03 21 50 999 99.0 99.0  3.09 11.43  6.31  75 1026.2  -4.8   7.5 999.0 99.0 99.00
2014 01 03 22 50 999 99.0 99.0  2.76 11.43  6.20  76 1027.5  -4.6   7.6 999.0 99.0 99.00
2014 01 03 23 50 999 99.0 99.0  2.49 10.00  6.01  62 1029.3  -4.4   7.5 999.0 99.0 99.00
2014 01 04 00 50 999 99.0 99.0  2.57 11.43  6.12  85 1029.9  -4.4   7.4 999.0 99.0 99.00
2014 01 04 01 50 999 99.0 99.0  2.46 11.43  6.04  77 1030.5  -4.8   7.3 999.0 99.0 99.00
2014 01 04 02 50 999 99.0 99.0  2.55 13.79  6.24  81 1031.8  -5.3   7.3 999.0 99.0 99.00
2014 01 04 03 50 999 99.0 99.0  2.50 12.90  6.54  80 1031.9  -5.4   7.3 999.0 99.0 99.00
2014 01 04 04 50 999 99.0 99.0  2.24 12.90  6.07  70 1032.4  -5.4   7.2 999.0 99.0 99.00
2014 01 04 05 50 999 99.0 99.0  2.29 12.12  6.54  70 1032.3  -5.8   7.0 999.0 99.0 99.00
2014 01 04 06 50 999 99.0 99.0  2.07 13.79  6.74  74 1032.7  -5.8   6.8 999.0 99.0 99.00
2014 01 04 07 50 999 99.0 99.0  1.99 13.79  6.80  72 1032.8  -5.6   6.6 999.0 99.0 99.00
2014 01 04 08 50 999 99.0 99.0  2.12 12.90  7.56  72 1032.9  -5.3   6.5 999.0 99.0 99.00
2014 01 04 09 50 999 99.0 99.0  2.11 12.90  7.68  76 1033.3  -5.0   6.5 999.0 99.0 99.00
2014 01 04 10 50 999 99.0 99.0  1.88 12.90  7.41  88 1033.5  -4.8   6.4 999.0 99.0 99.00
2014 01 04 11 50 999 99.0 99.0  1.81 13.79  7.40  90 1034.0  -4.4   6.5 999.0 99.0 99.00
2014 01 04 12 50 999 99.0 99.0  1.82 13.79  7.76 110 1034.7  -3.6   6.4 999.0 99.0 99.00
2014 01 04 13 50 999 99.0 99.0  1.76 13.79  7.89  65 1035.0  -2.1   6.5 999.0 99.0 99.00
2014 01 04 14 50 999 99.0 99.0  1.69 13.79  8.49  85 1034.8  -1.4   6.6 999.0 99.0 99.00
2014 01 04 15 50 999 99.0 99.0  1.45 12.90  8.34  74 1033.9  -0.7   6.7 999.0 99.0 99.00
2014 01 04 16 50 999 99.0 99.0  1.49 13.79  8.35  87 1032.4   0.1   6.8 999.0 99.0 99.00
2014 01 04 17 50 999 99.0 99.0  1.32 13.79  8.13  42 1031.2   0.7   6.8 999.0 99.0 99.00
2014 01 04 18 50 999 99.0 99.0  1.51 14.81  8.53  86 1030.8   1.4   6.8 999.0 99.0 99.00
2014 01 04 19 50 999 99.0 99.0  1.35 13.79  7.84  46 1030.7   2.2   6.8 999.0 99.0 99.00
2014 01 04 20 50 999 99.0 99.0  1.40 12.12  7.57  72 1030.0   2.8   6.8 999.0 99.0 99.00
2014 01 04 21 50 999 99.0 99.0  1.36 13.79  6.62  97 1029.2   3.1   6.8 999.0 99.0 99.00
2014 01 04 22 50 999 99.0 99.0  1.54 12.90  6.30  92 1028.7   3.8   6.7 999.0 99.0 99.00
2014 01 04 23 50 999 99.0 99.0  1.55 12.90  5.73  82 1027.8   5.0   6.8 999.0 99.0 99.00
2014 01 05 00 50 999 99.0 99.0  1.73 12.90  5.83 100 1028.1   6.0   6.8 999.0 99.0 99.00
2014 01 05 01 50 999 99.0 99.0  1.73 12.90  5.59  83 1027.8   6.6   6.9 999.0 99.0 99.00
2014 01 05 02 50 999 99.0 99.0  1.70 12.90  5.37 127 1027.1   7.0   7.0 999.0 99.0 99.00
2014 01 05 03 50 999 99.0 99.0  1.63 11.43  5.12 113 1027.3   7.1   7.0 999.0 99.0 99.00
2014 01 05 04 50 999 99.0 99.0  1.47 10.81  5.17 120 1026.5   6.5   6.9 999.0 99.0 99.00
2014 01 05 05 50 999 99.0 99.0  1.52 11.43  5.82 118 1026.2   6.3   6.9 999.0 99.0 99.00
2014 01 05 06 50 999 99.0 99.0  1.36 13.79  5.88 107 1026.7   6.4   6.9 999.0 99.0 99.00
2014 01 05 07 50 999 99.0 99.0  1.20 11.43  5.99 113 1026.5   6.5   6.9 999.0 99.0 99.00
2014 01 05 08 50 999 99.0 99.0  1.41 12.12  7.00 104 1026.0   6.6   7.0 999.0 99.0 99.00
2014 01 05 09 50 999 99.0 99.0  1.17 12.90  6.72 109 1026.0   6.5   7.1 999.0 99.0 99.00
2014 01 05 10 50 999 99.0 99.0  1.21 11.43  7.00  89 1025.5   6.4   7.1 999.0 99.0 99.00
2014 01 05 11 50 999 99.0 99.0  1.14 12.90  7.07  90 1025.5   6.7   7.1 999.0 99.0 99.00
2014 01 05 12 50 999 99.0 99.0  1.20 12.12  7.78  89 1025.6   6.7   7.1 999.0 99.0 99.00
2014 01 05 13 50 999 99.0 99.0  0.97 12.12  7.33  99 1025.6   7.1   7.0 999.0 99.0 99.00
2014 01 05 14 50 999 99.0 99.0  1.11 12.12  8.02  93 1024.5   6.9   7.0 999.0 99.0 99.00
2014 01 05 15 50 999 99.0 99.0  1.12 12.12  6.84 102 1022.6   8.0   7.1 999.0 99.0 99.00
2014 01 05 16 50 999 99.0 99.0  1.11 12.90  6.35  99 1021.6   9.8   7.3 999.0 99.0 99.00
2014 01 05 17 50 999 99.0 99.0  1.01 12.12  6.59  78 1020.9  10.6   7.6 999.0 99.0 99.00
2014 01 05 18 50 999 99.0 99.0  1.01 11.43  6.47  86 1020.2  11.2   8.1 999.0 99.0 99.00
2014 01 05 19 50 999 99.0 99.0  1.08 12.90  6.94 105 1019.3  11.5   8.3 999.0 99.0 99.00
2014 01 05 20 50 999 99.0 99.0  0.99 11.43  6.49  86 1018.7  10.4   8.3 999.0 99.0 99.00
2014 01 05 21 50 999 99.0 99.0  0.99 12.90  7.00  55 1017.7  10.6   8.1 999.0 99.0 99.00
2014 01 05 22 50 999 99.0 99.0  0.89 10.81  5.98  83 1017.0  10.9   7.9 999.0 99.0 99.00
