model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
gemini,gemini-1.5-pro,19,C-001,Design Specification,"Maximum height of each turbine, from mean sea level to rotor tip.",617.0,feet,3.2.1,WTG locations,"The maximum height of each turbine is proposed to range from 591 to 617 feet (ft) (180 to 188 meters [m]), measured from mean sea level (MSL) to rotor tip.",Wind Turbine Generators
gemini,gemini-1.5-pro,19,C-002,Design Specification,Distance between the two turbines.,3445.0,ft,3.2.1,WTG locations,"The turbines will be sited approximately 3,445 ft (1,050 m) apart in a north south orientation.",Wind Turbine Generators
gemini,gemini-1.5-pro,19,C-003,Design Specification,Diameter of the MP/TP foundation at the seabed.,26.2,ft,3.2.2,WTG Foundation Locations,The diameter of the MP/TP foundation at the seabed is approximately 26.2 ft (8 m),Monopile and Transition Piece Foundation
gemini,gemini-1.5-pro,19,C-004,Design Specification,Length of the monopile.,197.0,ft,3.2.2,Monopile,"Depending on the specific depth of installation, the length of the monopile will be between 164 ft to 197 ft (50 m to 60 m)",Monopile and Transition Piece Foundation
gemini,gemini-1.5-pro,19,C-005,Design Specification,Radius of the preinstalled filter layer of crushed rock material.,72.2,ft,3.3.4.2,Scour protection system,The scour protection system will consist of a preinstalled filter layer of crushed rock material deployed in a radius of approximately 72.2 ft (22 m),Scour Protection System
gemini,gemini-1.5-pro,19,C-006,Design Specification,Height of the preinstalled filter layer of crushed rock material.,2.6,ft,3.3.4.2,Scour protection system,and a height of about 2.6 ft (0.8 m) at each foundation location,Scour Protection System
gemini,gemini-1.5-pro,19,C-007,Design Specification,Radius of the armor layer of crushed rock material.,39.4,ft,3.3.4.2,Scour protection system,"The armor layer consists of crushed rock material weighing between 88.2 lb to 440.9 lb (40 kg and 200 kg), installed in a radius of approximately 39.4 ft (12 m)",Scour Protection System
gemini,gemini-1.5-pro,19,C-008,Design Specification,Height of the armor layer of crushed rock material.,4.9,ft,3.3.4.2,Scour protection system,and a height of about 4.9 ft (1.5 m) around each foundation.,Scour Protection System
gemini,gemini-1.5-pro,19,C-009,Design Specification,Monopile penetration depth.,105.0,ft,3.3.4.2,Monopile,driven to the design penetration depth of 98 ft to 105 ft (30 m to 32 m),Monopile and Transition Piece Foundation
gemini,gemini-1.5-pro,19,C-010,Design Specification,Width of the Export Cable right-of-way.,200.0,ft,3.3.4.3,Export Cable Corridor,"As approved in the RAP, the Export Cable will be located within a 200-ft (61-m) wide right-of-way (ROW).",Export Cable
gemini,gemini-1.5-pro,19,C-011,Design Specification,Target burial depth for the Export Cable.,6.6,ft,3.3.4.3,Export Cable,"The target depth of burial for the Export Cable remains approximately 6.6 ft (2 m), as previously approved in the RAP.",Export Cable
gemini,gemini-1.5-pro,19,C-012,Environmental Mitigation,"If the Export Cable target burial depth is not met, additional protection must be provided.",,,3.3.4.3,Export Cable,"As approved in the RAP, in locations where actual target depths are not met, additional protection, such as placement of rock berms or concrete mattresses, may be employed to ensure that adequate cable protection is provided.",Export Cable
gemini,gemini-1.5-pro,19,C-013,Design Specification,Temporary construction right-of-way width for onshore cable installation.,30.0,ft,3.1.2,Onshore Interconnection Cable Route,Dominion proposes a 30 ft (9.1 m) temporary construction right-of-way along the entirety of the route for installation of the cable.,Onshore Interconnection Cable
gemini,gemini-1.5-pro,19,C-014,Design Specification,Permanent easement width for onshore cable access during operation.,15.0,ft,3.1.2,Onshore Interconnection Cable Route,"Upon completion of construction, 15 ft (4.6 m) will be retained as a permanent easement for access during operation.",Onshore Interconnection Cable
gemini,gemini-1.5-pro,19,C-015,Design Specification,Minimum burial depth for onshore cables.,3.3,ft,3.1.2,Onshore Interconnection Cable and Fiber Optic Cable,buried to a minimum depth of 3.3 ft (1 m),Onshore Interconnection Cable
gemini,gemini-1.5-pro,19,C-016,Design Specification,Distance between separate boreholes for the onshore interconnection cable and fiber optic cable.,3.0,ft,3.1.2,Onshore Interconnection Cable and Fiber Optic Cable boreholes,The Onshore Interconnection Cable and Fiber Optic Cable will be installed in separate boreholes approximately 3 ft (0.9 m) apart,Onshore Interconnection Cable
gemini,gemini-1.5-pro,19,C-017,Operational Parameter,Deployment duration of the metocean buoy.,1.0,year,Description of the Proposed CVOW Modifications,Metocean Buoy Location,The buoy will remain in place for less than 1 year.,Metocean Buoy
gemini,gemini-1.5-pro,19,C-018,Design Specification,Diameter of the metocean buoy.,4.9,ft,Description of the Proposed CVOW Modifications,Metocean Buoy,"Depending on the selected buoy type, its diameter will be 1.6 to 4.9 ft (0.5 to 1.5 m).",Metocean Buoy
gemini,gemini-1.5-pro,19,C-019,Design Specification,Mooring scope radius of the metocean buoy.,180.0,ft,Description of the Proposed CVOW Modifications,Metocean Buoy Mooring,"Based on a standard mooring configuration at a water depth of approximately 83.6 ft (25.5 m MLLW), the mooring scope will have a radius of 180 ft (55 m).",Metocean Buoy
gemini,gemini-1.5-pro,19,C-020,Environmental Mitigation,The Export Cable ROW cannot be moved or expanded beyond the limits of the previously surveyed corridor.,984.0,ft,3.3.4.3,Export Cable Corridor,"If Dominion determines that a change is necessary, the ROW will not be moved or expanded beyond the limits of the previously surveyed 984 ft (300 m) corridor.",Export Cable
gemini,gemini-1.5-pro,19,C-021,Operational Parameter,Pile driving activities will occur during daylight hours only.,,,3.3.4.2,Turbine Foundation Locations,"As approved in the RAP, pile driving activities will occur during daylight hours only, starting approximately 30 minutes after dawn and ending approximately 30 minutes prior to dusk, unless a situation arises where ceasing the pile driving activity would compromise safety (both human health and environmental) and/or the integrity of the Project.",Monopile and Transition Piece Foundation
