model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
gemini,gemini-1.5-pro,26,C-001,Design Specification,Up to 100 WTGs,100.0,,2.1,Lease Area,The Proposed Action includes up to 100 wind turbine generators (WTGs),Wind Turbine Generators
gemini,gemini-1.5-pro,26,C-002,Design Specification,WTG nameplate capacity ranges from 8 to 12 MW,8.0,MW,2.1,Lease Area,ranging in nameplate capacity of 8 to 12 megawatts (MW),Wind Turbine Generators
gemini,gemini-1.5-pro,26,C-003,Design Specification,Minimum total nameplate capacity of 704 MW,704.0,MW,2.1,Lease Area,"sufficient to fulfill, at a minimum, the three existing power purchase agreements (PPAs) (totaling a nameplate capacity of 704 MW)",Wind Turbine Generators
gemini,gemini-1.5-pro,26,C-004,Design Specification,Maximum potential nameplate capacity of 880 MW,880.0,MW,2.1,Lease Area,with a potential nameplate capacity of up to 880 MW,Wind Turbine Generators
gemini,gemini-1.5-pro,26,C-005,Design Specification,1 x 1 nautical mile spacing between WTGs,1.0,nm,2.1,Lease Area,a uniform east-west and north-south grid of 1 × 1-nm spacing between WTGs,Wind Turbine Generators
gemini,gemini-1.5-pro,26,C-006,Design Specification,WTG micrositing allowed within 500 feet of proposed location,500.0,feet,2.1,500 feet from each proposed WTG location,micrositing of WTG foundations may occur within 500 feet from each proposed WTG location,Wind Turbine Generators
gemini,gemini-1.5-pro,26,C-007,Design Specification,Export cables buried below seafloor,,,2.1,OCS and Rhode Island state waters,The Proposed Action includes the burial of offshore export cables below the seafloor in both the OCS and Rhode Island state waters,Submarine export cables
gemini,gemini-1.5-pro,26,C-008,Design Specification,Each OSS has a maximum nominal capacity of 440 MW,440.0,MW,2.1,Offshore Substations,Each OSS has a maximum nominal capacity of 440 MW,Offshore Substations
gemini,gemini-1.5-pro,26,C-009,Safety Standard,Clearance and shutdown zones for pile driving (May to November),,,5.11.5,Around each foundation pile,The clearance and shutdown zones for May to November are defined in the table below (numbers in parentheses are distances for December).,Wind Turbine Generators
gemini,gemini-1.5-pro,26,C-010,Safety Standard,"Minimum visibility of 2,300 meters (May to November) and 4,400 meters (December) required before clearance procedures",2300.0,meters,5.11.5,Area around each foundation pile,"The clearance procedures cannot begin until the lead PSO has determined that there is minimum visibility of at least 2,300 meters from May to November and 4,400 meters in December.",Wind Turbine Generators
gemini,gemini-1.5-pro,26,C-011,Environmental Mitigation,Visual monitoring of the area where noise may exceed 175 dB rms for sea turtles,175.0,dB rms,5.11.5,Area around each foundation pile,"Additionally, the Lessee must visually monitor the full extent of the area where noise may exceed the 175 decibel rms threshold for sea turtles for the full duration of all pile driving activities and for 30 minutes following the cessation of pile driving activities and record all observations in order to ensure that all take that occurs is documented.",Wind Turbine Generators
gemini,gemini-1.5-pro,26,C-012,Design Specification,Project easement for each export cable passes through approximately 13.6 statute miles on the OCS,13.6,statute miles,2,OCS,The requested Project easement for each cable would pass through approximately 13.6 statute miles on the OCS.,Submarine export cables
gemini,gemini-1.5-pro,26,C-013,Design Specification,Export cable passes through approximately 21.8 statute miles of state waters,21.8,statute miles,2,Rhode Island state waters,The remainder of the RWEC would pass through approximately 21.8 statute miles of state waters.,Submarine export cables
gemini,gemini-1.5-pro,26,C-014,Design Specification,Total export cable length is approximately 35.4 statute miles,35.4,statute miles,2,From Lease OCS-A 0486 to shore,"The total length, from Lease OCS-A 0486 to shore, would measure approximately 35.4 statute miles.",Submarine export cables
