model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
gemini,gemini-1.5-pro,23,C-001,Design Specification,Phase 1 will have 41 to 62 WTGs.,,,Appendix B,Phase 1 Lease Area,"Phase 1, which is also known as the Park City Wind Project, would be developed immediately southwest of Vineyard Wind 1 in Lease Area OCS-A 0534. Phase 1 would have a total generating capacity of up to 804 MW and consist of 41 to 62 Wind Turbine Generators (WTGs) and 2 Electrical Service Platforms (ESPs) and a maximum of 2 offshore export cables.",Wind Turbine Generators
gemini,gemini-1.5-pro,23,C-002,Design Specification,Phase 2 will have up to 88 WTGs.,,,Appendix B,Phase 2 Lease Area,"Phase 2, which is also known as the Commonwealth Wind Project, would be developed immediately southwest of Phase 1 in the portion of Lease Area OCS-A 0534 that is not developed as part of Phase 1. Phase 2 would deliver at least 1,232 MW of power and consist of up to 88 WTGs and 3 ESPs and a maximum of 3 offshore export cables.",Wind Turbine Generators
gemini,gemini-1.5-pro,23,C-003,Design Specification,Phase 1 will have 2 ESPs.,2.0,,Appendix B,Phase 1 Lease Area,"Phase 1, which is also known as the Park City Wind Project, would be developed immediately southwest of Vineyard Wind 1 in Lease Area OCS-A 0534. Phase 1 would have a total generating capacity of up to 804 MW and consist of 41 to 62 Wind Turbine Generators (WTGs) and 2 Electrical Service Platforms (ESPs) and a maximum of 2 offshore export cables.",Electrical Service Platforms
gemini,gemini-1.5-pro,23,C-004,Design Specification,Phase 2 will have 3 ESPs.,3.0,,Appendix B,Phase 2 Lease Area,"Phase 2, which is also known as the Commonwealth Wind Project, would be developed immediately southwest of Phase 1 in the portion of Lease Area OCS-A 0534 that is not developed as part of Phase 1. Phase 2 would deliver at least 1,232 MW of power and consist of up to 88 WTGs and 3 ESPs and a maximum of 3 offshore export cables.",Electrical Service Platforms
gemini,gemini-1.5-pro,23,C-005,Design Specification,Phase 1 will have a maximum of 2 export cables.,2.0,,Appendix B,Phase 1 Lease Area,"Phase 1, which is also known as the Park City Wind Project, would be developed immediately southwest of Vineyard Wind 1 in Lease Area OCS-A 0534. Phase 1 would have a total generating capacity of up to 804 MW and consist of 41 to 62 Wind Turbine Generators (WTGs) and 2 Electrical Service Platforms (ESPs) and a maximum of 2 offshore export cables.",Export Cables
gemini,gemini-1.5-pro,23,C-006,Design Specification,Phase 2 will have a maximum of 3 export cables.,3.0,,Appendix B,Phase 2 Lease Area,"Phase 2, which is also known as the Commonwealth Wind Project, would be developed immediately southwest of Phase 1 in the portion of Lease Area OCS-A 0534 that is not developed as part of Phase 1. Phase 2 would deliver at least 1,232 MW of power and consist of up to 88 WTGs and 3 ESPs and a maximum of 3 offshore export cables.",Export Cables
gemini,gemini-1.5-pro,23,C-007,Design Specification,The project will have up to 132 foundations.,132.0,,Appendix B,SWDA,"In total, both phases combined would include up to 132 total foundations for 125 to 129 WTGs and 1 to 5 ESPs to be installed in 130 positions",Foundations
gemini,gemini-1.5-pro,23,C-008,Design Specification,WTG micrositing may occur within 500 feet from each proposed WTG location.,500.0,feet,Appendix B,SWDA,"In accordance with 30 CFR § 585.634(c)(6), micrositing of WTG foundations may occur within 500 feet from each proposed WTG location.",Wind Turbine Generators
gemini,gemini-1.5-pro,23,C-009,Design Specification,"Up to three new or upgraded substations will be installed in Barnstable County, Massachusetts.",3.0,,Appendix B,"Barnstable County, Massachusetts","Onshore electrical cables, grid interconnection cables, and up to three new or upgraded substations would be installed in Barnstable County, Massachusetts.",Substations
gemini,gemini-1.5-pro,23,C-010,Operational Parameter,Vessel operators must reduce speed to 10 knots or less while operating in any Seasonal Management Area (SMA) and Dynamic Management Area (DMA) or Slow Zone for North Atlantic right whales.,10.0,knots,5.11.1,"Seasonal Management Area (SMA), Dynamic Management Area (DMA), and Slow Zone for North Atlantic right whales","Regardless of vessel size, vessel operators must reduce vessel speed to 10 knots (18.5 mph) or less while operating in any Seasonal Management Area (SMA) and Dynamic Management Area (DMA) or Slow Zone for North Atlantic right whales, unless the vessel is operating in a designated DMA or Slow Zone where right whales have not been detected and it is not reasonable to expect the presence of North Atlantic right whales (e.g., Long Island Sound, shallow harbors).",Export Cables
