model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
claude,claude-3-haiku-20240307,25,C-001,Design Specification,The project will have up to 147 wind turbine generators,147.0,,3.1,Lease Area,"The Project would have a capacity of up to 2,400 MW and would consist of up to 147 WTGs in the Lease Area",Wind Turbine Generators
claude,claude-3-haiku-20240307,25,C-002,Design Specification,The project will have up to 5 offshore substation platforms,5.0,,3.1,Lease Area,"The Project would have a capacity of up to 2,400 MW and would consist of up to 5 OSPs and associated export cables.",Offshore Substation Platforms
claude,claude-3-haiku-20240307,25,C-003,Design Specification,The project will have up to 6 offshore export cables within a single export cable corridor,6.0,,3.1,Offshore Export Cable Corridor,"From one (1) or more (no more than five (5)) OSPs within the lease area, up to six (6) offshore export cables (up to four (4) power cables and up to two (2) communications cables) within a single, 1,640 – 2,300-foot wide, offshore export cable corridor (OECC) will travel a total of 124 miles",Offshore Export Cables
claude,claude-3-haiku-20240307,25,C-004,Design Specification,The offshore export cables will travel a total distance of 124 miles,124.0,miles,3.1,Offshore Export Cable Corridor,"From one (1) or more (no more than five (5)) OSPs within the lease area, up to six (6) offshore export cables (up to four (4) power cables and up to two (2) communications cables) within a single, 1,640 – 2,300-foot wide, offshore export cable corridor (OECC) will travel a total of 124 miles",Offshore Export Cables
claude,claude-3-haiku-20240307,25,C-005,Design Specification,"The offshore export cable corridor will be 1,640 to 2,300 feet wide",1640.0,feet,3.1,Offshore Export Cable Corridor,"From one (1) or more (no more than five (5)) OSPs within the lease area, up to six (6) offshore export cables (up to four (4) power cables and up to two (2) communications cables) within a single, 1,640 – 2,300-foot wide, offshore export cable corridor (OECC) will travel a total of 124 miles",Offshore Export Cables
claude,claude-3-haiku-20240307,25,C-006,Design Specification,The project will have 250 miles of inter-array cables,250.0,miles,3.1,Lease Area,"Project 1 will develop the northeastern portion of the lease area and will include up to 85 WTGs connected by 250 miles of IACs to one (1) OSP, and up to three (3) export cables (two (2) power cables and one (1) communications cable) within the OECC to Brayton Point.",Inter-Array Cables
claude,claude-3-haiku-20240307,25,C-007,Design Specification,The wind turbine generators will be arranged in a 1-by-1-nautical mile offset grid pattern,,,3.1,Lease Area,SouthCoast Wind would space WTGs in a 1-by-1-nmi offset grid pattern (east–west-by-north–south- gridded layout).,Wind Turbine Generators
claude,claude-3-haiku-20240307,25,C-008,Design Specification,The onshore export cable will connect the offshore export cables to the existing grid connection point at Brayton Point,,,3.1,Onshore Cable Route,"A new underground 354-kilovolt (kV) transmission line will be constructed to connect the converter station to the existing point of interconnection (POI), the National Grid substation at Brayton Point.",Onshore Export Cable
claude,claude-3-haiku-20240307,25,C-009,Design Specification,Up to two HVDC converter stations will be constructed at the former Brayton Point Power Station site,2.0,,3.1,Brayton Point,"At the site of the former Brayton Point Power Station, up to two high voltage direct current (HVDC) converter stations will be constructed to convert the project's generated power to High Voltage Alternating Current (HVAC).",HVDC Converter Stations
claude,claude-3-haiku-20240307,25,C-010,Environmental Mitigation,"Six wind turbine generators (AZ-47, BA-47, BB-47, BC-47, BF-48, and BF-49) in the northeastern portion of the Lease Area will be eliminated to reduce potential impacts on foraging habitat and wildlife displacement",6.0,,3.1,Northeastern portion of Lease Area,"Under Alternative D, six WTGs (AZ-47, BA-47, BB-47, BC-47, BF-48, and BF-49) would be eliminated in the northeastern portion of the Lease Area to reduce potential impacts on foraging habitat and potential displacement of wildlife from this habitat adjacent to Nantucket Shoals.",Wind Turbine Generators
claude,claude-3-haiku-20240307,25,C-011,Environmental Mitigation,Cable installation in the Sakonnet River will be avoided to minimize impacts on fisheries habitat,,,3.1,Sakonnet River,Routing the Brayton Point offshore export cable onshore to avoid the Sakonnet River could result in slight reductions in impacts on fishers that use the Sakonnet River but the difference in impact would be slight and the same overall moderate to major adverse impacts would result.,Offshore Export Cables
claude,claude-3-haiku-20240307,25,C-012,Design Specification,The number of Falmouth offshore export cables will be reduced from five to three,3.0,,3.1,Falmouth Offshore Export Cable Route,"Reducing the number of Falmouth offshore export cables to three would not meaningfully change the impacts on cables and pipelines because crossings would still be required at this, and other locations within the geographic analysis area.",Offshore Export Cables
claude,claude-3-haiku-20240307,25,C-013,Design Specification,The Falmouth offshore export cables will use ±525kV HVDC cables instead of HVAC cables,,,3.1,Falmouth Offshore Export Cable Route,"To minimize seabed disturbance in the Muskeget Channel, the Falmouth offshore export cable route would use ±525kV HVDC cables connected to an HVDC converter station, instead of HVAC cables connected to offshore substations, and would only use up to 3 offshore export cables, instead of up to 5 offshore export cables.",Offshore Export Cables
claude,claude-3-haiku-20240307,25,C-014,Design Specification,"The project will have a total capacity of up to 2,400 MW",2400.0,MW,3.1,Lease Area,"The Project would have a capacity of up to 2,400 MW and would consist of up to 147 WTGs in the Lease Area",Wind Turbine Generators
claude,claude-3-haiku-20240307,25,C-015,Design Specification,"The project will be developed in two phases, with up to 85 wind turbine generators in each phase",85.0,,3.1,Lease Area,"Project 1 will develop the northeastern portion of the lease area and will include up to 85 WTGs connected by 250 miles of IACs to one (1) OSP, and up to three (3) export cables (two (2) power cables and one (1) communications cable) within the OECC to Brayton Point. Project 2 would develop the remainder of the overall project in the southern portion of the lease area and include up to 85 WTGs connected by 250 miles of IACs to one (1) OSP, and up to three (3) export cables (two (2) power cables and one (1) communications cable) within the OECC to Brayton Point.",Wind Turbine Generators
claude,claude-3-haiku-20240307,25,C-016,Design Specification,The total combined number of wind turbine generators and offshore substation platforms across both project phases will not exceed 149,149.0,,3.1,Lease Area,"As previously stated, the total combined number of WTG and OSP foundations across Project 1 and Project 2 will not exceed 149.",Wind Turbine Generators
claude,claude-3-haiku-20240307,25,C-017,Design Specification,"Scour and cable protection will consist of rock berms, bioactive concrete mattress placement, rock placement, and/or fronded mattresses",,,3.1,Lease Area,"Scour and cable protection will consist of rock berms, bioactive concrete mattress placement, rock placement, and/or fronded mattresses.","COMP-01, COMP-02"
claude,claude-3-haiku-20240307,25,C-018,Operational Parameter,Project vessels must not travel faster than 10 knots while in the Block Island Sound Transit Lane,10.0,knots,4.9,Block Island Sound Transit Lane,"To protect sensitive habitats, vessel speeds for all project vessels shall not exceed 10 knots within the Block Island Sound Transit Lane.",Project Vessels
