model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
claude,claude-3-haiku-20240307,3,C-001,Operational Parameter,Gear oil should be changed when the water content reaches 600 ppm.,600.0,ppm,RP 105,Gearbox,Water ASTM D6304-C|ppm|300 to 600|600,Wind Turbine Gearbox Lubrication System
claude,claude-3-haiku-20240307,3,C-002,Operational Parameter,Gear oil should be changed when the foam content after 10 minutes of settling exceeds 10 ml.,10.0,ml,RP 105,Gearbox,Foam (@10 min settle)|ASTM D892|ml|<10|>10,Wind Turbine Gearbox Lubrication System
claude,claude-3-haiku-20240307,3,C-003,Operational Parameter,Gear oil should be changed when the particulate levels exceed ISO code 18/15.,,,RP 105,Gearbox,Particulate Levels|Cleanliness Code|>4/>6/>14|-/17/14|-18/15,Wind Turbine Gearbox Lubrication System
claude,claude-3-haiku-20240307,3,C-004,Operational Parameter,Gear oil should be changed when the total acid number increases by more than 2.0 mg/g KOH over the new oil value.,2.0,mg/g KOH,RP 105,Gearbox,Total Acid Number|ASTM D664|mg/g KOH|1.5 over new|2.0 over new,Wind Turbine Gearbox Lubrication System
claude,claude-3-haiku-20240307,3,C-005,Operational Parameter,Gear oil should be changed when the viscosity falls outside the range of 288 to 352 mm2/sec (cSt).,288.0,mm2/sec (cSt),RP 105,Gearbox,Viscosity|STM D445|mm2/sec (cSt)|<304 or >336|<288 or >352,Wind Turbine Gearbox Lubrication System
claude,claude-3-haiku-20240307,3,C-006,Operational Parameter,"Gear oil should be changed if any sediment, sludge, or varnish is observed in the oil sample.",,,RP 105,Gearbox,Sediment|Visual in oil sample|||Any|Sludge or Varnish|Visual|N/A|N/A|Early filter replacements,Wind Turbine Gearbox Lubrication System
claude,claude-3-haiku-20240307,3,C-007,Operational Parameter,Gear oil additive and depletion levels should be monitored and changed according to the oil manufacturer's recommendations.,,,RP 105,Gearbox,Additive|ICP or AES oil analysis ASTM||Subject to Oil Mfg|Subject to Oil Mfg|Depletion|D5185 or ASTM D6595||Condemning limits|Condemning limits,Wind Turbine Gearbox Lubrication System
claude,claude-3-haiku-20240307,3,C-008,Design Specification,The maximum allowable particulate contamination level for wind turbine gearboxes is ISO code 20/18/16.,,,RP 106,Gearbox,"Maximum particle contamination levels are specified by gearbox or tur- bine manufacturer, or by in-house specification. Table 17 of ANSI/AGMA/AWEA 6006-A03 [[4]], ( See Table B ), suggests a set of maximum allowable contamination levels for wind turbine gearboxes.",Wind Turbine Gearbox
claude,claude-3-haiku-20240307,3,C-009,Design Specification,The cleanliness level for oil added to the gearbox must be ISO code -/14/11 or better.,,,RP 106,Gearbox,Oil added into gearbox at any location|- / 14 / 11,Wind Turbine Gearbox Lubrication System
claude,claude-3-haiku-20240307,3,C-010,Design Specification,The cleanliness level for bulk oil from the gearbox after factory testing must be ISO code -/15/12 or better.,,,RP 106,Gearbox,Bulk oil from gearbox after factory test at the gearbox manufacturer's facility|- / 15 / 12,Wind Turbine Gearbox Lubrication System
claude,claude-3-haiku-20240307,3,C-011,Design Specification,The cleanliness level for bulk oil from the gearbox after 24-72 hours of commissioning must be ISO code -/15/12 or better.,,,RP 106,Gearbox,Bulk oil from gearbox after having been in service 24 to 72 hours after commissioning of the WTGS (pressure fed systems only)|- / 15 / 12,Wind Turbine Gearbox Lubrication System
claude,claude-3-haiku-20240307,3,C-012,Inspection Requirement,"Wind turbine blades must be inspected every 2 years for cracks, air pockets, delamination, drainage, protective film, erosion, lightning protection, and pitch angle.",,,RP 301,Wind Turbine Blades,"Blade Body|visual evidence of cracks, air pockets, delamination, drainage, protective film and erosion of the leading edge, lightning protection system, spark gap documentation of blade, pitch angle documentation of blade moment balance|*Selected inspections may be needed after environmental incident events. Lightning storms, severe winds, hail, etc.",Wind Turbine Blade
claude,claude-3-haiku-20240307,3,C-013,Inspection Requirement,"Wind turbine blades must be inspected every 2 years for the condition of flow elements, visible profile accuracy, and internal delamination.",,,RP 301,Wind Turbine Blades,"Flow Elements|turbo rills, vortex generators, micro swirl prong bands, gurney flaps||Visible Profile Accuracy|characteristics of the trailing edge, light reflection||Blade Inner|If technically possible, the blade should be checked from the inside. It is important that the area is stable enough. delamination, bars: cracks, finish of web adhesion",Wind Turbine Blade
