model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
gemini,gemini-1.5-pro,4,C-001,Design Specification,Up to 121 WTGs.,121.0,,ES.2,Lease Area,The Project (full build-out) comprises as many as 121 wind turbine generators (WTGs),Wind Turbine Generators
gemini,gemini-1.5-pro,4,C-002,Design Specification,Up to 4 OSSs.,4.0,,ES.2,Lease Area,up to 4 offshore substations (OSSs),Offshore Substations
gemini,gemini-1.5-pro,4,C-003,Design Specification,Up to 4 offshore export cables.,4.0,,ES.2,Lease Area,up to 4 offshore export cables,Offshore Export Cables
gemini,gemini-1.5-pro,4,C-004,Design Specification,1 meteorological tower.,1.0,,ES.2,Lease Area,and 1 meteorological tower (Met Tower),Meteorological Tower
gemini,gemini-1.5-pro,4,C-005,Design Specification,1 nautical mile setback from the Delaware Bay TSS.,1.0,nautical mile,2.1.2,Lease Area,The Proposed Action includes a 1 nautical mile (1.9 kilometer) setback from the traffic separation scheme (TSS) from Delaware Bay,Wind Turbine Generators
gemini,gemini-1.5-pro,4,C-006,Design Specification,WTGs spaced 0.77 nautical miles east-west and 1.02 nautical miles north-south.,0.77,nautical miles,2.1.2.1,Lease Area,with an east-west spacing of 0.77 nautical miles (1.43 kilometers) and a north-south spacing of 1.02 nautical miles (1.89 kilometers).,Wind Turbine Generators
gemini,gemini-1.5-pro,4,C-007,Design Specification,Landfall at 3R’s Beach.,,,ES.4.2,3R’s Beach,Up to four offshore export cables (installed within one Offshore Export Cable Route) would transition to a landfall at 3R’s Beach via horizontal directional drilling (HDD).,Offshore Export Cables
gemini,gemini-1.5-pro,4,C-008,Design Specification,Inshore export cable route within Indian River Bay.,,,ES.4.2,Indian River Bay,"From the landfall, the cables would continue along the Inshore Export Cable Route within Indian River Bay",Inshore Export Cable
gemini,gemini-1.5-pro,4,C-009,Design Specification,Onshore substations adjacent to Indian River substation.,,,ES.4.2,Area adjacent to Indian River substation,to connect to an onshore substation adjacent to the point of interconnection (POI) at the Indian River substation,Onshore Substations
gemini,gemini-1.5-pro,4,C-010,Environmental Mitigation,No in-water work between March 1 and September 30 in Indian River Bay.,,,2.1.2.1,Indian River Bay,"no in-water work (e.g.; cable installation, HDDs, dredging) within Indian River Bay between March 1 and September 30",Offshore Export Cables
gemini,gemini-1.5-pro,4,C-011,Environmental Mitigation,No HDD activities in the Atlantic to the beach landfall from April 15 through September 15.,,,2.1.2.1,Atlantic Ocean to beach landfall,no HDD activities in the Atlantic to the beach landfall from April 15 through September 15,Offshore Export Cables
gemini,gemini-1.5-pro,4,C-012,Design Specification,Towers Beach landfall.,,,ES.4.3,Towers Beach,Alternative C-1 includes the Towers Beach landfall,Onshore Export Cable Routes
gemini,gemini-1.5-pro,4,C-013,Design Specification,Terrestrial Onshore Export Cable Route from Towers Beach to Indian River substation (Route 2).,,,ES.4.3,From Towers Beach to Indian River substation,and a terrestrial Onshore Export Cable Route from the Towers Beach landfall to the Indian River substation (POI) (Onshore Export Cable Route 2).,Onshore Export Cable Routes
gemini,gemini-1.5-pro,4,C-014,Design Specification,3R’s Beach landfall.,,,ES.4.3,3R’s Beach,Alternative C-2 includes the 3R’s Beach landfall,Onshore Export Cable Routes
gemini,gemini-1.5-pro,4,C-015,Design Specification,"Terrestrial Onshore Export Cable Routes from 3R’s Beach landfall to Indian River substation (Routes 1a, 1b, and 1c).",,,ES.4.3,From 3R’s Beach landfall to Indian River substation,"terrestrial Onshore Export Cable Routes from the 3R’s Beach landfall to the Indian River substation would be considered (i.e., Onshore Export Cable Routes 1a, 1b, and 1c).",Onshore Export Cable Routes
gemini,gemini-1.5-pro,4,C-016,Design Specification,No surface occupancy within 14 miles of shore.,14.0,miles,ES.4.4,Within 14 miles of shore,no surface occupancy would occur within 14 miles (22.5 kilometers) of shore,Wind Turbine Generators
gemini,gemini-1.5-pro,4,C-017,Environmental Mitigation,Micrositing of WTGs to avoid areas of concern.,,,ES.4.5,Areas of concern,"Micrositing the WTGs and cables may be necessary to avoid areas of concern (AOCs; i.e., sensitive benthic habitat).",Wind Turbine Generators
gemini,gemini-1.5-pro,4,C-018,Environmental Mitigation,Realignment of offshore export cables to avoid areas of concern.,,,ES.4.5,Areas of concern,realigning of the offshore export cables,Offshore Export Cables
gemini,gemini-1.5-pro,4,C-019,Environmental Mitigation,Relocation of Met Tower to avoid areas of concern.,,,ES.4.5,Areas of concern,and relocation of the Met Tower,Meteorological Tower
gemini,gemini-1.5-pro,4,C-020,Environmental Mitigation,Removal/realignment of inter-array cables to avoid areas of concern.,,,ES.4.5,Areas of concern,removal/realignment of associated inter-array cables (if applicable),Inter-Array Cables
gemini,gemini-1.5-pro,4,C-021,Design Specification,All facilities must be removed 15 feet below the mudline.,15.0,feet,2.1.2.3,All facilities,All facilities would need to be removed 15 feet (4.6 meters) below the mudline,Wind Turbine Generators
gemini,gemini-1.5-pro,4,C-022,Operational Parameter,Complete decommissioning within 2 years of lease termination.,2.0,years,2.1.2.3,Lease Area,US Wind would have to achieve complete decommissioning within 2 years of termination of the lease,Wind Turbine Generators
