model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
claude,claude-3-haiku-20240307,26,C-001,Design Specification,The project will include up to 100 wind turbine generators with a nameplate capacity of 8 to 12 megawatts each,100.0,turbines,2.1,Lease Area OCS-A 0486,"The Proposed Action will construct and install, operate, maintain, and include the eventual decommissioning of a wind energy facility within the Project Design Envelope (PDE) and implementation of applicable environmental protection measures (EPM) as described in the RWF COP (Revolution Wind 2023). The Proposed Action includes up to 100 wind turbine generators (WTGs) ranging in nameplate capacity of 8 to 12 megawatts (MW).",Wind Turbine Generators
claude,claude-3-haiku-20240307,26,C-002,Design Specification,The wind turbines will be arranged in a uniform east-west and north-south grid with 1 x 1 nautical mile spacing between turbines,,,2.1,Lease Area OCS-A 0486,The Proposed Action includes the burial of offshore export cables below the seafloor in both the OCS and Rhode Island state waters and a uniform east-west and north-south grid of 1 × 1-nm spacing between WTGs.,Wind Turbine Generators
claude,claude-3-haiku-20240307,26,C-003,Design Specification,The offshore export cables will be buried below the seafloor in both federal and state waters,,,2.1,Offshore export cable corridor,The Proposed Action includes the burial of offshore export cables below the seafloor in both the OCS and Rhode Island state waters and a uniform east-west and north-south grid of 1 × 1-nm spacing between WTGs.,Offshore Export Cables
claude,claude-3-haiku-20240307,26,C-004,Design Specification,The project will include up to two offshore substations,2.0,substations,2.1,Lease Area OCS-A 0486,"The Proposed Action includes up to two offshore substations, [6] an offshore cable linking the two substations; up to two submarine export cables co-located within a single corridor;",Offshore Substations
claude,claude-3-haiku-20240307,26,C-005,Design Specification,Micrositing of wind turbine foundations may occur within 500 feet of the proposed locations to avoid seafloor hazards,500.0,feet,2.1,Within 500 feet of proposed wind turbine locations,"In accordance with 30 CFR § 585.634(c)(6), micrositing of WTG foundations may occur within 500 feet from each proposed WTG location. WTG micrositing would be performed on a case-by-case basis to avoid significant seafloor hazards such as surface and subsurface boulders (see COP Section 2.2.1.1).",Wind Turbine Generators
claude,claude-3-haiku-20240307,26,C-006,Environmental Mitigation,Project vessels must not travel faster than 10 knots while in the Block Island Sound Transit Lane,10.0,knots,4.1.2,Block Island Sound Transit Lane,"To protect sensitive habitats, vessel speeds for all project vessels shall not exceed 10 knots within the Block Island Sound Transit Lane.",Project Vessels
claude,claude-3-haiku-20240307,26,C-007,Regulatory Requirement,Cable trenching is prohibited within 500 meters of the identified historic shipwreck (No. 551B),500.0,meters,4.1.2,Area within 500 meters of historic shipwreck (No. 551B),"Furthermore, trenching activities are prohibited within 500 meters of the identified historic shipwreck (No. 551B) at all times.",Offshore Export Cables
claude,claude-3-haiku-20240307,26,C-008,Design Specification,The project will have a minimum nameplate capacity of 704 megawatts to fulfill existing power purchase agreements,704.0,megawatts,2.1,Lease Area OCS-A 0486,"The Proposed Action includes up to 100 wind turbine generators (WTGs) ranging in nameplate capacity of 8 to 12 megawatts (MW) sufficient to fulfill, at a minimum, the three existing power purchase agreements (PPAs) (totaling a nameplate capacity of 704 MW) with a potential nameplate capacity of up to 880 MW, the maximum capacity identified in the PDE.",Wind Turbine Generators
claude,claude-3-haiku-20240307,26,C-009,Design Specification,The project may have a maximum nameplate capacity of 880 megawatts,880.0,megawatts,2.1,Lease Area OCS-A 0486,"The Proposed Action includes up to 100 wind turbine generators (WTGs) ranging in nameplate capacity of 8 to 12 megawatts (MW) sufficient to fulfill, at a minimum, the three existing power purchase agreements (PPAs) (totaling a nameplate capacity of 704 MW) with a potential nameplate capacity of up to 880 MW, the maximum capacity identified in the PDE.",Wind Turbine Generators
claude,claude-3-haiku-20240307,26,C-010,Design Specification,Each offshore substation has a maximum nominal capacity of 440 megawatts,440.0,megawatts,2.1,Offshore substations,"Each OSS has a maximum nominal capacity of 440 MW; therefore, two OSSs are required to achieve the PPA obligations of 704 MW.",Offshore Substations
