model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
gemini,gemini-1.5-pro,10,C-001,Operational Parameter,Impact pile driving for WTG and OSS foundations is prohibited from January 1 to April 30.,,,217.264(c)(1),Project Area,Impact pile driving must not occur January 1 through April 30.,Wind Turbine Generator
gemini,gemini-1.5-pro,10,C-002,Operational Parameter,Impact pile driving for WTG and OSS foundations should be avoided in December.,,,217.264(c)(1),Project Area,Impact pile driving must be avoided to the maximum extent practicable in December,Wind Turbine Generator
gemini,gemini-1.5-pro,10,C-003,Design Specification,Monopiles must be no larger than 11 meters in diameter.,11.0,m,217.264(c)(2),Project Area,Monopiles must be no larger than 11 m in diameter,Monopiles
gemini,gemini-1.5-pro,10,C-004,Operational Parameter,"Maximum hammer energy for monopile installation must not exceed 4,000 kilojoules.",4000.0,kilojoules,217.264(c)(2),Project Area,"Hammer energies must not exceed 4,000 kilojoules for monopile installation.",Monopiles
gemini,gemini-1.5-pro,10,C-005,Operational Parameter,No more than two monopiles may be installed per day.,2.0,monopiles/day,217.264(c)(2),Project Area,No more than two monopiles may be installed per day.,Monopiles
gemini,gemini-1.5-pro,10,C-006,Design Specification,Pin piles must be no larger than 5 meters in diameter.,5.0,m,217.264(c)(2),Project Area,Pin piles must be no larger than 5 m in diameter.,Pin Piles
gemini,gemini-1.5-pro,10,C-007,Operational Parameter,"Maximum hammer energy for pin pile installation must not exceed 2,500 kilojoules.",2500.0,kJ,217.264(c)(2),Project Area,"Hammer energies must not exceed 2,500 kJ for pin pile installation.",Pin Piles
gemini,gemini-1.5-pro,10,C-008,Operational Parameter,No more than three pin piles may be installed per day.,3.0,pin piles/day,217.264(c)(2),Project Area,No more than three pin piles may be installed per day.,Pin Piles
gemini,gemini-1.5-pro,10,C-009,Operational Parameter,Impact pile driving may occur during hours of darkness from June 1 to October 31.,,,217.264(c)(3),Project Area,"LOA Holder may initiate impact pile driving during hours of darkness only from June 1 to October 31, annually",Wind Turbine Generator
gemini,gemini-1.5-pro,10,C-010,Operational Parameter,"In May and November (and December with NMFS approval), impact pile driving must be initiated during daylight hours.",,,217.264(c)(4),Project Area,"For the construction months of May and November (as well as December, if approval is granted by NMFS), impact pile driving must only be initiated during daylight hours",Wind Turbine Generator
gemini,gemini-1.5-pro,10,C-011,Operational Parameter,A soft-start protocol must be used for each impact pile driving event.,,,217.264(c)(5),Project Area,LOA Holder must utilize a soft-start protocol for each impact pile driving event of all foundations,Wind Turbine Generator
gemini,gemini-1.5-pro,10,C-012,Operational Parameter,Soft-start must involve 4-6 strikes per minute at 10-20 percent of maximum hammer energy for at least 20 minutes.,,,217.264(c)(5),Project Area,"by performing four to six strikes per minute at 10 to 20 percent of the maximum hammer energy, for a minimum of 20 minutes",Wind Turbine Generator
gemini,gemini-1.5-pro,10,C-013,Operational Parameter,Soft-start must occur at the beginning of impact driving and after any cessation of 30 minutes or longer.,30.0,minutes,217.264(c)(6),Project Area,Soft-start must occur at the beginning of impact driving and at any time following a cessation of impact pile driving of 30 minutes or longer,Wind Turbine Generator
gemini,gemini-1.5-pro,10,C-014,Design Specification,A single bubble curtain must not be used.,,,217.264(c)(9)(i),Around each pile being driven,A single bubble curtain must not be used,Bubble Curtain
gemini,gemini-1.5-pro,10,C-015,Design Specification,Bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m^3/(minute*m).,0.5,m^3/(minute*m),217.264(c)(9)(ii),Around each pile being driven,Any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m [3] /(minute*m).,Bubble Curtain
gemini,gemini-1.5-pro,10,C-016,Design Specification,PAM system components must not be placed closer than 1 km to the pile being driven.,1.0,km,217.264(c)(10),Around each pile being driven,"The PAM system components ( *i.e.,* acoustic buoys) must not be placed closer than 1 km to the pile being driven",Passive Acoustic Monitoring System
gemini,gemini-1.5-pro,10,C-017,Operational Parameter,All vessels must maintain a speed of 10 knots or less within any active North Atlantic right whale Slow Zone.,10.0,kn,217.264(b)(5),North Atlantic right whale Slow Zone,All LOA Holder's vessels must transit at 10 kn or less within any active North Atlantic right whale Slow Zone,Project Vessels
gemini,gemini-1.5-pro,10,C-018,Operational Parameter,Vessels must maintain a minimum separation distance of 500 meters from North Atlantic right whales.,500.0,m,217.264(b)(9),Within the specified geographical region,LOA Holder's vessels must maintain a minimum separation distance of 500 m from North Atlantic right whales.,Project Vessels
