model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
claude,claude-3-haiku-20240307,23,C-001,Design Specification,The project will install between 125 to 129 wind turbine generators,125.0,,Appendix B.1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,The Selected Alternative would allow for up to 130 foundations for the installation of 125 to 129 WTGs and 1 to 5 ESPs within Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501 (collectively the Southern Wind Development Area [SWDA]) offshore Massachusetts.,Wind Turbine Generators
claude,claude-3-haiku-20240307,23,C-002,Design Specification,The project will install between 1 to 5 electrical service platforms,1.0,,Appendix B.1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,The Selected Alternative would allow for up to 130 foundations for the installation of 125 to 129 WTGs and 1 to 5 ESPs within Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501 (collectively the Southern Wind Development Area [SWDA]) offshore Massachusetts.,Electrical Service Platforms
claude,claude-3-haiku-20240307,23,C-003,Design Specification,The project will install up to 5 offshore electrical transmission cables in the offshore export cable corridor,5.0,,Appendix B.1,Offshore Export Cable Corridor,"Five offshore electrical transmission cables, including two for Phase 1 and three for Phase 2, would be installed in an offshore export cable corridor (OECC).",Offshore Export Cables
claude,claude-3-haiku-20240307,23,C-004,Operational Parameter,"The offshore export cables will make landfall in Barnstable County, Massachusetts, with the possibility of a landing site in Bristol County as well",,,Appendix B.1,"Barnstable County and potentially Bristol County, Massachusetts","Intended landing sites for Phase 2 cables would also be in Barnstable County, with the possibility of a landing site in Bristol County as well.",Offshore Export Cables
claude,claude-3-haiku-20240307,23,C-005,Operational Parameter,"The South Coast Variant (SCV) offshore export cable route is a contingency option that could include up to 3 offshore electrical transmission cables for Phase 2 only, with a cable landing site, onshore transmission cable, grid interconnection, and new or upgraded substations in Bristol County, Massachusetts",3.0,,Appendix B.1,South Coast Variant (SCV) offshore export cable route,"The SCV could include up to three offshore electrical transmission cables for Phase 2 only (in lieu of or in addition to the proposed route through Muskeget Channel) with a cable landing site, onshore transmission cable, grid interconnection, and new or upgraded substations in Bristol County, Massachusetts.",Offshore Export Cables
claude,claude-3-haiku-20240307,23,C-006,Design Specification,The minimum nameplate capacity of each wind turbine generator is 16 MW,16.0,MW,Appendix B.1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,This equates to an approximate minimum nameplate capacity of 16 MW per WTG.,Wind Turbine Generators
claude,claude-3-haiku-20240307,23,C-007,Design Specification,The project will install between 41 to 62 wind turbine generators in Phase 1,41.0,,Appendix B.1,Phase 1 of the project within Lease Area OCS-A 0534,Phase 1 would have a total generating capacity of up to 804 MW and consist of 41 to 62 Wind Turbine Generators (WTGs) and 2 Electrical Service Platforms (ESPs) and a maximum of 2 offshore export cables.,Wind Turbine Generators
claude,claude-3-haiku-20240307,23,C-008,Design Specification,Phase 1 will install 2 electrical service platforms,2.0,,Appendix B.1,Phase 1 of the project within Lease Area OCS-A 0534,Phase 1 would have a total generating capacity of up to 804 MW and consist of 41 to 62 Wind Turbine Generators (WTGs) and 2 Electrical Service Platforms (ESPs) and a maximum of 2 offshore export cables.,Electrical Service Platforms
claude,claude-3-haiku-20240307,23,C-009,Design Specification,Phase 1 will install a maximum of 2 offshore export cables,2.0,,Appendix B.1,Phase 1 of the project within Lease Area OCS-A 0534,Phase 1 would have a total generating capacity of up to 804 MW and consist of 41 to 62 Wind Turbine Generators (WTGs) and 2 Electrical Service Platforms (ESPs) and a maximum of 2 offshore export cables.,Offshore Export Cables
claude,claude-3-haiku-20240307,23,C-010,Design Specification,Phase 2 will install up to 88 wind turbine generators,88.0,,Appendix B.1,Phase 2 of the project within Lease Area OCS-A 0534,"Phase 2 would deliver at least 1,232 MW of power and consist of up to 88 WTGs and 3 ESPs and a maximum of 3 offshore export cables.",Wind Turbine Generators
claude,claude-3-haiku-20240307,23,C-011,Design Specification,Phase 2 will install 3 electrical service platforms,3.0,,Appendix B.1,Phase 2 of the project within Lease Area OCS-A 0534,"Phase 2 would deliver at least 1,232 MW of power and consist of up to 88 WTGs and 3 ESPs and a maximum of 3 offshore export cables.",Electrical Service Platforms
