model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
claude,claude-3-haiku-20240307,10,C-001,Design Specification,Monopile foundations must not exceed 11 meters in diameter.,11.0,meters,217.264(c)(2),Entire project area,"Monopiles must be no larger than 11 m in diameter, representing the larger end of the monopile design.",Offshore Substations
claude,claude-3-haiku-20240307,10,C-002,Design Specification,No more than two monopile foundations may be installed per day.,2.0,per day,217.264(c)(2),Entire project area,No more than two monopiles may be installed per day.,Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-003,Design Specification,Pin pile foundations must not exceed 5 meters in diameter.,5.0,meters,217.264(c)(2),Entire project area,Pin piles must be no larger than 5 m in diameter.,Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-004,Design Specification,No more than three pin pile foundations may be installed per day.,3.0,per day,217.264(c)(2),Entire project area,No more than three pin piles may be installed per day.,Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-005,Environmental Mitigation,Impact pile driving is prohibited from January 1 through April 30.,,,217.264(c)(1),Entire project area,Impact pile driving must not occur January 1 through April 30.,Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-006,Environmental Mitigation,"Impact pile driving should be avoided in December, but may occur with prior NMFS approval.",,,217.264(c)(1),Entire project area,"Impact pile driving must be avoided to the maximum extent practicable in December; however, it may occur if necessary to complete the project with prior approval by NMFS.",Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-007,Environmental Mitigation,"Impact pile driving may only occur during daylight hours in May, November, and (if approved) December.",,,217.264(c)(4),Entire project area,"For the construction months of May and November (as well as December, if approval is granted by NMFS), impact pile driving must only be initiated during daylight hours, defined as no later than 1.5 hours prior to civil sunset and no earlier than 1 hour after civil sunrise, and would only be allowed to continue into darkness if stopping operations represents a risk to human health, safety, and/or pile stability.",Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-008,Environmental Mitigation,"Impact pile driving may occur during nighttime hours from June 1 to October 31, if an approved Alternative Monitoring Plan is in place.",,,217.264(c)(3),Entire project area,"LOA Holder may initiate impact pile driving during hours of darkness only from June 1 to October 31, annually, in accordance with a NMFS-approved Alternative Monitoring Plan for Nighttime Pile Driving.",Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-009,Environmental Mitigation,"A soft-start protocol must be used for all impact pile driving, consisting of 4-6 strikes per minute at 10-20% of maximum hammer energy for at least 20 minutes.",,,217.264(c)(5),Entire project area,"LOA Holder must utilize a soft-start protocol for each impact pile driving event of all foundations by performing four to six strikes per minute at 10 to 20 percent of the maximum hammer energy, for a minimum of 20 minutes.",Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-010,Environmental Mitigation,Soft-start procedures must be used at the beginning of impact pile driving and after any cessation of 30 minutes or longer.,,,217.264(c)(6),Entire project area,Soft-start must occur at the beginning of impact driving and at any time following a cessation of impact pile driving of 30 minutes or longer.,Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-011,Environmental Mitigation,At least two functional noise abatement systems that reduce noise levels by at least 10 dB must be used during all impact pile driving.,,,217.264(c)(9),Entire project area,"LOA Holder must deploy at least two functional noise abatement systems that reduce noise levels to the modeled harassment isopleths, assuming 10-dB attenuation, during all impact pile driving.",Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-012,Environmental Mitigation,Bubble curtains used as noise abatement systems must meet specific performance standards.,,,217.264(c)(9),Entire project area,"Any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m^3 /(minute*m). The bubble curtain(s) must surround 100 percent of the piling perimeter throughout the full depth of the water column. The lowest bubble ring must be in contact with the seafloor for the full circumference of the ring, and the weights attached to the bottom ring must ensure 100-percent seafloor contact. No parts of the ring or other objects may prevent full seafloor contact with a bubble curtain ring.",Wind Turbine Generators
claude,claude-3-haiku-20240307,10,C-013,Environmental Mitigation,NMFS-approved passive acoustic monitoring (PAM) systems must be used to detect marine mammals during impact pile driving.,,,217.264(c)(10),Entire project area,"LOA Holder must utilize NMFS-approved PAM systems, as described in paragraph(c)(17) of this section. The PAM system components ( *i.e.,* acoustic buoys) must not be placed closer than 1 km to the pile being driven so that the activities do not mask the PAM system.",Wind Turbine Generators
