model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
gemini,gemini-1.5-pro,20,C-001,Design Specification,WTGs are to be spaced in a 0.93 by 0.75 nautical mile offset grid pattern.,0.93,nautical-mile,3.1,Lease Area,Dominion would space WTGs in a 0.93- by 0.75-nautical-mile offset grid pattern (east–west by northwest by southeast gridded layout).,Wind Turbine Generators
gemini,gemini-1.5-pro,20,C-002,Design Specification,Micrositing of WTGs is allowed up to 500 feet.,500.0,feet,3.1,Lease Area,This configuration would still allow micrositing of WTGs (up to 500 feet) to avoid sensitive cultural resources and marine habitats.,Wind Turbine Generators
gemini,gemini-1.5-pro,20,C-003,Environmental Mitigation,8 WTGs and associated infrastructure are excluded from the Fish Haven area.,8.0,WTGs,3.1,Fish Haven area,"However, under Alternative B, the Fish Haven area located along the northern boundary of the Lease Area would be an exclusion zone (e.g., eight WTGs and associated infrastructure would not be developed or placed in the Fish Haven area).",Wind Turbine Generators
gemini,gemini-1.5-pro,20,C-004,Environmental Mitigation,3 WTGs and associated cables are excluded from the northwest corner of the Lease Area.,3.0,WTGs,3.1,Northwest corner of the Lease Area,"Additionally, three WTGs and associated inter-array cables would be excluded from the northwest corner of the Lease Area to avoid a proposed vessel traffic fairway.",Wind Turbine Generators
gemini,gemini-1.5-pro,20,C-005,Environmental Mitigation,4 WTGs are to be removed within priority sand ridge habitat.,4.0,WTGs,3.1,Priority sand ridge habitat,"However, in addition to avoiding the Fish Haven area and proposed vessel traffic fairway, Alternative C would also avoid sand ridge habitat by a combination of: micrositing WTGs, inter-array cables or OSSs (up to 500 feet); the removal of four WTGs within priority sand ridge habitat, and the relocation of one WTG.",Wind Turbine Generators
gemini,gemini-1.5-pro,20,C-006,Environmental Mitigation,1 WTG is to be relocated to minimize impacts on sand ridge habitat.,1.0,WTG,3.1,Sand ridge habitat,"the removal of four WTGs within priority sand ridge habitat, and the relocation of one WTG.",Wind Turbine Generators
gemini,gemini-1.5-pro,20,C-007,Design Specification,The three OSSs would be placed within the rows of the gridded WTG layout.,,,3.1,Lease Area,The three OSSs would be placed within the rows of the gridded WTG layout.,Offshore Substations
gemini,gemini-1.5-pro,20,C-008,Design Specification,Cable protection is expected where the OEC crosses existing telecommunications cables.,,,5.7.4,Where OEC crosses existing telecommunications cables,Cable protection is currently expected where the OEC crosses existing telecommunications cables.,Export Cables
gemini,gemini-1.5-pro,20,C-009,Environmental Mitigation,Avoid the use of plastics/recycled polyesters/net material for scour and cable protection.,,,5.7.4,Lease Area,"The Lessee must avoid the use of plastics/recycled polyesters/net material (i.e., fronded mattresses), as technically and/or economically feasible or practicable.",Scour Protection
gemini,gemini-1.5-pro,20,C-010,Design Specification,Scour and cable protection materials must consist of natural or engineered stone.,,,5.7.4,Lease Area,"The Lessee must ensure that all materials used for scour and cable protection measures consist of natural or engineered stone that does not inhibit epibenthic growth and provides three- dimensional complexity in height and in interstitial spaces, as technically and/or economically feasible or practicable.",Scour Protection
gemini,gemini-1.5-pro,20,C-011,Design Specification,Cable protection measures should have tapered or sloped edges.,,,5.7.4,Lease Area,Cable protection measures should have tapered or sloped edges to reduce hangs for mobile fishing gear.,Cable Protection
gemini,gemini-1.5-pro,20,C-012,Operational Parameter,Bubble curtains must be used during pile driving.,,,5.12.3,Around each foundation pile,The Lessee must use a bubble curtain during all impact pile driving activities.,Bubble Curtain
gemini,gemini-1.5-pro,20,C-013,Safety Standard,"Minimum of four visual PSOs must be actively observing for marine mammals and sea turtles before, during, and after pile driving.",4.0,PSOs,5.12.4,Around each foundation pile,"At minimum, four visual PSOs must be actively observing for marine mammals and sea turtles before, during, and after pile driving.",Project Vessels
gemini,gemini-1.5-pro,20,C-014,Safety Standard,At least two visual PSOs must be stationed on the pile driving vessel.,2.0,PSOs,5.12.4,On pile driving vessel,"At least two visual PSOs must be stationed on the pile driving vessel and at least two visual PSOs must be stationed on a secondary, PSO-dedicated vessel.",Project Vessels
gemini,gemini-1.5-pro,20,C-015,Safety Standard,"At least two visual PSOs must be stationed on a secondary, PSO-dedicated vessel positioned approximately 3 km from the pile being driven.",2.0,PSOs,5.12.4,On PSO-dedicated vessel approximately 3 km from pile being driven,"At least two visual PSOs must be stationed on a secondary, PSO-dedicated vessel. The dedicated PSO vessel must be positioned approximately 3 km from the pile being driven and circle the pile at a speed of less than 10 kts.",Project Vessels
gemini,gemini-1.5-pro,20,C-016,Safety Standard,The dedicated PSO vessel must circle the pile at a speed of less than 10 kts.,10.0,kts,5.12.4,Around each foundation pile,The dedicated PSO vessel must be positioned approximately 3 km from the pile being driven and circle the pile at a speed of less than 10 kts.,Project Vessels
gemini,gemini-1.5-pro,20,C-017,Safety Standard,Clearance and shutdown zones must be used during pile driving activities.,,,5.12.5,Around each foundation pile,"The Lessee must use visual PSOs and PAM operators to monitor the area around each foundation pile before, during, and after pile driving. The clearance and shutdown zones are defined below.",Foundations
gemini,gemini-1.5-pro,20,C-018,Design Specification,"WTG locations, OSS locations, inter-array, and export cable routes will be microsited to avoid or minimize impacts to steep slopes with gradients greater than or equal to 10 degrees, complex habitat, boulders greater than or equal to 0.5 meters in diameter and confirmed MEC/UXO.",10.0,degrees,5.7.3,Lease Area,"The Lessee must prepare and implement a Micrositing Plan that describes how WTG locations, OSS locations, inter-array, and export cable routes will be microsited to avoid or minimize impacts to steep slopes with gradients greater than or equal to 10 degrees, complex habitat, boulders greater than or equal to 0.5 meters in diameter and confirmed MEC/UXO.",Wind Turbine Generators
gemini,gemini-1.5-pro,20,C-019,Design Specification,The Lessee must not microsite structure locations in a way that narrows any WTG corridors to less than the distance required by Section 3.1.3.,,,5.7.3,WTG corridors,The Lessee must not microsite structure locations in a way that narrows any WTG corridors to less than the distance required by Section 3.1.3.,Wind Turbine Generators
gemini,gemini-1.5-pro,20,C-020,Safety Standard,Clearance and shutdown zones must be established and monitored during HRG surveys.,,,5.13.2,Around the acoustic source,PSOs must establish and monitor the clearance and shutdown zones described below. These zones must be based on the radial distance from the acoustic source and not from the vessel.,Project Vessels
