model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
gemini,gemini-1.5-pro,11,C-001,Design Specification,"The operating capacity of the wind farm will be between 924 MW and 1,034 MW.",924.0,MW,2.0,SRWF,"The proposed Project would allow Sunrise Wind to construct, operate, maintain, and eventually decommission a wind energy facility with an operating capacity ranging between 924 megawatts (MW) and 1,034 MW in scale.",Sunrise Wind Farm
gemini,gemini-1.5-pro,11,C-002,Design Specification,Up to 94 WTGs will be installed.,94.0,,2.0,SRWF,The Project would include up to 94 wind turbine generators (WTGs) at 102 potential locations,Wind Turbine Generators
gemini,gemini-1.5-pro,11,C-003,Design Specification,WTGs will be placed at 102 potential locations.,102.0,,2.0,SRWF,The Project would include up to 94 wind turbine generators (WTGs) at 102 potential locations,Wind Turbine Generators
gemini,gemini-1.5-pro,11,C-004,Design Specification,The export cable will be buried at a target depth of 3 to 7 feet.,3.0,feet,2.2,SRWEC,The SRWEC would be located in federal and New York state waters and would be one 320-kilovolt (kV) DC export cable bundle buried to a target depth of 3 to 7 feet (ft) (1 to 2 meters [m]).,Sunrise Wind Export Cable
gemini,gemini-1.5-pro,11,C-005,Design Specification,The temporary pier will extend approximately 240 feet offshore.,240.0,feet,2.2,Smith Point County Park,The pier would extend approximately 240 feet (73 m) offshore and be approximately 16-feet (4.9-m) wide.,Temporary Pile-Supported Pier
gemini,gemini-1.5-pro,11,C-006,Design Specification,The temporary pier will be approximately 16 feet wide.,16.0,feet,2.2,Smith Point County Park,The pier would extend approximately 240 feet (73 m) offshore and be approximately 16-feet (4.9-m) wide.,Temporary Pile-Supported Pier
gemini,gemini-1.5-pro,11,C-007,Design Specification,Up to 24 production piles will be used for the temporary pier.,24.0,,2.2,Smith Point County Park,it is anticipated that up to 24 production piles would be used.,Temporary Pile-Supported Pier
gemini,gemini-1.5-pro,11,C-008,Design Specification,Production piles will be 14 x 14 inch H-shaped or 16-inch diameter round steel.,14.0,inch,2.2,Smith Point County Park,Production piles would be either a 14 x 14inch (36.5 x 36.5 cm) H-shaped pile or a 16-inch (40.6-cm) diameter round steel pile.,Production Piles
gemini,gemini-1.5-pro,11,C-009,Design Specification,Up to 24 temporary piles may be used.,24.0,,2.2,Smith Point County Park,"In addition, up to 24 temporary piles (of the same size as the production piles) may be used to support the installation of the production piles",Temporary Piles
gemini,gemini-1.5-pro,11,C-010,Design Specification,The Onshore Transmission Cable will cross the Carmans River via HDD.,,,2.2,Carmans River,The Onshore Transmission Cable will cross the Carmans River via HDD.,Onshore Transmission Cable
gemini,gemini-1.5-pro,11,C-011,Design Specification,WTGs will extend up to 787 ft above mean sea level.,787.0,ft,2.2.1,SRWF,Sunrise Wind proposes the installation of up to 94 WTGs within 102 potential positions extending up to 787 ft (240 m) above mean sea level (AMSL).,Wind Turbine Generators
gemini,gemini-1.5-pro,11,C-012,Design Specification,Turbines will be sited in a uniform grid with 1.15 by 1.15-mile spacing.,1.15,mile,2.2.1,SRWF,Turbines would be sited in a uniform east-west/northsouth grid with 1.15 by 1.15-mile (mi) (1 by 1-nautical mile [nm]; 1.85 by 1.85 kilometer [km]) spacing.,Wind Turbine Generators
gemini,gemini-1.5-pro,11,C-013,Design Specification,Sunrise Wind would maintain diagonal lanes between 0.7 and 0.9 mi wide when micrositing foundations.,0.7,mi,2.2.1,SRWF,Sunrise Wind would maintain diagonal lanes between 0.7 and 0.9 mi (0.6 to 0.8 nm; 1.1 and 1.5 km) wide when micrositing foundations.,Wind Turbine Generators
gemini,gemini-1.5-pro,11,C-014,Design Specification,WTG foundations would be 39 ft in diameter at the seabed.,39.0,ft,2.2.1,SRWF,The WTG foundations as proposed in the COP would be 39 ft (12 m) in diameter at the seabed and 23 ft (7 m) in diameter at the sea surface (Sunrise Wind 2022).,Monopile Foundations
gemini,gemini-1.5-pro,11,C-015,Design Specification,WTG foundations would be 23 ft in diameter at the sea surface.,23.0,ft,2.2.1,SRWF,The WTG foundations as proposed in the COP would be 39 ft (12 m) in diameter at the seabed and 23 ft (7 m) in diameter at the sea surface (Sunrise Wind 2022).,Monopile Foundations
