model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
claude,claude-3-haiku-20240307,27,C-001,Design Specification,"The RPS FLiDAR Buoy has a diameter of 15.2 feet (4.6 meters) and weighs 9,480 pounds (4.3 metric tons)",15.2,feet,3.3.1,RPS FLiDAR Buoy,"The RPS FLiDAR Buoy will consist of instrumentation and supporting systems atop a floating moored buoy platform (Figure 3-1). Each floating platform consists of the toroidal shaped, dodecagon hull, mooring chain, clump weight anchors, floats and a pendant marker buoy. The hull consists of hot rolled HA1-grade steel with 10-millimeter (mm), 350-grade steel dividing plates. The hull is powder coated and has 12 zinc anodes installed to protect each hull segment from corrosion. The 5005-grade H34 aluminum superstructure is powder coated and measures 15.2 feet (ft) (4.63 meters [m]) in diameter.",RPS FLiDAR Buoy
claude,claude-3-haiku-20240307,27,C-002,Design Specification,"The vertical profile of the RPS FLiDAR Buoy, including instrumentation, is approximately 15.8 feet (4.8 meters) from the sea surface to the top of the wind generators",15.8,feet,3.3.1,RPS FLiDAR Buoy,"The vertical profile of RPS FLiDAR including instrumentation, will be approximately 15.8 ft (4.8 m) from the sea surface to the top of the D400 wind generators.",RPS FLiDAR Buoy
claude,claude-3-haiku-20240307,27,C-003,Design Specification,The submerged portion of the RPS FLiDAR Buoy hull measures approximately 13.8 feet (4.2 meters) below the sea surface from the waterline to the bottom of the buoy,13.8,feet,3.3.1,RPS FLiDAR Buoy,The submerged portion of the hull would measure approximately 13.8 ft (4.2 m) below the sea surface from the water line to the bottom of the buoy.,RPS FLiDAR Buoy
claude,claude-3-haiku-20240307,27,C-004,Design Specification,The RPS Wave and Met Buoy has a diameter of 8.5 feet (2.6 meters) and a vertical profile of approximately 7.9 feet (2.4 meters) from the sea surface to the top of the buoy,8.5,feet,3.3.2,RPS Wave and Met Buoy,"The RPS Wave and Met Buoy is a 8.5 ft (2.6 m) round buoy that measures directional waves, metoerological conditions at sensor height and sea water temperature (Figure 3-2). The vertical profile of the Wave and Met Buoy will be approximately 7.9 ft (2.4 m) from the sea surface to the top of the buoy.",RPS Wave and Met Buoy
claude,claude-3-haiku-20240307,27,C-005,Design Specification,The submerged portion of the RPS Wave and Met Buoy hull measures approximately 7.9 feet (2.4 meters) below the sea surface from the waterline to the bottom of the buoy,7.9,feet,3.3.2,RPS Wave and Met Buoy,The submerged portion of the buoy hull would measure approximately 7.9 ft (2.4 m) below the sea surface from the waterline to the bottom of the buoy.,RPS Wave and Met Buoy
claude,claude-3-haiku-20240307,27,C-006,Design Specification,"The RPS FLiDAR Buoy weighs 9,480 pounds (4.3 metric tons)",9480.0,pounds,3.3.1,RPS FLiDAR Buoy,"The weight of the entire buoy including all electronics and keel is 9,480 pounds (lbs) (4,300kilograms [kg]) (4.3 metric tons).",RPS FLiDAR Buoy
claude,claude-3-haiku-20240307,27,C-007,Design Specification,"The RPS Wave and Met Buoy weighs 4,409 pounds (2,000 kilograms)",4409.0,pounds,3.3.2,RPS Wave and Met Buoy,"The Wave and Met Buoy weighs 4,409 lbs (2,000 kg).",RPS Wave and Met Buoy
claude,claude-3-haiku-20240307,27,C-008,Operational Parameter,The RPS FLiDAR Buoy is capable of operating at full capacity for up to 10 days on battery power alone in the event of a failure of the key power supply systems,10.0,days,3.3.1.2,RPS FLiDAR Buoy,"In the event of failure of the key power supply systems, the RPS FLiDAR Buoy instrumentation would be capable of operating at full capacity on battery power alone for up to ten days.",RPS FLiDAR Buoy
claude,claude-3-haiku-20240307,27,C-009,Operational Parameter,The RPS Wave and Met Buoy has enough reserve battery capacity to power the buoy in a standard sampling routine for up to two months without being recharged,2.0,months,3.3.2.2,RPS Wave and Met Buoy,When fully charged the batteries have enough reserve capacity to power the buoy in a standard sampling routine for up to two months without being charged.,RPS Wave and Met Buoy
claude,claude-3-haiku-20240307,27,C-010,Operational Parameter,The acoustic release battery pack on the RPS FLiDAR Buoy has a life of over one year,1.0,year,3.3.1.2,RPS FLiDAR Buoy,The acoustic release is powered by an alkaline or lithium battery pack that has a life of at least a year.,RPS FLiDAR Buoy
