model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
claude,claude-3-haiku-20240307,24,C-001,Design Specification,The project will install 125 to 129 wind turbine generators within the lease area,125.0,,Appendix B.1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,The Selected Alternative would allow for up to 130 foundations for the installation of 125 to 129 WTGs and 1 to 5 ESPs within Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501 (collectively the Southern Wind Development Area [SWDA]) offshore Massachusetts.,Wind Turbine Generators
claude,claude-3-haiku-20240307,24,C-002,Design Specification,The project will install 1 to 5 electrical service platforms within the lease area,1.0,,Appendix B.1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,The Selected Alternative would allow for up to 130 foundations for the installation of 125 to 129 WTGs and 1 to 5 ESPs within Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501 (collectively the Southern Wind Development Area [SWDA]) offshore Massachusetts.,Electrical Service Platforms
claude,claude-3-haiku-20240307,24,C-003,Design Specification,"The project will install up to 5 offshore export cables, with 2 cables for Phase 1 and up to 3 cables for Phase 2",5.0,,Appendix B.1,Offshore Export Cable Corridor,"Five offshore electrical transmission cables, including two for Phase 1 and three for Phase 2, would be installed in an offshore export cable corridor (OECC).",Offshore Export Cables
claude,claude-3-haiku-20240307,24,C-004,Operational Parameter,The Phase 1 export cables will be installed in the Eastern OECC in Muskeget Channel,,,Appendix B.1,Eastern OECC in Muskeget Channel,"For Phase 1, two cables would be installed in the Eastern OECC in Muskeget Channel.",Offshore Export Cables
claude,claude-3-haiku-20240307,24,C-005,Operational Parameter,"The Phase 2 export cables may be installed in the Eastern OECC in Muskeget Channel, the Western Variant in Muskeget Channel, and/or the South Coast Variant",,,Appendix B.1,"Eastern OECC in Muskeget Channel, Western Variant in Muskeget Channel, and/or South Coast Variant","For Phase 2, three cables would be installed in various proposed configurations in the Eastern OECC in Muskeget Channel, the Western Variant in Muskeget Channel and/or the South Coast Variant (SCV), which runs to the south and west of Martha's Vineyard, through Rhode Island Sound.",Offshore Export Cables
claude,claude-3-haiku-20240307,24,C-006,Operational Parameter,"The Phase 1 export cables will make landfall in Barnstable County, Massachusetts",,,Appendix B.1,"Barnstable County, Massachusetts","Landing sites for Phase 1 cables would be in Barnstable County, Massachusetts.",Offshore Export Cables
claude,claude-3-haiku-20240307,24,C-007,Operational Parameter,"The Phase 2 export cables will make landfall in Barnstable County, Massachusetts, with the possibility of a landing site in Bristol County",,,Appendix B.1,"Barnstable County, Massachusetts; Bristol County, Massachusetts","Intended landing sites for Phase 2 cables would also be in Barnstable County, with the possibility of a landing site in Bristol County as well.",Offshore Export Cables
claude,claude-3-haiku-20240307,24,C-008,Operational Parameter,The South Coast Variant (SCV) export cable route is a contingency option that may be used for Phase 2 cables,,,Appendix B.1,"South of Martha's Vineyard, through Rhode Island Sound","The SCV could include up to three offshore electrical transmission cables for Phase 2 only (in lieu of or in addition to the proposed route through Muskeget Channel) with a cable landing site, onshore transmission cable, grid interconnection, and new or upgraded substations in Bristol County, Massachusetts.",Offshore Export Cables
claude,claude-3-haiku-20240307,24,C-009,Design Specification,The minimum nameplate capacity of each wind turbine generator is 16 MW,16.0,MW,Appendix B.1,Wind Turbine Generators,This equates to an approximate minimum nameplate capacity of 16 MW per WTG.,Wind Turbine Generators
claude,claude-3-haiku-20240307,24,C-010,Design Specification,"The project will generate at least 2,036 MW and up to 2,600 MW of electricity",2036.0,MW,Appendix B.1,Entire Project,"In total, both phases combined would include up to 132 total foundations for 125 to 129 WTGs and 1 to 5 ESPs to be installed in 130 positions, [9] generating at least 2,036 MW and up to 2,600 MW of electricity to meet existing and potential future offtake demands for New England states.",Wind Turbine Generators
claude,claude-3-haiku-20240307,24,C-011,Design Specification,The project will install up to 132 total foundations for the wind turbine generators and electrical service platforms,132.0,,Appendix B.1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,"In total, both phases combined would include up to 132 total foundations for 125 to 129 WTGs and 1 to 5 ESPs to be installed in 130 positions, [9] generating at least 2,036 MW and up to 2,600 MW of electricity to meet existing and potential future offtake demands for New England states.",Wind Turbine Generators
claude,claude-3-haiku-20240307,24,C-012,Design Specification,The project will install the wind turbine generators and electrical service platforms in 130 positions within the lease area,130.0,,Appendix B.1,Lease Area OCS-A 0534 and potentially a portion of OCS-A 0501,"In total, both phases combined would include up to 132 total foundations for 125 to 129 WTGs and 1 to 5 ESPs to be installed in 130 positions, [9] generating at least 2,036 MW and up to 2,600 MW of electricity to meet existing and potential future offtake demands for New England states.",Wind Turbine Generators
claude,claude-3-haiku-20240307,24,C-013,Design Specification,The wind turbine generators may be microsited up to 500 feet from their proposed locations to avoid seafloor hazards,500.0,feet,Appendix B.1,Within 500 feet of proposed WTG locations,"In accordance with 30 CFR § 585.634(c)(6), micrositing of WTG foundations may occur within 500 feet from each proposed WTG location. WTG micrositing would be performed on a case-by-case basis to avoid significant seafloor hazards such as surface and subsurface boulders (see COP Section 2.2.1.1).",Wind Turbine Generators
