"document_id","chunk_number","model_type","model_name","parsed_successfully","raw_output"
"33",1,"openai","gpt-4o-mini",True,"{
  ""document_metadata"": {
    ""title"": ""www.essgroup.com"",
    ""document_number"": ""30 CFR § 585"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Jurisdictional"",
      ""requirement"": ""The operator must comply with lease stipulations and any applicable laws and regulations."",
      ""scope"": ""Lease compliance during all phases of the project."",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""30 CFR § 585.610(a)(4)"",
      ""related_domains"": [""regulatory compliance"", ""lease management""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""The project design, fabrication, and installation must adhere to applicable standards."",
      ""scope"": ""General structure and project design phase."",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""30 CFR § 585.610(a)(6)"",
      ""related_domains"": [""engineering standards"", ""project design""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Mitigation measures must be implemented to minimize environmental impacts."",
      ""scope"": ""Deployment activities phase."",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""30 CFR § 585.610(a)(8)"",
      ""related_domains"": [""environmental impact assessment"", ""mitigation strategies""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Decommissioning and site clearance procedures must be established and followed."",
      ""scope"": ""Decommissioning phase."",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""30 CFR § 585.610(a)(11)"",
      ""related_domains"": [""decommissioning"", ""site management""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Air quality information must be provided in accordance with applicable regulations."",
      ""scope"": ""Operational phase."",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""30 CFR § 585.610(a)(12) and 585.659"",
      ""related_domains"": [""air quality management"", ""environmental compliance""]
    }
  ],
  ""regulatory_entities"": []
}"
"33",2,"openai","gpt-4o-mini",True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""1.3.1 - 3.1.1"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""Bureau of Ocean Energy Management (BOEM)"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Permitting authority""
    }
  ]
}
```"
"33",3,"openai","gpt-4o-mini",True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""3.1"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Hazard Assessment (§ 585.611(b)(1))"",
      ""scope"": ""General hazard assessment for offshore wind farm projects"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""§ 585.611(b)(1)"",
      ""related_domains"": [""environmental impact assessment"", ""safety""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Water Quality (§ 585.611(b)(2))"",
      ""scope"": ""Water quality assessment for offshore wind farm projects"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""§ 585.611(b)(2)"",
      ""related_domains"": [""water quality"", ""environmental impact assessment""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Benthic Resources (§ 585.611(b)(3-5))"",
      ""scope"": ""Assessment of benthic resources for offshore wind farm projects"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""§ 585.611(b)(3-5)"",
      ""related_domains"": [""benthic ecology"", ""environmental impact assessment""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Fisheries and Essential Fish Habitat (§ 585.611(b)(3-5))"",
      ""scope"": ""Assessment of fisheries and essential fish habitat for offshore wind farm projects"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""§ 585.611(b)(3-5)"",
      ""related_domains"": [""fisheries management"", ""marine ecology""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Marine Mammals and Sea Turtles (§ 585.611(b)(3-5))"",
      ""scope"": ""Assessment of marine mammals and sea turtles for offshore wind farm projects"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""§ 585.611(b)(3-5)"",
      ""related_domains"": [""marine biology"", ""wildlife protection""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Coastal and Marine Birds and Bats (§ 585.611(b)(3-5))"",
      ""scope"": ""Assessment of coastal and marine birds and bats for offshore wind farm projects"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""§ 585.611(b)(3-5)"",
      ""related_domains"": [""avian protection"", ""wildlife management""]
    },
    {
      ""type"": ""Cultural"",
      ""requirement"": ""Archaeological Resources (§ 585.611(b)(6))"",
      ""scope"": ""Assessment of archaeological resources for offshore wind farm projects"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""§ 585.611(b)(6)"",
      ""related_domains"": [""cultural heritage"", ""environmental impact assessment""]
    },
    {
      ""type"": ""Social"",
      ""requirement"": ""Social and Economic Resources (§ 585.611(b)(7))"",
      ""scope"": ""Assessment of social and economic resources for offshore wind farm projects"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""§ 585.611(b)(7)"",
      ""related_domains"": [""socioeconomic impact"", ""community engagement""]
    }
  ],
  ""regulatory_entities"": []
}
```"
"33",4,"openai","gpt-4o-mini",True,"```json
{
  ""document_metadata"": {
    ""title"": ""SAP US Wind Lease OCS-A 0490"",
    ""document_number"": ""May 4, 2020, Revised October 2020"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": []
}
```"
"33",5,"openai","gpt-4o-mini",False,"NO_RELEVANT_DATA_FOUND"
"33",6,"openai","gpt-4o-mini",True,"```json
{
  ""document_metadata"": {
    ""title"": ""Marine Trash and Debris Prevention"",
    ""document_number"": ""3.3.2"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": []
}
```"
"33",7,"openai","gpt-4o-mini",True,"```json
{
  ""document_metadata"": {
    ""title"": ""SAP US Wind Lease OCS-A 0490"",
    ""document_number"": ""SAP US Wind Lease OCS-A 0490"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""Bureau of Ocean Energy Management"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Permitting authority""
    }
  ]
}
```"
"33",8,"openai","gpt-4o-mini",True,"{
  ""document_metadata"": {
    ""title"": ""SAP US Wind Lease OCS-A 0490"",
    ""document_number"": ""Page 4-5"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": []
}"
"33",9,"openai","gpt-4o-mini",True,"```json
{
  ""document_metadata"": {
    ""title"": ""SAP US Wind Lease OCS-A 0490"",
    ""document_number"": ""May 4, 2020, Revised October 2020"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Jurisdictional"",
      ""requirement"": ""US Wind intends to be the sole operator of the metocean buoy in compliance with the stipulations stated in the Lease and described in Section 1.1.4."",
      ""scope"": ""Operational phase"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Lease stipulations"",
      ""related_domains"": [""operational compliance"", ""regulatory oversight""]
    }
  ],
  ""regulatory_entities"": []
}
```"
"33",10,"openai","gpt-4o-mini",True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""US Wind has and will continue to comply with the stipulations in these leases as they relate to the development and approval of this Site Assessment Plan (SAP) and SAP activities."",
      ""scope"": ""Site Assessment Plan (SAP) activities"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Lease issued to US Wind for the Maryland Wind Energy Area"",
      ""related_domains"": [""site assessment"", ""regulatory compliance""]
    },
    {
      ""type"": ""Safety"",
      ""requirement"": ""US Wind also conducted a tribal pre-survey meeting, as specified in the leases prior to conducting SAP survey activities."",
      ""scope"": ""SAP survey activities"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Lease issued to US Wind for the Maryland Wind Energy Area"",
      ""related_domains"": [""safety"", ""tribal consultation""]
    },
    {
      ""type"": ""Safety"",
      ""requirement"": ""consulted with United States Fleet Forces (USFF) N46 and the Fleet Forces Atlantic Exercise Coordination Center (FFAECC), which coordinates all regional military/other agency activities (both sea and air) for the Virginia Capes operating area (VACAPES OPAREA) and ensures events are de-conflicted."",
      ""scope"": ""Virginia Capes operating area (VACAPES OPAREA)"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Consultation with USFF and FFAECC"",
      ""related_domains"": [""safety"", ""military coordination""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""Bureau of Ocean Energy Management (BOEM)"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Permitting authority""
    },
    {
      ""entity_name"": ""United States Fleet Forces (USFF)"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Military coordination and safety oversight""
    }
  ]
}
```"
