"document_id","chunk_number","model_type","model_name","parsed_successfully","raw_output"
"11",1,"gemini","gemini-2.5-pro",False,"NO_RELEVANT_DATA_FOUND"
"11",2,"gemini","gemini-2.5-pro",True,"```json
{
  ""document_metadata"": {
    ""title"": ""AWEA O&M Recommended Practice (RP)"",
    ""document_number"": ""ACKNOWLEDGEMENTS"",
    ""type_of_wind_farm"": ""Unspecified""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""American Wind Energy Association (AWEA)"",
      ""jurisdiction"": ""USA"",
      ""role"": ""Standard setting body""
    },
    {
      ""entity_name"": ""AWEA O&M Committee"",
      ""jurisdiction"": ""USA"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
"11",3,"gemini","gemini-2.5-pro",True,"```json
{
  ""document_metadata"": {
    ""title"": ""Operations and Maintenance Recommended Practices"",
    ""document_number"": ""i, ii"",
    ""type_of_wind_farm"": ""Unspecified""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""American Wind Energy Association"",
      ""jurisdiction"": ""USA"",
      ""role"": ""Standard setting body""
    },
    {
      ""entity_name"": ""Institute of Electrical and Electronic Engineers"",
      ""jurisdiction"": ""International"",
      ""role"": ""Standard setting body""
    },
    {
      ""entity_name"": ""International Electrical Testing Association"",
      ""jurisdiction"": ""International"",
      ""role"": ""Standard setting body""
    },
    {
      ""entity_name"": ""Society for Maintenance and Reliability Professionals"",
      ""jurisdiction"": ""International"",
      ""role"": ""Standard setting body""
    },
    {
      ""entity_name"": ""American Gear Manufacturer’s Association"",
      ""jurisdiction"": ""USA"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
"11",4,"gemini","gemini-2.5-pro",False,"```json
{
  ""document_metadata"": {
    ""title"": ""OCCUPATIONAL SAFETY AND HEALTH NOTICE"",
    ""document_number"": null,
    ""type_of_wind_farm"": ""Unspecified""
  },
  ""regulatory_constraints"": [
    {
      """
"11",5,"gemini","gemini-2.5-pro",True,"```json
{
  ""document_metadata"": {
    ""title"": ""Operations and Maintenance Recommended Practices"",
    ""document_number"": ""iii"",
    ""type_of_wind_farm"": ""Unspecified""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""American Wind Energy Association"",
      ""jurisdiction"": ""USA"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
"11",6,"gemini","gemini-2.5-pro",False,"Error: Gemini query failed: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 2."
"11",7,"gemini","gemini-2.5-pro",True,"```json
{
  ""document_metadata"": {
    ""title"": ""Operations and Maintenance Recommended Practices"",
    ""document_number"": ""iv"",
    ""type_of_wind_farm"": ""Unspecified""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""American Wind Energy Association"",
      ""jurisdiction"": ""USA"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
"11",8,"gemini","gemini-2.5-pro",True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""type_of_wind_farm"": ""Unspecified""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Safety"",
      ""requirement"": ""Any recommended practices, guidance or standards contained in this document should be... used in accordance with... all applicable laws, regulations and recommended practices addressing safety and regulatory compliance (such as OSHA and ANSI requirements)."",
      ""scope"": ""Company operations and maintenance practices"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""OSHA and ANSI requirements"",
      ""related_domains"": [
        ""safety"",
        ""regulatory compliance"",
        ""operations""
      ]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""American Wind Energy Association (AWEA)"",
      ""jurisdiction"": ""USA"",
      ""role"": ""Guidance provider""
    },
    {
      ""entity_name"": ""OSHA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Safety and regulatory compliance""
    },
    {
      ""entity_name"": ""ANSI"",
      ""jurisdiction"": ""USA"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
"11",9,"gemini","gemini-2.5-pro",True,"```json
{
  ""document_metadata"": {
    ""title"": ""Operations and Maintenance Recommended Practices"",
    ""document_number"": ""v"",
    ""type_of_wind_farm"": ""Unspecified""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""American Wind Energy Association"",
      ""jurisdiction"": ""USA"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
"11",10,"gemini","gemini-2.5-pro",True,"```json
{
  ""document_metadata"": {
    ""title"": ""Operations and Maintenance Recommended Practices"",
    ""document_number"": ""version 2013"",
    ""type_of_wind_farm"": ""Unspecified""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""American Wind Energy Association"",
      ""jurisdiction"": ""USA"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
