model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
claude-3-haiku-20240307,,Offshore,4,20,Jurisdictional,BOEM's authority under the Outer Continental Shelf Lands Act (OCSLA) to authorize renewable energy activities on the OCS,Offshore wind farm project,,,Outer Continental Shelf Lands Act (OCSLA),Jurisdictional
claude-3-haiku-20240307,,Offshore,4,20,Jurisdictional,NMFS's issuance of an MMPA incidental take authorization would be a major federal action connected to BOEM's action,Offshore wind farm project,,,Marine Mammal Protection Act (MMPA),"Jurisdictional, Environmental"
claude-3-haiku-20240307,,Offshore,4,20,Technical,The Project will be interconnected to the onshore electric grid by up to four new 230 - 275 kilovolt (kV) export cables,Offshore wind farm project,230,kilovolt (kV),,Technical
claude-3-haiku-20240307,,Offshore,5,20,Jurisdictional,NMFS must render a decision regarding the request for authorization as part of the agency's responsibilities under the MMPA (16 U.S.C. 1371(a)(5)(A)) and its implementing regulations.,Offshore wind project,,,MMPA,Regulatory
claude-3-haiku-20240307,,Offshore,5,20,Jurisdictional,"USACE Baltimore District anticipates requests for authorization of a permit action to be undertaken through authority delegated to the district engineer by 33 CFR 325.8, under Section 10 of the RHA (33 U.S.C. 403) and Section 404 of the CWA (33 U.S.C. 1344).",Offshore wind project,,,RHA and CWA,Regulatory
claude-3-haiku-20240307,,Offshore,5,20,Jurisdictional,"A Section 408 permission will be required pursuant to Section 14 of the RHA (33 U.S.C. 408) for any proposed alterations that could alter, occupy, or use any federally authorized civil works projects.",Offshore wind project,,,RHA,Regulatory
claude-3-haiku-20240307,BOEM-2023-0050,Offshore,8,20,Jurisdictional,"Public comments were received through Regulations.gov on docket number BOEM-2023-0050, via email and mail to a BOEM representative, written comments submitted at in-person meetings and oral comments transcribed during both the in-person and virtual public meetings.",Offshore wind project,,,BOEM,"Environmental, Public Participation"
claude-3-haiku-20240307,BOEM-2023-0050,Offshore,8,20,Jurisdictional,"BOEM received a total of 1,833 comment submissions from federal and state agencies, local governments, non-governmental organizations, and the general public during the comment period.",Offshore wind project,,,BOEM,"Environmental, Public Participation"
claude-3-haiku-20240307,BOEM-2023-0050,Offshore,8,20,Jurisdictional,BOEM assessed and considered all the comments received in preparation of the Final EIS.,Offshore wind project,,,BOEM,"Environmental, Public Participation"
claude-3-haiku-20240307,BOEM-2023-0050,Offshore,8,20,Jurisdictional,"Under NEPA, a reasonable range of alternatives framed by the purpose and need must be developed for analysis for any major federal action.",Offshore wind project,,,NEPA,Environmental
claude-3-haiku-20240307,BOEM-2023-0050,Offshore,8,20,Jurisdictional,"The alternatives should be 'reasonable', which the USDOI has defined as those that are 'technically and economically practical or feasible and meet the purpose and need of the proposed action.'",Offshore wind project,,,USDOI,"Technical, Economic"
claude-3-haiku-20240307,,Offshore,10,20,Spatial,"The Proposed Action includes a 1 nautical mile (1.9 kilometer) setback from the traffic separation scheme (TSS) from Delaware Bay which removes 7 of the 121 WTG positions, resulting in a total of 114 WTGs.",Wind turbine generator (WTG) placement,1,nautical mile,US Wind 2024,"Spatial, Safety"
claude-3-haiku-20240307,,Offshore,28,20,Environmental,"Habitat Areas of Particular Concern (HAPCs) for sand tiger shark, sandbar shark, and summer flounder in the Project area",Project area,,,Figure 3.5.5-2,Environmental
claude-3-haiku-20240307,,Offshore,43,20,Jurisdictional,The Project described in the COP is subject to review and approval by the Bureau of Ocean Energy Management (BOEM) under the Outer Continental Shelf Lands Act (OCSLA).,Offshore wind projects on the Outer Continental Shelf,,,Outer Continental Shelf Lands Act (OCSLA),Jurisdictional
claude-3-haiku-20240307,,Offshore,43,20,Environmental,The Project must comply with the National Pollutant Discharge Elimination System (NPDES) permit requirements.,Offshore wind projects,,,National Pollutant Discharge Elimination System (NPDES),Environmental
claude-3-haiku-20240307,,Offshore,43,20,Environmental,The Project must have an Oil Spill Response Plan (OSRP) to address potential oil spills.,Offshore wind projects,,,,"Environmental, Safety"
claude-3-haiku-20240307,,Offshore,43,20,Environmental,The Project must comply with the Stormwater Pollution Prevention Plan (SWPPP) requirements.,Offshore wind projects,,,Stormwater Pollution Prevention Plan (SWPPP),Environmental
claude-3-haiku-20240307,,Offshore,43,20,Environmental,"The Project must comply with the Spill Prevention, Control, and Countermeasure (SPCC) Plan requirements.",Offshore wind projects,,,"Spill Prevention, Control, and Countermeasure (SPCC) Plan","Environmental, Safety"
claude-3-haiku-20240307,N/A,Offshore,44,20,Spatial,"The Project is designed to be sited 10.1 statute miles (16.2 kilometers) off the coast of Maryland, within the area of Renewable Energy Lease Number OCS-A 0490 (Lease Area).",Offshore wind farm project in Maryland,10.1,statute miles,Energy Policy Act of 2005,"Spatial, Environmental"
claude-3-haiku-20240307,N/A,Offshore,44,20,Technical,"The COP and this Final EIS would be up to 2,200 megawatts (MW) in scale.",Offshore wind farm project in Maryland,2200,megawatts,N/A,Technical
claude-3-haiku-20240307,,Offshore,47,20,Jurisdictional,US Wind has the exclusive right to submit a COP for activities within the Lease Area.,Lease Area,,,Outer Continental Shelf Lands Act (OCSLA),Jurisdictional
claude-3-haiku-20240307,,Offshore,47,20,Technical,"The Project (full build-out) comprises as many as 121 wind turbine generators (WTGs), up to 4 offshore substations (OSSs), up to 4 offshore export cables, and 1 meteorological tower (Met Tower), with a total of up to 123 structures in a gridded array pattern distributed across the Lease Area.",Lease Area,123,structures,"COP, Volume I, Section 1.1.2",Technical
claude-3-haiku-20240307,,Offshore,47,20,Technical,"The offshore export cables are planned to make landfall in Sussex County, Delaware.",Offshore export cables,,,"COP, Volume I, Section 1.1.2",Technical
