model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-reasoner,OCS Guideline 2023-01,Offshore,3,18,Technical,Wind turbine foundations shall be designed to withstand a 100-year return period extreme environmental loading event.,All offshore wind turbine structures on the Outer Continental Shelf,100,year return period,BSEE Structural Design Standards (30 CFR § 585.701),"technical, safety"
deepseek-reasoner,OCS Guideline 2023-01,Offshore,3,18,Environmental,Construction activities must not result in noise levels exceeding 160 dB re 1 µPa (rms) for impact pile driving at a distance of 750 meters from the source.,Offshore pile driving activities during construction,160,dB re 1 µPa (rms),NOAA Fisheries Incidental Harassment Authorization (IHA) Conditions,"environmental, safety"
deepseek-reasoner,OCS Guideline 2023-01,Offshore,3,18,Spatial,Wind farm layouts shall maintain a minimum clearance of 1 nautical mile between any turbine and designated shipping fairways.,Project layout within designated navigation corridors,1,nautical mile,US Coast Guard Navigation Safety Standards,"safety, jurisdictional"
deepseek-reasoner,OCS Guideline 2023-01,Offshore,3,18,Technical,Subsea cables shall comply with the mechanical protection requirements of DNV-ST-0142.,All export and inter-array cables,,,DNV-ST-0142 Standard,technical
deepseek-reasoner,OCS Guideline 2023-01,Offshore,3,18,Safety,All personnel transfer vessels must adhere to the stability criteria outlined in 46 CFR Subchapter S.,Vessels operating within the wind farm lease area,,,46 CFR Subchapter S (USCG),safety
deepseek-reasoner,,Offshore,4,18,Spatial,Wind turbines must be located at least 10 nautical miles from any designated shipping lane,U.S. federal waters,10,nautical miles,BOEM regulations,"Navigation, Safety"
deepseek-reasoner,,Offshore,4,18,Technical,Electrical systems must comply with IEC 61400-24 standards for lightning protection,Offshore wind farm electrical infrastructure,,,International Electrotechnical Commission (IEC),"Technical, Safety"
deepseek-reasoner,,Offshore,4,18,Technical,Wind turbine foundations must be designed to withstand a 50-year return period storm event,Foundation structures,50,years,ISO 19902,"Technical, Safety"
deepseek-reasoner,,Offshore,4,18,Environmental,Construction activities must avoid critical marine mammal habitats during migratory seasons,Offshore construction zones,,,National Marine Fisheries Service (NMFS) guidelines,Environmental
deepseek-reasoner,,Offshore,4,18,Jurisdictional,Projects in state waters must obtain Coastal Zone Management Act (CZMA) consistency certification,State waters,,,Coastal Zone Management Act,Jurisdictional
deepseek-reasoner,,Offshore,4,18,Safety,Personnel transfer vessels must be equipped with automatic identification systems (AIS) and maintain continuous radio communication,Vessels operating within wind farm areas,,,U.S. Coast Guard regulations,Safety
deepseek-reasoner,BOEM 2020-XXX,Offshore,7,18,Spatial,Wind turbines must be spaced at least 1 nautical mile apart in the direction of prevailing winds and 0.5 nautical miles apart in crosswind directions,Atlantic OCS,"[1, 0.5]",nautical miles,BOEM,Technical; Safety
deepseek-reasoner,BOEM 2020-XXX,Offshore,7,18,Environmental,Construction activities must not exceed sound pressure levels of 160 dB re 1 μPa at 1 meter for more than 30 minutes in any hour,Atlantic OCS,"[160, 30]",dB re 1 μPa at 1 meter / minutes,NOAA Fisheries,Environmental; Safety
deepseek-reasoner,BOEM 2020-XXX,Offshore,7,18,Technical,All electrical systems must comply with IEC 61400-24 standards for lightning protection,Atlantic OCS wind farms,,,International Electrotechnical Commission (IEC),Technical; Safety
deepseek-reasoner,BOEM 2020-XXX,Offshore,7,18,Safety,Aircraft warning lights must be installed on all structures exceeding 60 meters above mean sea level with minimum intensity of 2000 candelas,Atlantic OCS,"[60, 2000]",meters / candelas,Federal Aviation Administration (FAA),Safety
deepseek-reasoner,BOEM-2023-001,Offshore,11,18,Spatial,Wind turbine generators shall maintain a minimum clearance of 1.0 nautical mile from established shipping lanes.,U.S. Outer Continental Shelf,1.0,nautical mile,BOEM 30 CFR § 585.657(a)(3),"Navigation Safety, Marine Traffic"
deepseek-reasoner,BOEM-2023-001,Offshore,11,18,Technical,All substations shall comply with the structural design requirements of ASCE/SEI 7-22 Minimum Design Loads and Associated Criteria for Buildings and Other Structures.,Offshore substations,,,BOEM Engineering Guidelines Section 4.2.1,"Structural Engineering, Electrical Infrastructure"
deepseek-reasoner,BOEM-2023-001,Offshore,11,18,Environmental,Underwater noise emissions during pile driving shall not exceed 160 dB re 1 µPa (RMS) at 750 meters from the source.,Construction phase in marine environments,160,dB re 1 µPa (RMS),NMFS Incidental Harassment Authorization Criteria,"Marine Mammal Protection, Acoustic Ecology"
deepseek-reasoner,BOEM-2023-001,Offshore,11,18,Safety,Emergency shutdown systems must initiate turbine blade arrest within 8 seconds of activation command.,Offshore wind turbines,8,seconds,IEC 61400-3-1:2019 Section 9.7.2,"Personnel Safety, System Fail-Safes"
deepseek-reasoner,30 CFR Part 585,Offshore,14,18,Technical,"All electrical systems associated with the project must be designed, installed, and maintained in accordance with the National Electrical Code (NEC), NFPA 70.",Offshore wind facilities within US federal waters,,,BOEM 30 CFR § 585.705,Technical; Safety
deepseek-reasoner,30 CFR Part 585,Offshore,14,18,Environmental,Lessees must conduct pre-construction surveys for marine mammals using qualified observers and passive acoustic monitoring.,Offshore wind lease areas in US federal waters,,,BOEM Lease Stipulation; MMPA Incidental Harassment Authorization,Environmental
deepseek-reasoner,30 CFR Part 585,Offshore,14,18,Spatial,Wind turbine generators must maintain a minimum clearance of 1.0 nautical mile from any charted shipping fairway.,Offshore wind projects in designated shipping lanes,1.0,nautical mile,US Coast Guard Navigation Safety Standards,Spatial; Safety
deepseek-reasoner,30 CFR Part 585,Offshore,14,18,Technical,Foundations must be designed to withstand a 50-year return period extreme environmental load event.,Offshore wind turbine foundations,50,year,International Electrotechnical Commission IEC 61400-3,Technical; Safety
deepseek-reasoner,30 CFR Part 585,Offshore,14,18,Safety,All personnel transfer operations between vessels and offshore structures must comply with the Safety of Life at Sea (SOLAS) Chapter V Regulation 22.,Offshore wind farm construction and operation,,,International Maritime Organization (IMO) SOLAS Convention,Safety
deepseek-reasoner,WFPD-2023-UK,Offshore,17,18,Environmental,Environmental Impact Assessment (EIA) required for projects in marine protected areas,UK marine protected areas,,,Marine Management Organisation (MMO),Environmental
deepseek-reasoner,WFPD-2023-UK,Offshore,17,18,Spatial,Minimum distance of 1 km between any wind turbine and shipping lanes,Offshore wind turbines adjacent to navigation routes,1,km,International Maritime Organization (IMO),"Safety, Navigation"
deepseek-reasoner,WFPD-2023-UK,Offshore,17,18,Technical,Electrical systems must comply with IEC 61400-24 standards for lightning protection,Offshore wind turbine electrical infrastructure,,,Health and Safety Executive (HSE),"Technical, Safety"
