model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,NSW-REG-2023-001,Offshore,4,45,Environmental,Wind turbines must maintain a minimum distance of 500 meters from known marine mammal migration routes.,North Sea offshore wind development zones,500,meters,North Sea Environmental Protection Agency (NSEPA),environmental; wildlife protection
deepseek-chat,NSW-REG-2023-001,Offshore,4,45,Technical,All offshore wind turbine foundations must comply with ISO 19901-4 for structural integrity.,Offshore wind turbine foundations,,,International Organization for Standardization (ISO),technical; safety
deepseek-chat,NSW-REG-2023-001,Offshore,4,45,Spatial,No wind farm may occupy more than 20% of a designated maritime planning area.,North Sea maritime zones,20,percent,North Sea Maritime Authority (NSMA),spatial planning; jurisdictional
deepseek-chat,BOEM-2023-001,Offshore,6,45,Technical,Offshore wind turbines must maintain a minimum clearance of 22 meters above Mean High Water (MHW).,U.S. federal waters,22,meters,Bureau of Ocean Energy Management (BOEM),Safety; Navigation
deepseek-chat,BOEM-2023-001,Offshore,6,45,Technical,Electrical systems must comply with IEC 61400-24 standards for lightning protection.,Offshore wind turbines,,,International Electrotechnical Commission (IEC),Electrical Safety; Technical Compliance
deepseek-chat,NS-OWF-2023-001,Offshore,7,45,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea development zone,25,meters,North Sea Offshore Energy Authority,environmental; structural
deepseek-chat,NS-OWF-2023-001,Offshore,7,45,Technical,Substation platforms must comply with ISO 19901-5 for structural requirements,All offshore installations,,,International Organization for Standardization,technical; safety
deepseek-chat,NOW-REG-2023-001,Offshore,9,45,Environmental,Turbine installations must maintain a minimum clearance of 500 meters from identified marine mammal migration routes.,U.S. federal waters,500,meters,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine ecosystems
deepseek-chat,NOW-REG-2023-001,Offshore,9,45,Technical,All offshore wind turbine foundations must comply with ISO 19902 standards for fixed steel offshore structures.,International waters under ISO jurisdiction,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,OWF-REG-2023,Offshore,13,45,Environmental,All construction activities must cease during marine mammal migration seasons,North Atlantic offshore wind lease areas,,,Bureau of Ocean Energy Management (BOEM),environmental; construction
deepseek-chat,OWF-REG-2023,Offshore,13,45,Technical,Wind turbine foundations must withstand 1-in-50-year extreme wave conditions,All offshore installations,50,years,International Electrotechnical Commission (IEC) 61400-3,structural engineering; safety
deepseek-chat,OWF-REG-2023,Offshore,13,45,Spatial,Minimum 1 nautical mile separation between turbines,Federal waters,1,nautical miles,Federal Aviation Administration (FAA) Advisory Circular 70/7460-1L,aviation safety; layout planning
deepseek-chat,NSW-2023-001,Offshore,25,45,Environmental,All wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea offshore wind projects,1,km,North Sea Wind Consortium (NSWC),environmental; spatial
deepseek-chat,NSW-2023-001,Offshore,25,45,Technical,Offshore wind turbine foundations must comply with ISO 19901-4 for structural integrity.,Offshore wind structures,,,International Organization for Standardization (ISO),technical; safety
deepseek-chat,EWF-2023-001,Offshore,31,45,Environmental,All turbine foundations must avoid designated marine protected areas by at least 5 km.,North Sea offshore wind projects,5,km,Marine Spatial Planning Directive 2023,environmental; spatial
deepseek-chat,EWF-2023-001,Offshore,31,45,Technical,Wind turbines must comply with IEC 61400-3 for offshore structural design.,All offshore wind turbines,,,International Electrotechnical Commission (IEC),technical; safety
deepseek-chat,,Offshore,34,45,Technical,Compliance with IEC 61400-3 standard for design requirements,Offshore wind turbines in U.S. federal waters,,,Bureau of Ocean Energy Management (BOEM),"Technical, Safety"
deepseek-chat,,Offshore,34,45,Safety,Minimum setback distance of 1.2 nautical miles from shipping lanes,Offshore wind farms in U.S. federal waters,1.2,nautical miles,U.S. Coast Guard,"Safety, Navigational"
deepseek-chat,NS-OWF-2023-05,Offshore,36,45,Environmental,Turbine foundations must avoid coral reefs within a 500-meter buffer zone,North Sea Exclusive Economic Zones,500,meters,OSPAR Commission Annex VII,Environmental; Spatial
deepseek-chat,NS-OWF-2023-05,Offshore,36,45,Technical,Substation transformers must comply with IEC 61400-26-1 for reliability testing,All offshore wind projects,,,International Electrotechnical Commission (IEC),Technical; Safety
deepseek-chat,OWF-2023-001,Offshore,38,45,Environmental,All turbine foundations must maintain a minimum clearance of 15 meters from the seabed to protect benthic habitats,North Sea development zones,15,meters,OSPAR Commission Decision 2022/5,environmental; structural design
deepseek-chat,OWF-2023-001,Offshore,38,45,Technical,Substation platforms shall comply with IEC 61400-3 design requirements for offshore wind turbines,All offshore installations,,,International Electrotechnical Commission Standard 61400-3,electrical systems; safety
