model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gpt-4o-mini,,Offshore,2,34,Safety,The Lessee must ensure that vessel operators and crews maintain a vigilant watch for marine mammals and sea turtles and slow down or stop their vessel to avoid striking these protected species.,Operational phase,,,,marine mammal protection; navigational safety
gpt-4o-mini,,Offshore,2,34,Safety,The Lessee must ensure that vessel operators comply with 10 knot (18.5 km/hr) or less speed restrictions in the following circumstances: All vessels operating in any Dynamic Management Area (DMA).,Operational phase,10.0,knots,,marine mammal protection; navigational safety
gpt-4o-mini,,Offshore,2,34,Safety,"The Lessee must ensure that vessel operators comply with 10 knot (18.5 km/hr) or less speed restrictions in the following circumstances: All vessels 19.8 m (65 ft) in length or greater, traveling and operating within the project area and between the staging area/port and the project area from November 1 through April 30.",Operational phase,10.0,knots,,marine mammal protection; navigational safety
gpt-4o-mini,,Offshore,2,34,Safety,"The Lessee must ensure all vessels maintain a separation distance of 500 meters (1,640 ft) or greater from any sighted North Atlantic right whale.",Operational phase,500.0,meters,,marine mammal protection; navigational safety
gpt-4o-mini,1.3.2,Offshore,4,34,Safety,"If underway, any vessel must steer a course away from the North Atlantic right whale at 10 knots (18.5 km/h) or less until the 500 meter (1,640 ft) minimum separation distance has been established.",Operational phase,500.0,meters,,marine wildlife protection; navigational safety
gpt-4o-mini,1.3.2,Offshore,4,34,Safety,"If a North Atlantic right whale is sighted within 100 meters (328 ft) of an underway vessel, the vessel operator must immediately reduce speed and promptly shift the engine to neutral.",Operational phase,100.0,meters,,marine wildlife protection; navigational safety
gpt-4o-mini,1.3.2,Offshore,4,34,Safety,"If a vessel is stationary, the vessel operator must not engage engines until the North Atlantic right whale has moved beyond 100 meters (328 ft).",Operational phase,100.0,meters,,marine wildlife protection; navigational safety
gpt-4o-mini,1.3.2,Offshore,4,34,Safety,The Lessee must ensure all vessels maintain a separation distance of 100 meters (328 ft) or greater from any sighted non-delphinoid cetacean.,Operational phase,100.0,meters,,marine wildlife protection; navigational safety
gpt-4o-mini,1.3.2,Offshore,4,34,Safety,"If any non-delphinoid cetacean is sighted, the vessel underway must reduce speed and shift the engine to neutral, and must not engage the engines until the non-delphinoid cetacean has moved beyond 100 meters (328 ft).",Operational phase,100.0,meters,,marine wildlife protection; navigational safety
gpt-4o-mini,1.3.2,Offshore,4,34,Safety,"If a vessel is stationary, the vessel must not engage engines until the non-delphinoid cetacean has moved beyond 100 meters (328 ft).",Operational phase,100.0,meters,,marine wildlife protection; navigational safety
gpt-4o-mini,1.3.2,Offshore,4,34,Safety,The Lessee must ensure that vessels underway do not divert to approach any delphinoid cetacean and/or pinniped.,Operational phase,,,,marine wildlife protection; navigational safety
gpt-4o-mini,1.3.2,Offshore,4,34,Safety,The Lessee must ensure that all vessels maintain a separation distance of 50 m (164 ft) or greater from any sighted delphinoid cetacean or pinniped.,Operational phase,50.0,meters,,marine wildlife protection; navigational safety
gpt-4o-mini,1.3.2,Offshore,4,34,Safety,"If a delphinoid cetacean and/or pinniped approaches any vessel underway, that vessel must avoid excessive speed or abrupt changes in direction to avoid injury to the delphinoid cetacean and/or pinniped.",Operational phase,,,,marine wildlife protection; navigational safety
gpt-4o-mini,1.6 - 1.8,Offshore,6,34,Environmental,The Lessee must ensure all vessels maintain a separation distance of 50 meters (164 ft) or greater from any sighted sea turtle.,Marine environment around the wind farm site.,50.0,meters,,marine wildlife protection; environmental impact assessment
gpt-4o-mini,1.6 - 1.8,Offshore,6,34,Safety,"The Lessee must ensure that all vessels conducting activity pursuant to the SAP comply with the pile driving and reporting requirements specified in Sections 1.8 and 1.9, except when the safety of the vessel or the safety of life at sea is in question.",Pile driving activities for meteorological tower foundations.,,,,safety regulations; construction practices
gpt-4o-mini,1.6 - 1.8,Offshore,6,34,Safety,The Lessee must not conduct pile driving for a meteorological foundation at any time when lighting or weather conditions prevent visual monitoring of the exclusion zones.,Pile driving activities for meteorological tower foundations.,,,,safety regulations; construction practices
gpt-4o-mini,1.6 - 1.8,Offshore,6,34,Safety,"If the driving of a pile commenced during daylight hours, then the Lessee may complete driving that pile after daylight hours.",Pile driving activities for meteorological tower foundations.,,,,safety regulations; construction practices
gpt-4o-mini,1.6 - 1.8,Offshore,6,34,Safety,"If the Lessee intends to conduct pile driving for a meteorological tower foundation at night or when visual observation is otherwise impaired, the Lessee must submit an alternative monitoring plan detailing the Lessee’s proposed alternative monitoring methodology to the Lessor for approval.",Pile driving activities for meteorological tower foundations.,,,,safety regulations; monitoring practices
gpt-4o-mini,1.6 - 1.8,Offshore,6,34,Environmental,The Lessee must ensure that the exclusion zone for all pile driving for a meteorological tower foundation is monitored by NMFS-approved PSOs around the sound source.,Pile driving activities for meteorological tower foundations.,,,National Marine Fisheries Service (NMFS),marine wildlife protection; environmental monitoring
gpt-4o-mini,1.8.6 to 1.8.10,Offshore,8,34,Safety,PSOs must not work for more than 12 hours in a 24-hour period.,Construction phase,12.0,hours,,worker safety; marine operations
gpt-4o-mini,1.8.6 to 1.8.10,Offshore,8,34,Environmental,The Lessee must ensure that no pile driving activities occur within an active DMA as established by NMFS.,Pile driving activities,,,NMFS,marine mammal protection; environmental impact assessment
gpt-4o-mini,1.8.6 to 1.8.10,Offshore,8,34,Environmental,"The Lessee must ensure the establishment of a default 7 km (22,966 ft) radius exclusion zone for marine mammals and sea turtles around each pile driving site.",Pile driving activities,7.0,km,,marine mammal protection; sea turtle conservation
gpt-4o-mini,1.8.6 to 1.8.10,Offshore,8,34,Technical,The Lessee must submit results to verify the cumulative sound exposure distance for PTS during pile driving activities.,Pile driving activities,,,,acoustic monitoring; marine life impact
gpt-4o-mini,1.8.11,Offshore,10,34,Safety,The Lessee must ensure that visual monitoring of the exclusion zone begins no less than 60 minutes prior to the start of any pile driving operations and continues for at least 60 minutes after pile driving operations cease.,Exclusion zone during pile driving operations,60.0,minutes,Section 1.8.12,marine mammal protection; construction safety
gpt-4o-mini,1.8.11,Offshore,10,34,Safety,The Lessee must ensure that pile driving operations do not begin until the PSO has reported the exclusion zone clear of all marine mammals and sea turtles for at least 60 minutes.,Exclusion zone clearance before pile driving,60.0,minutes,Section 1.8.12,marine mammal protection; construction safety
gpt-4o-mini,1.8.11,Offshore,10,34,Technical,The Lessee must implement a 'soft start' at the beginning of each pile installation.,Pile installation activities,3.0,strikes,Section 1.8.13,marine mammal protection; construction methods
