model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
claude-3-haiku-20240307,,Offshore,3,48,Environmental,Designations of Essential Fish Habitat (EFH) within the project area,Offshore wind farm project area,,,Magnuson-Stevens Fishery Conservation and Management Act,"Environmental, Fisheries"
claude-3-haiku-20240307,,Offshore,3,48,Environmental,"Identification of vulnerable species, life stages, and habitats within the EFH",Offshore wind farm project area,,,Magnuson-Stevens Fishery Conservation and Management Act,"Environmental, Fisheries"
claude-3-haiku-20240307,,Offshore,3,48,Environmental,Identification of Habitat Areas of Particular Concern (HAPC) within the EFH,Offshore wind farm project area,,,Magnuson-Stevens Fishery Conservation and Management Act,"Environmental, Fisheries"
claude-3-haiku-20240307,,Offshore,3,48,Environmental,Identification of prey species within the EFH,Offshore wind farm project area,,,Magnuson-Stevens Fishery Conservation and Management Act,"Environmental, Fisheries"
claude-3-haiku-20240307,,Offshore,3,48,Environmental,Identification of NOAA Trust Resources within the EFH,Offshore wind farm project area,,,Magnuson-Stevens Fishery Conservation and Management Act,"Environmental, Fisheries"
claude-3-haiku-20240307,,Offshore,16,48,Environmental,"Adverse effects may include direct or indirect physical, chemical, or biological alterations of the waters or substrate, as well as the loss of and/or injury to benthic organisms, prey species, their habitat, and other ecosystem components.",Offshore wind farm projects,,,BOEM environmental assessment and EFH consultation,Environmental
claude-3-haiku-20240307,,Offshore,16,48,Environmental,"Given that no sensitive habitats were impacted, and the Project effects were short-term and localized, impacts to EFH were expected to be minimal.",Offshore wind farm projects in the New Jersey Wind Energy Area,,,BOEM environmental assessment and EFH consultation,Environmental
claude-3-haiku-20240307,,Offshore,17,48,Jurisdictional,"BOEM has responsibility as the lead federal agency to initiate an EFH consultation in compliance with the MSFCMA prior to approval, approval with conditions, or disapproval of the COP for the Project.",Offshore wind farm project approval,,,Magnuson-Stevens Fishery Conservation and Management Act (MSFCMA),Environmental
claude-3-haiku-20240307,,Offshore,17,48,Jurisdictional,"BOEM is the lead federal agency for purposes of the EFH consultation. Other co-action agencies include the Bureau of Safety and Environmental Enforcement, and the U.S. Army Corps of Engineers (USACE).",Offshore wind farm project approval,,,,Environmental
claude-3-haiku-20240307,,Offshore,17,48,Jurisdictional,The USACE will adopt this EFH assessment for impacts resulting from the Proposed Action that are relevant to USACE permitting actions under Section 10 of the Rivers and Harbors Act of 1899 (33 USC § 403) and Section 404 of the Clean Water Act (33 USC § 1344).,Offshore wind farm project approval,,,"Rivers and Harbors Act of 1899, Clean Water Act",Environmental
claude-3-haiku-20240307,,Offshore,18,48,Jurisdictional,BOEM is evaluating the potential environmental effects of approval of the COP for the Project by Ocean Wind.,Offshore wind energy facility on the OCS offshore of New Jersey,,,BOEM,Environmental
claude-3-haiku-20240307,,Offshore,22,48,Spatial,"The Oyster Creek IECRC would make landfall on the mainland and then the onshore cable segment would extend to an existing interconnection point at the Oyster Creek substation in Lacey Township, Ocean County, New Jersey.",Onshore cable route for Oyster Creek substation,,,,"Spatial, Environmental"
claude-3-haiku-20240307,,Offshore,22,48,Spatial,"The BL England cable landfall would be located in Ocean City, New Jersey, and the onshore cable segment would extend from the landfall connection across Great Egg Harbor Bay to an interconnection at the BL England substation in Upper Township, Cape May County, New Jersey.",Onshore cable route for BL England substation,,,,"Spatial, Environmental"
claude-3-haiku-20240307,,Offshore,22,48,Technical,"The Project action includes two major components, the turbines and the export cables.",Offshore wind farm components,,,,Technical
claude-3-haiku-20240307,,Offshore,22,48,Technical,"Preliminary layout is available; however, the final design of these components is currently in development and is being evaluated as part of the Environmental Impact Statement (EIS).",Offshore wind farm components,,,,"Technical, Environmental"
claude-3-haiku-20240307,,Offshore,22,48,Technical,WTG size 36 ft (11 m),Wind turbine generator size,36,ft,,Technical
claude-3-haiku-20240307,,Offshore,22,48,Technical,Number of turbines Up to 98,Wind turbine quantity,98,,,Technical
claude-3-haiku-20240307,,Offshore,28,48,Spatial,Onshore export cables would be buried and housed within a single duct bank buried along the onshore export cable route.,Onshore export cable route,50,feet,,Technical
claude-3-haiku-20240307,,Offshore,28,48,Spatial,"Installation of onshore export cable would require up to a 50-foot- (15-meter-) wide construction corridor and up to a 30-foot- (9-meter-) wide permanent easement for the Oyster Creek and BL England cable corridors, excluding landfall locations and cable splice locations.",Onshore export cable route,"[50, 30]","['feet', 'feet']",,Technical
claude-3-haiku-20240307,,Offshore,28,48,Technical,"The duct bank would include six conduits for the power cables, two conduits for fiber optic communications cables, and two conduits for ground continuity conductors.",Onshore export cable route,,,,Technical
claude-3-haiku-20240307,,Offshore,28,48,Temporal,Construction and installation would begin in 2023 and be completed in 2025.,Entire project,,,,Technical
claude-3-haiku-20240307,,Offshore,29,48,Spatial,"The proposed offshore Project elements are on the OCS as defined in the Outer Continental Shelf Lands Act, with the exception of a portion of the export cables within state waters.",Offshore wind farm project area,,,Outer Continental Shelf Lands Act,Jurisdictional
claude-3-haiku-20240307,,Offshore,29,48,Technical,Ocean Wind proposes the installation of up to 98 WTGs extending up to 906 feet (276 meters) above mean lower low water (MLLW).,Wind turbine generators (WTGs),906,feet,,Structural
claude-3-haiku-20240307,,Offshore,29,48,Technical,"Turbines are oriented in a southeast-northwest direction within the 68,450-acre (277 square kilometers [km [2] ]) WFA with 10 open corridors in between of varying width.",Wind farm array (WFA),68450,acres,,Structural
claude-3-haiku-20240307,,Offshore,29,48,Technical,"Corridor width between turbines (southwest-northeast orientation) varies depending on location within the array from 1.15 to 1.61 miles (1 to 1.4 nm, 1.9 to 2.5 km between WTGs).",Spacing between wind turbines,"[1.15, 1.61]",miles,,Structural
