model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gpt-4o-mini,84316,Offshore,1,35,Safety,"A safety zone established under 33 CFR part 147 may also include provisions to restrict, prevent, or control certain activities, including access by vessels or persons to maintain safety of life, property, and the environment.",Safety zone around non-mineral energy resource structures during construction.,500,meters,33 CFR part 147,navigational safety; environmental protection; construction safety
gpt-4o-mini,,Offshore,2,35,Safety,The District Commander is proposing to establish 55 temporary 500-meter safety zones around the construction of 54 wind turbine generators (WTGs) and one offshore substation (OSS).,Construction of 54 WTGs and one OSS on the OCS.,500,meters,Coast Guard rulemaking,navigational safety; construction safety
gpt-4o-mini,,Offshore,2,35,Safety,"Major construction activity could take place for a period lasting approximately 96 hours or more at several locations, sometimes simultaneously.",Construction phase of 54 WTGs and one OSS.,96,hours,Coast Guard rulemaking,construction safety; project management
gpt-4o-mini,Docket Number USCG–2024–0704,Offshore,3,35,Safety,The Coast Guard proposes to establish 55 temporary safety zones around the construction of each facility during the development of the Empire Wind 1 Wind Farm project area.,"Outer Continental Shelf, specifically in the Bureau of Ocean Energy Management Renewable Energy Lease Area OCS–A 0512, approximately 12 nautical miles south of Long Island, NY.",55,zones,33 CFR Part 147,navigational safety; construction safety; environmental protection
gpt-4o-mini,Docket Number USCG–2024–0704,Offshore,3,35,Safety,"When enforced, only attending vessels and vessels with authorization are permitted to enter or remain in the temporary safety zones.",Temporary safety zones during construction phase.,,,33 CFR Part 147,navigational safety; construction safety
gpt-4o-mini,"Vol. 89, No. 204",Offshore,5,35,Safety,"establishment of 55 temporary safety zones through rulemaking is warranted to ensure the safety of life, property, and the project area",the area within 500 meters of the center point of the positions provided in the table below expressed in Degrees (°) Minutes (′) Seconds (″) (DMS) based on North American Datum 1983 (NAD 83),500,meters,33 CFR 147.15,navigational safety; construction safety
gpt-4o-mini,"Vol. 89, No. 204 / Tuesday, October 22, 2024",Offshore,8,35,Safety,The positions of the 55 proposed safety zones are shown on the chartlets below.,Navigational safety zones in the vicinity of commercial shipping vessels and fishing activities.,500,meters,Federal Register,navigational safety; maritime operations
gpt-4o-mini,,Offshore,9,35,Jurisdictional,This proposed rule does not have Tribal implications under Executive Order 13175 because it would not have a substantial direct effect on one or more Indian tribes.,Federal Government and Indian tribes,,,Executive Order 13175,tribal relations; federalism
gpt-4o-mini,,Offshore,9,35,Jurisdictional,We have analyzed this proposed rule under Executive Order 13132 and have determined that it is consistent with the fundamental federalism principles and preemption requirements described in Executive Order 13132.,National Government and States,,,Executive Order 13132,federalism; government relations
gpt-4o-mini,,Offshore,9,35,Environmental,"We have analyzed this proposed rule under Department of Homeland Security Directive 023–01, Rev. 1, associated implementing instructions, and Environmental Planning COMDTINST 5090.1 (series).",Environmental compliance,,,"Department of Homeland Security Directive 023–01, Environmental Planning COMDTINST 5090.1",environmental impact assessment; regulatory compliance
gpt-4o-mini,,Offshore,10,35,Safety,No unauthorized vessel or person would be permitted to enter the safety zone without obtaining permission from the First Coast Guard District Commander or a designated representative.,Safety zone around offshore wind farm operations.,,,First Coast Guard District regulations,navigational safety; maritime operations
gpt-4o-mini,,Offshore,10,35,Safety,Persons or vessels seeking to enter the safety zone must request authorization from the First Coast Guard District Commander or designated representative via VHF–FM channel 16 or by phone.,Safety zone around offshore wind farm operations.,,,First Coast Guard District regulations,navigational safety; maritime operations
gpt-4o-mini,,Offshore,10,35,Safety,"If permission is granted, all persons and vessels shall comply with the instructions of the First Coast Guard District Commander or designated representative.",Safety zone around offshore wind farm operations.,,,First Coast Guard District regulations,navigational safety; maritime operations
gpt-4o-mini,,Offshore,11,35,Safety,The safety zones established would extend to a maximum distance of 500-meters around the OCS facility measured from its center point.,Safety zones around offshore facilities during construction.,500,meters,33 CFR 147.15,navigational safety; maritime safety
gpt-4o-mini,,Offshore,12,35,Safety,Vessels would only be prohibited from the regulated zone during periods of actual construction activity.,Safety zones around OCS facilities during construction activities.,,,U.S. Coast Guard,navigational safety; construction activity
gpt-4o-mini,,Offshore,12,35,Safety,Vessels would also be able to request deviation from this rule to transit through a safety zone.,Safety zones around OCS facilities.,,,U.S. Coast Guard,navigational safety
gpt-4o-mini,"Vol. 89, No. 204",Offshore,13,35,Safety,The area within 500 meters of the center point of the positions provided in the table below is an individual safety zone.,"Empire Wind 1 Wind Farm Project Area, Outer Continental Shelf, Offshore New York and New Jersey, Atlantic Ocean.",500,meters,33 CFR § 147.T01–0704,navigational safety; marine safety
gpt-4o-mini,,Offshore,14,35,Safety,this action is one of a category of actions that do not individually or cumulatively have a significant effect on the human environment.,Establishment of a safety zone around an OCS facility,,,"DHS Instruction Manual 023–01–001–01, Rev. 1",environmental impact assessment; marine safety
gpt-4o-mini,EPA–R10–OAR–2024–0372; FRL–12293–01–R10,Unspecified,19,35,Jurisdictional,"The EPA found a substantially inadequate Washington SIP provision providing affirmative defenses that operate to limit the jurisdiction of the Federal court in an enforcement action related to excess emissions during startup, shutdown, and malfunction (SSM) events.","State of Washington, related to air quality regulations for energy facilities",,,Environmental Protection Agency (EPA),air quality; environmental regulation; energy facility oversight
gpt-4o-mini,,Offshore,20,35,Safety,No vessel may enter or remain in this safety zone except for the following: An attending vessel as defined in 33 CFR 147.20; A vessel authorized by the First Coast Guard District Commander or a designated representative.,Safety zone during active construction or instances which may cause a hazard to navigation.,,,First Coast Guard District Commander,navigational safety
gpt-4o-mini,,Offshore,20,35,Safety,Persons or vessels seeking to enter the safety zone must request authorization from the First Coast Guard District Commander or a designated representative.,Safety zone during active construction or instances which may cause a hazard to navigation.,,,First Coast Guard District Commander,navigational safety
gpt-4o-mini,,Offshore,20,35,Safety,"The section will be effective from March 1, 2025, through 11:59 p.m. on February 29, 2028, but it will only be enforced during active construction or other instances which may cause a hazard to navigation deemed necessary by the First Coast Guard District Commander.",Effective period for safety zones.,,,First Coast Guard District Commander,navigational safety
gpt-4o-mini,FR Doc. 2024–24393,Offshore,21,35,Safety,Violations of this section may be processed in accordance with 33 CFR 140.40 on civil and criminal penalty proceedings.,General enforcement of safety regulations related to marine operations.,,,33 CFR 140.40,navigational safety; enforcement
