model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-pro,,Unspecified,8,11,Safety,"Any recommended practices, guidance or standards contained in this document should be... used in accordance with... all applicable laws, regulations and recommended practices addressing safety and regulatory compliance (such as OSHA and ANSI requirements).",Company operations and maintenance practices,,,OSHA and ANSI requirements,safety; regulatory compliance; operations
gemini-2.5-pro,RP 106,Unspecified,31,11,Technical,Filter efficiency is determined by ISO 16889.,Laboratory testing and rating of full-flow gear oil filters for wind turbines.,,,ISO 16889 [[5]],component specification; maintenance procedures; lubrication systems; quality assurance
gemini-2.5-pro,RP 203,Unspecified,61,11,Safety,high voltage tests should only be performed by a trained generator test technician.,Generator high voltage electrical testing during maintenance.,,,RP 203,personnel qualification; operational safety; electrical maintenance
gemini-2.5-pro,"RP 207, Page 6",Unspecified,79,11,Technical,The IGBTs must be able to cope with high peaks in current and voltage during grid faults.,IGBTs in Doubly-Fed Induction Generator (DFIG) converters,,,RP 207,grid integration; electrical safety; component resilience
gemini-2.5-pro,2,Unspecified,107,11,Technical,Documentation on the hub should include conformity to the manufacturer’s engineering drawings.,"Hub component documentation, Pre-Purchase Audit phase",,,Section 1.2. Pre-Purchase Audit,quality assurance; component integrity; procurement
gemini-2.5-pro,2,Unspecified,107,11,Technical,Immediately following an environmental incident a ground based visual inspection for obvious hub damage should be conducted.,"Hub component, Operational phase, post-environmental incident",,,Section 1.3. Environmental Incident Inspection,operational safety; structural integrity; maintenance
gemini-2.5-pro,1,Unspecified,110,11,Technical,The LP system conforms to its original design and functionality.,"Wind turbine lightning protection (LP) system, during the lifetime of the wind turbine.",,,IEC 61400-24,system integrity; maintenance; lightning protection; operational safety
gemini-2.5-pro,1,Unspecified,110,11,Technical,All parts of the LP system are in good conditions and still capable of protecting the wind turbine with required performance until next scheduled maintenance.,"Wind turbine lightning protection (LP) system, during the lifetime of the wind turbine.",,,IEC 61400-24,system integrity; maintenance; lightning protection; asset management
gemini-2.5-pro,2,Unspecified,180,11,Technical,"Operational data listed in Table A must be collected in order to produce key performance indicators. This includes: MW, Turbine Available, Turbine Online, Turbine Fault Code, Wind Speed, Wind Direction, and Curtailment Events.",Operational phase of wind farm plant and turbines,,,American Wind Energy Association 2013,data collection; performance monitoring; operational reporting
gemini-2.5-pro,"RP 510, Page 6",Unspecified,207,11,Technical,"The wind park must be kept producing in an acceptable range in terms of both MW and MVAR output as defined by any interconnection agreements, ISO curtailments, etc.",Operational phase - Wind park power output,,,"interconnection agreements, ISO curtailments",grid integration; power plant control; operational compliance
