model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-1.5-pro,,Offshore,1,14,Environmental,"Before the U.S. Department of the Interior, BOEM will approve the siting of a facility proposed for a renewable energy project on the Atlantic Outer Continental Shelf (OCS), a lessee must submit the results of its site characterization surveys to BOEM with its Site Assessment Plan (SAP), Construction and Operations Plan (COP), or General Activities Plan (GAP).",Atlantic Outer Continental Shelf (OCS),,,30 CFR Part 585 Subpart F,marine mammal surveys; sea turtle surveys; environmental impact assessment
gemini-1.5-pro,2,Offshore,3,14,Environmental,"a plan (SAP, COP, or GAP) must describe biological, social, and economic resource information potentially affected by activities proposed in the SAP, COP, or GAP","SAP, COP, or GAP",,,"30 CFR 585.610(b)(5), 585.611(a),(b)(3), (5) and (7); COP – 30 CFR 585.626(a)(3), 585.627(a)(3), (5), and (7); and GAP – 30 CFR 585.645(a)(5), 585.646(c), (e) and (g)",environmental impact assessment; socioeconomic impact assessment
gemini-1.5-pro,2,Offshore,3,14,Environmental,"Any SAP, COP, or GAP must also demonstrate that activities proposed in the plan will be conducted in a manner that does not cause undue harm or damage to natural resources, wildlife, property, the marine, coastal, or human environment","SAP, COP, or GAP",,,30 CFR 585.606(a)(4) (SAP); 585.621(d) (COP); 585.641(d) (GAP),environmental protection; wildlife protection
gemini-1.5-pro,2,Offshore,3,14,Environmental,"applicants must submit with SAPs and COPs “proposed measures for avoiding, minimizing, reducing, eliminating, and monitoring environmental impacts.”",SAPs and COPs,,,30 CFR 585.610(a)(8) (SAP) and 30 CFR 585.626(b)(15) (COP),environmental mitigation; environmental monitoring
gemini-1.5-pro,3,Offshore,5,14,Environmental,"The lessee should include in their survey plan a description of the mitigation measures that will be followed to avoid or minimize adverse effects, including any potential incidental take, and environmental impacts to critical habitat as designated under the ESA.",Survey activities within the lease area,,,"30 CFR 585.626(b)(15), 30 CFR 585.801 and 30 CFR 585.803",environmental impact assessment; protected species; habitat conservation
gemini-1.5-pro,3,Offshore,5,14,Technical,Lessees or grantees must comply with the terms of their lease or grant.,Lease or grant area,,,Lease or grant agreement,lease compliance; permitting
gemini-1.5-pro,4,Offshore,7,14,Environmental,"In accordance with the requirements to monitor environmental impacts (see 30 CFR 585.610(a)(8) (SAP) and 30 CFR 585.626(b)(15) (COP)), BOEM may require a lessee to conduct post-construction surveys to assess impacts of operations on a species as a condition of SAP or COP approval.",Post-construction monitoring of offshore wind farms,,,30 CFR 585.610(a)(8) (SAP) and 30 CFR 585.626(b)(15) (COP),environmental impact assessment; marine mammal protection; sea turtle protection
gemini-1.5-pro,4,Offshore,7,14,Environmental,"The marine mammal and sea turtle survey plan should include, but is not limited to, a description of the geographic area to be surveyed, issues to be investigated, hypotheses, assumptions, data collection techniques, standards, résumés of Protected Species Observers (PSOs) (to be forwarded for NMFS approval), analytical and statistical techniques, and measures to ensure quality control.",Marine mammal and sea turtle survey plans for offshore wind farms,,,,environmental impact assessment; marine mammal protection; sea turtle protection; survey methodology
gemini-1.5-pro,4,Offshore,7,14,Environmental,"For proposed actions that may impact these resources, the information submitted to BOEM must be commensurate to assess and monitor the level of impact anticipated to occur at any particular phase of lease development.",Environmental impact assessment for offshore wind farm lease development,,,,environmental impact assessment
gemini-1.5-pro,5,Offshore,9,14,Environmental,"The lessee’s PSOs have been (1) trained in the shipboard identification and behavior of protected species, and (2) approved by NMFS.",Personnel training for offshore wind lease operators,,,BOEM requirement for all commercial wind leases,protected species observation; personnel training
