model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,OWED-2023-001,Offshore,3,47,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,All offshore wind projects in U.S. federal waters,500,meters,Bureau of Ocean Energy Management (BOEM),Environmental impact; Wildlife protection
deepseek-chat,OWED-2023-001,Offshore,3,47,Technical,All offshore wind turbine foundations must comply with ISO 19901-4 for structural integrity.,Global offshore wind installations,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,OWED-2023-001,Offshore,3,47,Safety,Emergency response vessels must be stationed within 30 minutes of turbine locations during construction.,North Sea offshore wind farms,30,minutes,European Maritime Safety Agency (EMSA),Worker safety; Emergency preparedness
deepseek-chat,NSOW-REG-2023-0042,Offshore,8,47,Environmental,Turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine mammal passage,North Sea Exclusive Economic Zones,25,meters,OSPAR Commission Decision 2022/17,environmental; structural design
deepseek-chat,NSOW-REG-2023-0042,Offshore,8,47,Technical,All electrical systems shall comply with IEC 61400-24 for lightning protection,All offshore wind installations,,,International Electrotechnical Commission,electrical engineering; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,8,47,Spatial,Minimum 1 nautical mile separation between turbine arrays in designated shipping lanes,Designated transit corridors in German Bight,1,nautical miles,German Federal Maritime and Hydrographic Agency,navigation safety; project layout
deepseek-chat,NS-OWF-2023-001,Offshore,11,47,Environmental,All wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Spatial planning
deepseek-chat,NS-OWF-2023-001,Offshore,11,47,Technical,Substation platforms must comply with ISO 19901-4 for structural design.,All offshore wind farm substations,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,30 CFR Part 585,Offshore,24,47,Environmental,Projects must conduct an Environmental Impact Assessment (EIA) before construction.,U.S. Outer Continental Shelf,,,BOEM 30 CFR § 585.601,environmental; permitting
deepseek-chat,30 CFR Part 585,Offshore,24,47,Technical,Wind turbine foundations must withstand a 1-in-50-year extreme wave event.,Offshore wind structures in the Atlantic OCS,50,years,BOEM Engineering Standards,structural engineering; safety
deepseek-chat,30 CFR Part 585,Offshore,24,47,Safety,All personnel must undergo Basic Safety Training (BST) per ISO 14001 standards.,Offshore wind operations globally,,,ISO 14001,workforce safety; compliance
