model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
claude-3-haiku-20240307,"§ 285.421, § 285.433",Offshore,185,10,Jurisdictional,"If BSEE orders a suspension, your payments will be waived during the suspension period.",Offshore wind farm projects,,,§ 285.417,Jurisdictional
claude-3-haiku-20240307,"§ 285.421, § 285.433",Offshore,185,10,Jurisdictional,"A suspension will be in effect for the period specified by BSEE. If BSEE determines that the circumstances giving rise to a suspension ordered under § 285.417 cannot be resolved within 5 years, the Secretary may initiate cancellation of the lease or grant.",Offshore wind farm projects,,,§ 285.421,Jurisdictional
claude-3-haiku-20240307,"§ 285.421, § 285.433",Offshore,185,10,Jurisdictional,"Within 2 years following termination of a lease or grant, you must remove or dispose of all facilities, installations, and other devices permanently or temporarily attached to the seabed on the OCS in accordance with your Plan approved by BOEM.",Offshore wind farm projects,,,§ 285.433,Jurisdictional
claude-3-haiku-20240307,,Offshore,197,10,Technical,"All studies pertinent to facility design or installation, e.g., oceanographic and soil reports including the results of the surveys required in §§ 585.610(b), 585.627(a), or 585.645(a) of this title.",Offshore wind farm facility design and installation,,,"§ 585.610(b), § 585.627(a), or § 585.645(a)",Technical
claude-3-haiku-20240307,,Offshore,197,10,Technical,"Loads imposed by jacket, decks, production components, foundations, foundation pilings and templates, and anchoring systems, and mooring or tethering systems.",Offshore wind farm facility design,,,,Technical
claude-3-haiku-20240307,,Offshore,197,10,Technical,A list of all data from borings and recommended design parameters.,Offshore wind farm geotechnical report,,,,Technical
claude-3-haiku-20240307,,Offshore,197,10,Technical,"The design of this structure has been certified by a CVA to be in accordance with accepted engineering practices and the approved SAP, GAP, or COP as appropriate.",Offshore wind farm facility design,,,,Technical
claude-3-haiku-20240307,,Offshore,197,10,Technical,The certified design and as-built plans and specifications will be on file at (given location).,Offshore wind farm facility design and construction,,,,Technical
claude-3-haiku-20240307,,Offshore,197,10,Technical,"The design must also consider foundations, foundation pilings and templates, and anchoring systems; and mooring or tethering systems.",Offshore wind farm floating facility design,,,,Technical
claude-3-haiku-20240307,,Offshore,197,10,Safety,"The design must meet the requirements of the U.S. Coast Guard for structural integrity and stability (e.g., verification of center of gravity).",Offshore wind farm floating facility design,,,,Safety
