model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-flash,Volume I 1-12,Offshore,48,5,Jurisdictional,"The Lessee (US Wind) must make all rent payments to the Lessor in accordance with applicable regulations in 30 CFR Park 585, unless otherwise specified in Addendum B.",All rent payments related to the lease agreement for the Maryland Offshore Wind Project.,,,30 CFR Part 585,financial compliance; lease administration
gemini-2.5-flash,Volume I 1-12,Offshore,48,5,Jurisdictional,"The Lessee must make all operating fee payments to the Lessor in accordance with applicable regulations in 30 CFR Part 585, as specified in Addendum B.",All operating fee payments related to the lease agreement for the Maryland Offshore Wind Project.,,,30 CFR Part 585,financial compliance; lease administration
gemini-2.5-flash,Volume I 1-12,Offshore,48,5,Jurisdictional,"The Lessee may conduct those activities described in Addendum A only in accordance with a SAP or COP approved by the Lessor. The Lessee may not deviate from an approved SAP or COP, except as provided in applicable regulations in 30 CFR Part 585.","Activities described in Addendum A for the Maryland Offshore Wind Project, including planning, construction, and operations.",,,"Lessor (BOEM), 30 CFR Part 585",project planning; construction management; operational compliance; regulatory approval
gemini-2.5-flash,2-13,Offshore,63,5,Technical,The location is specifically sited within four rotor-diameters of the adjacent WTG to comply with measurement siting guidance in the International Electrotechnical Commission (IEC) standard 61400-12-1 [25].,Met Tower siting for WTG power performance tests,4.0,rotor-diameters,International Electrotechnical Commission (IEC) standard 61400-12-1 [25],technical measurement; performance testing; turbine design
gemini-2.5-flash,,Offshore,64,5,Technical,Met Tower locations must comply with the siting guidance of IEC standard 61400-12-1 to be suitable for planned performance testing.,Met Tower locations for wind farm performance testing,,,IEC standard 61400-12-1,performance testing; site assessment; technical standards
gemini-2.5-flash,Volume I 2-15,Offshore,66,5,Jurisdictional,Met Tower locations must be approved by BOEM.,"Met Tower locations, planning phase",,,BOEM (Bureau of Ocean Energy Management),permitting; site assessment; spatial planning
gemini-2.5-flash,Volume I 2-16,Offshore,68,5,Safety,"The mast and the platform deck will be equipped with the necessary and proper safety lighting, markings, and signal equipment.",Met Tower (mast and platform deck),,,"Implied by regulatory requirements for aviation and navigation safety, subject to USCG review and approval as referenced in Volume II, Section 16.3 and Appendix II-K2.",navigational safety; aviation safety
gemini-2.5-flash,,Offshore,84,5,Jurisdictional,US Wind shall only own and operate its own new substations within the fence line.,US Wind's new substations; within the fence line of the substations.,,,,asset ownership; operational control; interconnection agreements; jurisdictional boundaries
gemini-2.5-flash,2-34,Offshore,87,5,Spatial,"The sites are zoned Commercial Marine which is designated for the commercial fishing industry and “commercial, industrial and recreational uses which of necessity must be located in close proximity to waterfront areas”.","Proposed O&M Facility location (12933 Harbor Road and 12929 Harbor Road) in West Ocean City, Maryland",,,Worcester County zoning regulations,land use planning; zoning; site selection
gemini-2.5-flash,Volume I 3-13,Offshore,107,5,Environmental,Land side operations will be in existing parking areas or other already developed areas such as access roads to avoid impacts to sensitive coastal habitats.,Land side HDD operations,,,Maryland Offshore Wind Project Construction and Operations Plan,environmental protection; habitat preservation; land use planning
gemini-2.5-flash,,Offshore,110,5,Safety,Any structures installed in Indian River Bay will be marked and lighted as required in accordance with safety of navigation regulations.,Structures installed in Indian River Bay,,,safety of navigation regulations,navigational safety
gemini-2.5-flash,3.6.3,Offshore,114,5,Technical,"cable to target depths of approximately 1 to 3 m (3.3 – 9.8 ft), not more than 4 m (13.1 ft).",Offshore export cable burial,"[1, 3, 4]",m,,cable installation; subsea infrastructure; navigational safety; environmental protection
gemini-2.5-flash,[31],Offshore,117,5,Environmental,The construction and dredging window for cable installation operations is restricted to October 1-February 28.,Cable installation and dredging operations in Indian River Bay.,,,"DNREC’s Environmental Review received December 21, 2023 [31]",environmental protection; construction scheduling; dredging operations
gemini-2.5-flash,3.6.3.2,Offshore,119,5,Technical,The duct banks would be buried such that the top of the bank is a minimum of 91 cm (36 in) below grade.,Onshore export cable duct banks during construction/installation,91,cm,Document Section 3.6.3.2,civil engineering; cable installation; groundworks; infrastructure design
gemini-2.5-flash,3-25,Offshore,122,5,Technical,"US Wind plans to bury inter-array cables between 1 to 2 m (3.3 - 6.6 ft), but no more than 4 m (13.1 ft).",Inter-array cables during installation and burial,"[1, 2, 4]",m,Maryland Offshore Wind Project Revised June 2024 Construction and Operations Plan │Volume I,cable installation; subsea infrastructure; cable protection; engineering standards
gemini-2.5-flash,Volume I 3-27 to 3-28,Offshore,124,5,Jurisdictional,"US Wind will comply with the Jones Act, as applicable.",Domestic maritime transport of WTG components for offshore wind projects within US waters.,,,Jones Act,maritime law; vessel flagging; logistics; supply chain
gemini-2.5-flash,Volume I 6-1,Offshore,135,5,Safety,"The local operations and maintenance team will have the appropriate training to execute the maintenance scope of the Project including required safety training for marine, WTG, and electrical systems. Personnel will be trained and deemed competent for performance of maintenance operations on the WTGs, OSS, and supporting equipment.","Operational phase, maintenance personnel for WTGs, OSS, and supporting equipment of the Maryland Offshore Wind Project.",,,"Project internal requirement, subject to regulatory oversight (implied by context of 'required safety training' and 'deemed competent').",personnel training; operational safety; electrical safety; marine safety; competency assessment
gemini-2.5-flash,8-7,Offshore,155,5,Environmental,"Any work performed in a tidal wetland or floodplain 5,000 square feet or more of impacts to tidal wetlands requires a Joint Federal/State Application for the Alteration of Any Tidal Wetland in Maryland (JPA).",work performed in a tidal wetland or floodplain,5000,square feet,Environment Article Title 16; COMAR 26.24,environmental impact assessment; wetlands protection; permitting
gemini-2.5-flash,8-7,Offshore,155,5,Environmental,Discharge to navigable waters of the State requires Water Quality Certification.,discharge to navigable waters of the State,,,"Section 401 of the Clean Water Act, and COMAR Title 26, Part 2, Subtitle 08",water quality; environmental protection; permitting
