model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gpt-4o-mini,6.1,Offshore,3,42,Environmental,"Avoiding Sensitive, Benthic Habitat Protocol","Sensitive, Benthic Habitat",,,,environmental impact assessment; benthic habitat protection
gpt-4o-mini,,Offshore,7,42,Environmental,Federal agencies are required to consult with the National Marine Fisheries Service (NMFS) on any action that may result in adverse effects to EFH.,Outer Continental Shelf (OCS) of the Gulf of Mexico,,,"Magnuson-Stevens Fishery Conservation and Management Act (MSA), Section 305(b)(2)",environmental impact assessment; marine biology; fisheries management
gpt-4o-mini,,Offshore,7,42,Environmental,The final EFH rules define an adverse effect as 'any impact which reduces quality and/or quantity of EFH.',General definition applicable to all proposed actions affecting EFH,,,50 CFR §§ 600.805 to 600.930,environmental impact assessment; marine biology; fisheries management
gpt-4o-mini,5,Offshore,8,42,Environmental,"Adverse effects to EFH may result from actions occurring within EFH or outside of EFH and may include specific or habitat wide impacts, including individual, cumulative, or synergistic consequences of actions.",Essential Fish Habitat (EFH),,,Outer Continental Shelf Lands Act (OCSLA),environmental impact assessment; marine ecology; benthic organism protection
gpt-4o-mini,,Offshore,9,42,Jurisdictional,A RUE grant means an easement issued by BOEM that authorizes the use of a designated portion of the OCS to support activities on a lease.,Outer Continental Shelf (OCS) in federal waters,,,30 CFR § 585.112,offshore wind energy development; easement regulations
gpt-4o-mini,,Offshore,9,42,Jurisdictional,"A ROW grant provides authorization for the use of a portion of the OCS for the construction and use of a cable or pipeline for the purpose of gathering, transmitting, distributing, or otherwise transporting electricity produced from wind energy developments.",Outer Continental Shelf (OCS) in federal waters,,,30 CFR § 585.112,offshore wind energy development; cable and pipeline regulations
gpt-4o-mini,,Offshore,9,42,Jurisdictional,"Issuances of leases and grants would allow only the submittal of plans for BOEM’s consideration and approval, which does not constitute an irreversible and irretrievable commitment of resources.",Leases and grants for offshore wind energy development,,,,resource management; project planning
gpt-4o-mini,,Offshore,10,42,Technical,A lessee would submit a Site Assessment Plan (SAP) to describe site assessment activities for BOEM’s review (30 CFR §§ 585.605-613).,Site assessment activities associated with leases.,,,30 CFR §§ 585.605-613,site assessment; regulatory compliance
gpt-4o-mini,,Offshore,10,42,Technical,Each met buoy would likely remain in place for approximately 7 years.,Installation and operation of meteorological buoys.,7,years,,meteorological data collection; site assessment
gpt-4o-mini,,Offshore,13,42,Jurisdictional,A USACE NWP is required for the installation of devices and scientific equipment whose purpose is to record scientific data.,"State waters, installation of met buoys",,,USACE 2022a,environmental impact assessment; data collection
