model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,DOC-2023-OWF-001,Offshore,1,40,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from identified marine mammal migration routes,North Atlantic offshore wind lease areas,1,km,Bureau of Ocean Energy Management (BOEM) 2022 Guidelines,environmental; siting
deepseek-chat,DOC-2023-OWF-001,Offshore,1,40,Technical,Substation foundations must be designed to withstand a 100-year storm event with 30% additional safety margin,All offshore wind facilities in US waters,30,%,ASCE/SEI 7-22 Offshore Structures Standard,structural engineering; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,7,40,Environmental,All turbine foundations must undergo marine mammal impact assessment prior to installation,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; construction
deepseek-chat,NSOW-REG-2023-0042,Offshore,7,40,Technical,Substation platforms shall withstand wave heights with 100-year return period,All offshore installations,16.2,meters,IEC 61400-3-1,structural engineering; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,7,40,Spatial,Minimum 1km spacing between wind turbines in array configuration,German EEZ wind energy areas,1,kilometers,BSH Standard 7005,array design; wake effects
deepseek-chat,DOC-2023-001,Offshore,10,40,Environmental,All turbines must maintain a minimum clearance of 1 km from marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2022,environmental; spatial
deepseek-chat,DOC-2023-001,Offshore,10,40,Technical,Substation foundations must comply with ISO 19902 for offshore structures.,All offshore wind farms in EU waters,,,ISO 19902,technical; safety
deepseek-chat,OWED-2023-001,Offshore,11,40,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from marine protected areas.,European Union waters,500,meters,EU Marine Strategy Framework Directive (MSFD),Environmental protection; Spatial planning
deepseek-chat,OWED-2023-001,Offshore,11,40,Technical,All offshore wind turbine foundations must comply with ISO 19901-4 for structural integrity.,Global,,,ISO 19901-4,Structural engineering; Safety
deepseek-chat,OWF-2023-001,Offshore,26,40,Environmental,All projects must conduct a full Environmental Impact Assessment (EIA) prior to construction,All offshore wind developments in US federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-2023-001,Offshore,26,40,Technical,Turbine foundations must withstand 1-in-50-year extreme wave conditions,Fixed-bottom turbines in North Sea,50,year return period,ISO 19901-1,structural engineering; safety
deepseek-chat,OWF-2023-001,Offshore,26,40,Safety,Minimum clearance of 22 meters between lowest blade tip and highest astronomical tide,All offshore wind turbines in UK waters,22,meters,Marine and Coastal Access Act 2009,navigation safety; turbine design
deepseek-chat,OWF-NS-2023-001,Offshore,29,40,Environmental,Turbine foundations must avoid coral reef zones by at least 500 meters.,North Sea offshore wind projects,500,meters,North Sea Environmental Protection Agency (NSEPA),environmental; spatial
deepseek-chat,OWF-NS-2023-001,Offshore,29,40,Technical,All electrical systems must comply with IEC 61400-24 for lightning protection.,Offshore wind turbines,,,International Electrotechnical Commission (IEC),technical; safety
deepseek-chat,OWED-2023-001,Offshore,31,40,Environmental,All offshore wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,U.S. federal waters,1,km,Bureau of Ocean Energy Management (BOEM),Environmental impact; Wildlife protection
deepseek-chat,OWED-2023-001,Offshore,31,40,Technical,Wind turbine foundations must comply with ISO 19901-4 for offshore structural design.,International waters,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,OWEDG-2023-NS-001,Offshore,40,40,Environmental,Wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive (EU) 2021/123,"Environmental protection, marine biodiversity"
deepseek-chat,OWEDG-2023-NS-001,Offshore,40,40,Technical,All offshore wind turbine foundations must comply with ISO 19901-4 for structural integrity.,Offshore wind turbine foundations,,,ISO 19901-4,"Structural engineering, safety"
deepseek-chat,OWEDG-2023-NS-001,Offshore,40,40,Safety,Helicopter landing zones on offshore substations must have a minimum diameter of 25 meters.,Offshore substations in European waters,25,meters,European Aviation Safety Agency (EASA) Regulation 2022/45,"Aviation safety, emergency response"
