model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-pro,,Offshore,13,12,Environmental,consider all potentially significant impacts of development,"Development projects subject to NEPA review, including offshore wind farms.",,,NEPA,environmental impact assessment; visual impact assessment; seascape impact assessment
gemini-2.5-pro,1,Offshore,18,12,Environmental,In order for BOEM to consider a COP complete and sufficient... the developer must submit a SLVIA with its COP.,Construction and Operations Plan (COP) for utility-scale offshore wind energy developments on the OCS.,,,30 CFR 585,environmental impact assessment; visual impact assessment; permitting
gemini-2.5-pro,Section 1.6,Offshore,19,12,Environmental,"The methodology provided in this document is to be used for assessing the potential seascape, landscape, and visual impacts of proposed offshore wind energy developments on the OCS under BOEM’s authority.","Assessment of seascape, landscape, and visual impacts for offshore wind energy developments on the Outer Continental Shelf (OCS).",,,BOEM,environmental impact assessment; visual impact assessment; seascape assessment; landscape assessment
gemini-2.5-pro,Section 1.6,Offshore,19,12,Jurisdictional,"The SLVIA is not a substitute for, nor does it assess the same type of impacts as, a cultural resource impact assessment.",Cultural resource impact analysis conducted for offshore wind projects under NEPA.,,,"Section 2.2, and Sullivan, Meyer, and O’Rourke 2018",environmental impact assessment; cultural resource impact assessment; NEPA compliance
gemini-2.5-pro,"Page 8, Section 2.7",Offshore,34,12,Jurisdictional,"If BOEM approves a COP that used a PDE approach and the project proponent’s final design does not stay within the approved range of design parameters in the COP, BOEM conducts further review before allowing construction to begin.",Offshore wind projects using a Project Design Envelope (PDE) approach in their Construction and Operations Plan (COP).,,,BOEM / Draft Guidance Regarding the Use of a Project Design Envelope in a Construction and Operations Plan (BOEM 2018),project design; permitting; regulatory compliance; construction approval
gemini-2.5-pro,Section 3.2,Offshore,37,12,Environmental,"The COP [Construction and Operations Plan] provides a detailed description of the project, including its location and the project components.",Construction and Operations Plan (COP) for all phases of development.,,,BOEM,environmental impact assessment; visual impact assessment; project planning
gemini-2.5-pro,Section 3.2,Offshore,37,12,Environmental,"The COP should provide detail sufficient for the SLVIA preparer to determine the physical properties of the proposed project relevant to the SLVIA as well as how these may vary between alternatives and within the PDE, if used.","Construction and Operations Plan (COP) content for the purpose of Seascape, Landscape, and Visual Impact Assessment (SLVIA).",,,BOEM,environmental impact assessment; visual impact assessment; project planning
gemini-2.5-pro,13-14,Offshore,44,12,Environmental,The impact assessment includes the effects of reasonably foreseeable planned actions (RFPAs).,"Impact assessment process, specifically concerning landscape, seascape, and visual impacts.",,,Chapter 8,environmental impact assessment; cumulative impact assessment; visual impact assessment; seascape/landscape impact assessment
gemini-2.5-pro,13-14,Offshore,44,12,Environmental,Other existing and proposed projects and actions within a specified distance of the proposed project are examined to determine their potential to interact with the impacts of the proposed project.,Cumulative impact assessment as part of the RFPA analysis.,,,Chapter 8,environmental impact assessment; cumulative impact assessment; spatial planning
gemini-2.5-pro,Section 4,Offshore,45,12,Environmental,mitigation measures must be used in order to reduce the potential impacts of the project to a level acceptable for approval of the project.,Project approval phase for offshore wind projects,,,Implied approving authority,environmental impact assessment; project permitting; mitigation
gemini-2.5-pro,Section 5.2,Offshore,51,12,Environmental,The SLVIA requires determining the area of land and sea to be included in the SLIA and the VIA.,"The Seascape, Landscape, and Visual Impact Assessment (SLVIA/SLIA/VIA) for an offshore wind project.",,,SLVIA process as described in the document.,environmental impact assessment; visual impact assessment; project scoping
gemini-2.5-pro,Section 5.2,Offshore,51,12,Environmental,"all offshore and certain onshore components of the project are included in the SLVIA, for all phases of the project and for both daytime and nighttime views.","All offshore and certain onshore project components, across all project phases, for both daytime and nighttime views, within the scope of the SLVIA.",,,SLVIA process (referencing Section 2.5 of the source document).,environmental impact assessment; visual impact assessment; project scoping
gemini-2.5-pro,5.4,Offshore,56,12,Technical,The outer boundary of impact assessment must be set to include all areas where non-negligible visibility of the project could reasonably be expected to occur under favorable viewing conditions.,Scenic and Landscape Visual Impact Assessment (SLVIA) for a proposed offshore wind facility.,,,,visual impact assessment; environmental impact assessment; project planning
