model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,NS-OWDG-2023-04,Offshore,24,21,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,OSPAR Convention Annex VII,environmental; structural
deepseek-chat,NS-OWDG-2023-04,Offshore,24,21,Technical,Substation platforms shall comply with IEC 61400-3 design requirements for offshore wind turbine structures,All offshore electrical infrastructure,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NSOWDG-2023-0042,Offshore,34,21,Environmental,All wind farm developments must conduct a full environmental impact assessment (EIA) prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; planning
deepseek-chat,NSOWDG-2023-0042,Offshore,34,21,Technical,Turbine foundations must withstand 1-in-50-year wave conditions with a safety factor of 1.5,All offshore structures,1.5,safety factor,IEC 61400-3,structural engineering; safety
deepseek-chat,NSOWDG-2023-0042,Offshore,34,21,Spatial,Minimum 1km spacing between turbines in predominant wind direction,Wind farm arrays,1,km,DNV-ST-0145,layout optimization; wake effects
deepseek-chat,NS-OWF-2023-001,Offshore,36,21,Environmental,All wind farm developments must conduct a full Environmental Impact Assessment prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; permitting
deepseek-chat,NS-OWF-2023-001,Offshore,36,21,Technical,Turbine foundations must withstand 1-in-50-year wave conditions,All offshore structures,50,year return period,IEC 61400-3,structural engineering; safety
deepseek-chat,NS-OWF-2023-001,Offshore,36,21,Spatial,Minimum 1km spacing between turbines in predominant wind direction,Wind farm layout,1,kilometer,North Sea Wind Power Hub Agreement,energy yield; wake effects
deepseek-chat,OWF-REG-2023-001,Offshore,37,21,Environmental,All projects must conduct a full environmental impact assessment prior to construction,All offshore wind developments in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-REG-2023-001,Offshore,37,21,Technical,Turbine foundations must withstand 1-in-50-year extreme wave conditions,Fixed-bottom turbines in North Atlantic region,50,year return period,ISO 19901-1,structural engineering; safety
deepseek-chat,OWF-REG-2023-001,Offshore,37,21,Spatial,Minimum 1 nautical mile spacing between turbines,All offshore wind projects,1,nautical mile,Federal Aviation Administration Circular 70/7460-1L,aviation safety; layout optimization
deepseek-chat,OWF-2023-001,Offshore,46,21,Environmental,All turbine foundations must maintain a minimum clearance of 15 meters from the seabed to allow for marine organism passage,Turbine foundations in North Atlantic waters,15,meters,Marine Protection Act §204.5,environmental; structural
deepseek-chat,OWF-2023-001,Offshore,46,21,Technical,Substation platforms must comply with IEC 61400-3 design requirements for offshore wind structures,Offshore electrical substations,,,International Electrotechnical Commission Standard 61400-3,technical; safety
deepseek-chat,OWF-2023-001,Offshore,46,21,Spatial,No turbine may be installed within 1 nautical mile of designated shipping lanes,All wind farm zones in federal waters,1,nautical miles,Bureau of Ocean Energy Management (BOEM) Regulation 30 CFR 585,navigation; safety
deepseek-chat,30 CFR Part 585,Offshore,51,21,Environmental,Projects must conduct an Environmental Impact Assessment (EIA) before construction.,U.S. federal waters,,,BOEM 30 CFR Part 585,environmental; permitting
deepseek-chat,30 CFR Part 585,Offshore,51,21,Technical,Wind turbine foundations must withstand a 1-in-50-year extreme wave event.,Offshore structures in the Atlantic OCS,50,years,BOEM Structural Standards,engineering; safety
deepseek-chat,30 CFR Part 585,Offshore,51,21,Safety,All personnel must be equipped with personal locator beacons (PLBs) when working on turbines.,Offshore wind operations,,,ISO 12402-6,occupational safety
deepseek-chat,NS-OWF-2023-01,Offshore,60,21,Environmental,All turbine foundations must undergo marine mammal impact assessment prior to installation,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex VII,environmental; construction
deepseek-chat,NS-OWF-2023-01,Offshore,60,21,Technical,Substation platforms shall be designed to withstand wave heights with 100-year return period,All offshore installations in German EEZ,100,years,BSH Standard 7005,structural engineering; safety
deepseek-chat,NS-OWF-2023-01,Offshore,60,21,Spatial,Minimum 1 km spacing required between turbines in array layout,UK territorial waters,1,km,The Offshore Electricity Infrastructure Regulations 2022,array design; navigation safety
deepseek-chat,DOC-2023-001,Offshore,79,21,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind projects,1,km,EU Marine Spatial Planning Directive,environmental; safety
deepseek-chat,DOC-2023-001,Offshore,79,21,Technical,Substation foundations must comply with ISO 19902 for offshore structures.,Global offshore wind projects,,,ISO 19902,technical; safety
deepseek-chat,NOW-2023-001,Offshore,98,21,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,U.S. federal waters,500,meters,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine ecosystems
deepseek-chat,NOW-2023-001,Offshore,98,21,Technical,All offshore wind structures must comply with ISO 19901-5 for structural integrity under cyclic loading.,International waters,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,NSOWDF-2023-0042,Offshore,106,21,Environmental,All turbine foundations must undergo environmental impact assessment for seabed disturbance,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; construction
deepseek-chat,NSOWDF-2023-0042,Offshore,106,21,Technical,Wind turbines must withstand 1-minute mean wind speeds of 50 m/s at hub height,All offshore installations,50,m/s,IEC 61400-3,structural engineering; safety
deepseek-chat,NSOWDF-2023-0042,Offshore,106,21,Spatial,Minimum 1 km spacing between turbine arrays in shipping lanes,Designated shipping routes,1,km,IMO COLREG Annex II,navigation safety; project layout
deepseek-chat,OWED-2023-001,Offshore,117,21,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Atlantic offshore wind lease areas,1,km,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine ecology
deepseek-chat,OWED-2023-001,Offshore,117,21,Technical,All offshore wind turbine foundations must comply with ISO 19901-4 for structural integrity.,International waters,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,OWED-2023-001,Offshore,117,21,Safety,Aircraft warning lights must be installed on turbines exceeding 150 meters in height.,Global offshore wind farms,150,meters,International Civil Aviation Organization (ICAO),aviation safety; navigation
deepseek-chat,30 CFR Part 585,Offshore,128,21,Environmental,Lessees must conduct baseline environmental studies to characterize the site before construction,U.S. Outer Continental Shelf,,,30 CFR § 585.601,environmental impact assessment
deepseek-chat,30 CFR Part 585,Offshore,128,21,Technical,All electrical systems must comply with IEC 61400-24 for lightning protection,Offshore wind turbine generators,,,IEC Standard 61400-24,electrical safety; turbine design
deepseek-chat,30 CFR Part 585,Offshore,128,21,Spatial,Wind turbines must maintain a minimum clearance of 1.0 nautical mile from established shipping lanes,U.S. coastal waters,1.0,nautical mile,BOEM Navigation Safety Policy,maritime safety; project siting
deepseek-chat,NSOWDG-2023-0042,Offshore,130,21,Environmental,All wind farm developments must conduct a full environmental impact assessment prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; permitting
deepseek-chat,NSOWDG-2023-0042,Offshore,130,21,Technical,Wind turbine foundations must withstand wave heights with a 100-year return period,All offshore structures,16.2,meters,IEC 61400-3,structural engineering; safety
deepseek-chat,NSOWDG-2023-0042,Offshore,130,21,Spatial,Minimum 1 km spacing required between turbines in array configurations,Offshore wind farms in German EEZ,1,kilometers,German Offshore Wind Energy Act,array optimization; wake effects
deepseek-chat,NSOW-REG-2023-0042,Offshore,142,21,Environmental,All turbine foundations must undergo environmental impact assessment for seabed disturbance,North Sea Exclusive Economic Zone,,,OSPAR Convention Annex IV,environmental; construction
deepseek-chat,NSOW-REG-2023-0042,Offshore,142,21,Technical,Substation platforms must withstand wave heights with 100-year return period,All offshore installations,16.2,meters,IEC 61400-3,technical; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,142,21,Spatial,Minimum 1km spacing between turbines in array,Wind farm layout,1,kilometers,North Sea Wind Authority,layout; energy yield
deepseek-chat,OWEA-2023-EEZ,Offshore,143,21,Technical,Projects must comply with the IEC 61400-3 standard for offshore wind turbine design.,Offshore wind turbines in the EEZ,,,IEC 61400-3,"Technical, Safety"
deepseek-chat,OWEA-2023-EEZ,Offshore,143,21,Spatial,Maintain a minimum distance of 1 km from shipping lanes.,Offshore wind farms in the EEZ,1,km,BSH (Federal Maritime and Hydrographic Agency),"Safety, Navigation"
