model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gpt-4o-mini,June 2019,Offshore,1,14,Environmental,"A lessee must submit the results of its site characterization surveys to BOEM with its Site Assessment Plan (SAP), Construction and Operations Plan (COP), or General Activities Plan (GAP).","Atlantic Outer Continental Shelf, site characterization surveys, all phases",,,30 CFR Part 585 Subpart F,environmental impact assessment; marine biology; regulatory compliance
gpt-4o-mini,June 2019,Offshore,1,14,Environmental,"The information will be used by BOEM, other Federal agencies, and potentially affected states in the preparation of National Environmental Policy Act (NEPA) documents.","Atlantic Outer Continental Shelf, NEPA documentation",,,30 CFR Part 585 Subpart F,environmental impact assessment; regulatory compliance
gpt-4o-mini,,Offshore,3,14,Environmental,"A plan (SAP, COP, or GAP) must describe biological, social, and economic resource information potentially affected by activities proposed in the SAP, COP, or GAP.",All offshore wind farm projects,,,"30 CFR 585.610(b)(5), 585.611(a),(b)(3), (5) and (7); 30 CFR 585.626(a)(3), 585.627(a)(3), (5), and (7); 30 CFR 585.645(a)(5), 585.646(c), (e) and (g)",environmental impact assessment; biological resources; social impact; economic resources
gpt-4o-mini,,Offshore,3,14,Environmental,"Activities proposed in the plan will be conducted in a manner that does not cause undue harm or damage to natural resources, wildlife, property, the marine, coastal, or human environment.",All phases of offshore wind farm projects,,,30 CFR 585.606(a)(4) (SAP); 585.621(d) (COP); 585.641(d) (GAP),environmental protection; wildlife conservation; marine environment
gpt-4o-mini,,Offshore,3,14,Environmental,"Applicants must submit with SAPs and COPs proposed measures for avoiding, minimizing, reducing, eliminating, and monitoring environmental impacts.",SAPs and COPs for offshore wind farm projects,,,30 CFR 585.610(a)(8) (SAP); 30 CFR 585.626(b)(15) (COP),environmental impact assessment; monitoring; mitigation measures
gpt-4o-mini,,Offshore,5,14,Environmental,"The lessee should include in their survey plan a description of the mitigation measures that will be followed to avoid or minimize adverse effects, including any potential incidental take, and environmental impacts to critical habitat as designated under the ESA.",Survey activity on the lease area.,,,"30 CFR 585.626(b)(15), 30 CFR 585.801 and 30 CFR 585.803",environmental impact assessment; habitat protection; wildlife conservation
gpt-4o-mini,,Offshore,5,14,Technical,BOEM may determine that it is prudent for a developer to resurvey some or all of the lease area in the event survey results are insufficient.,Survey activity on the lease area.,,,,data accuracy; environmental monitoring
gpt-4o-mini,V,Offshore,7,14,Environmental,BOEM may require a lessee to conduct post-construction surveys to assess impacts of operations on a species as a condition of SAP or COP approval.,Post-construction phase for marine mammal and sea turtle impacts.,,,30 CFR 585.610(a)(8) (SAP) and 30 CFR 585.626(b)(15) (COP),environmental impact assessment; marine biology
gpt-4o-mini,V,Offshore,7,14,Technical,"The marine mammal and sea turtle survey plan should include a description of the geographic area to be surveyed, issues to be investigated, hypotheses, assumptions, data collection techniques, standards, résumés of Protected Species Observers (PSOs), analytical and statistical techniques, and measures to ensure quality control.",Survey plan for marine mammals and sea turtles.,,,,data collection; marine biology; environmental monitoring
gpt-4o-mini,,Offshore,9,14,Environmental,Permits may be required by the NMFS and/or USFWS for certain aerial and vessel-based surveys.,Marine mammal and sea turtle surveys,,,Marine Mammal Protection Act Incidental Harassment Authorization (50 CFR Part 216 Subpart I),environmental impact assessment; marine mammal protection; sea turtle conservation
gpt-4o-mini,,Offshore,9,14,Technical,BOEM recommends that an applicant submit a marine mammal and sea turtle survey plan at least 90 days in advance of the survey taking place.,Marine mammal and sea turtle surveys,90.0,days,BOEM guidance,survey planning; marine mammal protection; sea turtle conservation
gpt-4o-mini,6,Offshore,11,14,Technical,"Obtain all necessary permits prior to conducting surveys (e.g., MMPA and ESA scientific research permits).",Surveys for marine mammals and sea turtles.,,,,environmental impact assessment; marine biology; permitting
gpt-4o-mini,6,Offshore,11,14,Technical,Design line-transect surveys to ensure that the data obtained are of sufficient quality so as to facilitate detection of marine mammals and sea turtles and to minimize bias associated with abundance and density estimates.,Surveys for marine mammals and sea turtles.,,,"Buckland et al., 2001; 2008; Roberts et al. 2016",data quality; marine biology; statistical analysis
gpt-4o-mini,6,Offshore,11,14,Technical,Surveys should start after sunrise when there is enough light to identify protected species.,Surveys for marine mammals and sea turtles.,,,,marine biology; species identification
gpt-4o-mini,6,Offshore,11,14,Technical,"Use at least two qualified, experienced, NMFS-approved PSOs with reticle binoculars, to identify marine mammal and sea turtle species.",Surveys for marine mammals and sea turtles.,2.0,qualified PSOs,NMFS,marine biology; species identification; monitoring
gpt-4o-mini,,Offshore,12,14,Technical,"Record weather conditions at the start of each transect line (i.e., Beaufort Sea State, wind direction, visibility, % cloud cover, glare, temperature) as well as the time of day and names of observers.",Survey phase,,,,environmental monitoring; data collection
gpt-4o-mini,,Offshore,12,14,Technical,"Record the time of each marine mammal and sea turtle sighting, record the GPS position of each observation along transect line, record the number of marine mammals and sea turtles seen and record their behavior (resting, foraging, traveling, evading, etc.).",Survey phase,,,,marine biology; data collection
gpt-4o-mini,,Offshore,12,14,Technical,Estimate the actual distance and bearing for all detections so that Distance Sampling techniques can be used to correct for species missed at greater distances from the ship.,Survey phase,,,"Buckland et al., 2001",marine biology; data analysis
gpt-4o-mini,,Offshore,12,14,Technical,"Before each survey, surveyors should calibrate distance estimation using a laser rangefinder on objects (e.g., buoys) at a variety of distances.",Survey phase,,,,data accuracy; survey methodology
gpt-4o-mini,,Offshore,12,14,Environmental,Note any injured or dead protected species and immediately report these to BOEM and regional NMFS stranding hotline and record all details surrounding these events.,Survey phase,,,,wildlife protection; reporting obligations
