model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,NSW-2023-001,Offshore,9,2,Environmental,All wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Authority (NSOWA),wildlife protection; marine ecosystems
deepseek-chat,NSW-2023-001,Offshore,9,2,Technical,Substation foundations must comply with ISO 19902 for fixed steel offshore structures.,Offshore wind substations,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,OWF-REG-2023,Offshore,20,2,Environmental,All wind turbine foundations must be designed to minimize seabed disturbance,All offshore wind projects in North Sea,,,OSPAR Convention,environmental; technical
deepseek-chat,OWF-REG-2023,Offshore,20,2,Technical,Wind turbines must be spaced at least 0.8 nautical miles apart,All offshore wind farms in US waters,0.8,nautical miles,BOEM 2022 Regulations,technical; safety
deepseek-chat,OWF-REG-2023,Offshore,20,2,Safety,All electrical systems must comply with IEC 61400-24 standards,Global offshore wind installations,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NSOW-2023-0042,Offshore,24,2,Environmental,Turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea development zone,25,meters,OSPAR Commission Annex VII,environmental; structural
deepseek-chat,NSOW-2023-0042,Offshore,24,2,Technical,All electrical systems must comply with IEC 61400-24 for lightning protection,All offshore installations,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NSOW-2023-0042,Offshore,24,2,Spatial,Minimum 1 nautical mile separation between turbine arrays in shipping lanes,Designated shipping routes,1,nautical miles,IMO COLREG Annex I,navigation; safety
deepseek-chat,NS-OWF-2023-01,Offshore,26,2,Environmental,All turbines must maintain a minimum 1km clearance from identified seabird nesting areas during breeding season (March-August),North Sea Exclusive Economic Zone,1,km,OSPAR Convention Annex V,wildlife protection; siting
deepseek-chat,NS-OWF-2023-01,Offshore,26,2,Technical,Substation platforms shall comply with IEC 61400-3 for offshore wind turbine structural design requirements,All offshore installations,,,International Electrotechnical Commission,structural engineering; safety
deepseek-chat,NSOW-2023-0042,Offshore,29,2,Environmental,All wind farm developments must conduct a full environmental impact assessment prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; planning
deepseek-chat,NSOW-2023-0042,Offshore,29,2,Technical,Turbine foundations must withstand 1-in-50-year storm wave conditions,All offshore structures,50,year return period,IEC 61400-3,structural engineering; safety
deepseek-chat,30 CFR Part 585,Offshore,44,2,Environmental,Projects must conduct an Environmental Impact Assessment (EIA) before construction.,U.S. Outer Continental Shelf (OCS),,,BOEM 30 CFR § 585.601,environmental; permitting
deepseek-chat,30 CFR Part 585,Offshore,44,2,Technical,Wind turbine foundations must withstand a 1-in-100-year extreme wave event.,All offshore wind structures in U.S. waters,100,years,ASCE/SEI 7-22,structural engineering; safety
deepseek-chat,30 CFR Part 585,Offshore,44,2,Spatial,No construction within 15 nautical miles of designated shipping lanes.,North Atlantic offshore wind lease areas,15,nautical miles,U.S. Coast Guard Navigation Safety Regulations,maritime safety; zoning
deepseek-chat,OWED-2023-001,Offshore,51,2,Environmental,Pre-construction seabed surveys must assess benthic habitats within a 5 km radius of proposed turbine locations.,All offshore wind projects in U.S. federal waters,5,km,Bureau of Ocean Energy Management (BOEM),Environmental impact; Marine biology
deepseek-chat,OWED-2023-001,Offshore,51,2,Technical,Wind turbine foundations must comply with ISO 19901-4 for geotechnical design.,Fixed-bottom offshore wind turbines,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,NS-OW-2023-0042,Offshore,63,2,Environmental,All wind farm developments must conduct a full environmental impact assessment (EIA) prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; permitting
deepseek-chat,NS-OW-2023-0042,Offshore,63,2,Technical,Turbine foundations must withstand 1-in-50-year extreme wave conditions,All offshore structures,50,year return period,IEC 61400-3,structural engineering; safety
deepseek-chat,OWF-2023-001,Offshore,76,2,Environmental,All projects must conduct a full Environmental Impact Assessment (EIA) prior to construction,All offshore wind projects in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-2023-001,Offshore,76,2,Technical,Wind turbine foundations must withstand 1-in-50-year extreme wave conditions,Fixed-bottom offshore wind turbines in North Atlantic region,50,year return period,ISO 19901-1:2015,structural engineering; safety
deepseek-chat,OWF-2023-001,Offshore,76,2,Spatial,Minimum 1 nautical mile separation between turbines,All offshore wind projects in US territorial waters,1,nautical mile,BOEM 2022 Wind Energy Area Guidelines,navigation safety; turbine efficiency
deepseek-chat,OWF-2023-001,Offshore,93,2,Environmental,All projects must conduct pre-construction seabird surveys during migration seasons,North Sea development zones,,,OSPAR Convention Annex V,environmental; wildlife protection
deepseek-chat,OWF-2023-001,Offshore,93,2,Technical,Substation foundations shall withstand 100-year return period wave loads,All offshore installations,100,year return period,IEC 61400-3,structural engineering; safety
deepseek-chat,NSW-2023-001,Offshore,105,2,Environmental,All wind farm developments must conduct an Environmental Impact Assessment (EIA) prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention,"environmental, planning"
deepseek-chat,NSW-2023-001,Offshore,105,2,Technical,Wind turbine foundations must be designed to withstand a 1-in-50-year extreme wave event,All offshore structures in the North Sea,50,years,ISO 19901-1,"structural engineering, safety"
deepseek-chat,NSW-2023-001,Offshore,105,2,Safety,Minimum clearance of 22 meters between lowest blade tip and highest astronomical tide,All offshore wind turbines,22,meters,International Electrotechnical Commission (IEC) 61400-3,"navigation safety, operations"
deepseek-chat,BOEM-2023-001,Offshore,112,2,Environmental,Turbine foundations must avoid seabed habitats with coral or sponge aggregations.,U.S. Outer Continental Shelf,,,BOEM 30 CFR Part 585,Environmental; Spatial
deepseek-chat,BOEM-2023-001,Offshore,112,2,Technical,Substation platforms must comply with ISO 19901-5 for structural integrity.,All offshore wind installations,,,ISO 19901-5,Technical; Safety
deepseek-chat,DOC-OW-2023-42,Offshore,120,2,Environmental,Turbine foundations must maintain a minimum clearance of 15 meters from the seabed to protect benthic habitats,North Sea installations,15,meters,OSPAR Commission Decision 2022/7,ecological impact; foundation design
deepseek-chat,NOW-2023-001,Offshore,125,2,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from identified marine mammal migration routes.,U.S. federal waters,1,km,Bureau of Ocean Energy Management (BOEM),wildlife protection; project siting
deepseek-chat,NOW-2023-001,Offshore,125,2,Technical,Substation foundations must comply with ISO 19902 for offshore structures.,Global,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,NSW-2023-004,Offshore,127,2,Environmental,All turbines must maintain a minimum clearance of 1 km from designated marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Spatial planning
deepseek-chat,NSW-2023-004,Offshore,127,2,Technical,Substation foundations must comply with ISO 19902 for fixed steel offshore structures.,Offshore substations in the North Sea,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,NSW-2023-004,Offshore,127,2,Safety,Helicopter landing pads on offshore platforms must adhere to ICAO Annex 14 standards.,All offshore wind farm operational platforms,,,International Civil Aviation Organization (ICAO),Aviation safety; Emergency response
deepseek-chat,DOC-2023-001,Offshore,135,2,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways,North Atlantic migratory routes,1,km,Marine Wildlife Protection Act (2020),environmental; safety
