model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-1.5-pro,"DNV GL – Document No.: 10039663-HOU-01, Issue: D",Offshore,15,21,Technical,Developers of offshore wind facilities must develop Facility Design Reports.,Offshore wind facilities in U.S. federal Outer Continental Shelf (OCS) waters,,,"Code of Federal Regulations, 30 CFR 585.700",design; reporting
gemini-1.5-pro,"DNV GL – Document No.: 10039663-HOU-01, Issue: D",Offshore,15,21,Technical,Developers of offshore wind facilities must develop Construction and Operations Plans.,Offshore wind facilities in U.S. federal Outer Continental Shelf (OCS) waters,,,"Code of Federal Regulations, 30 CFR 585.600",construction; operations; planning
gemini-1.5-pro,Page 8,Offshore,17,21,Technical,"In case of conflict between requirements of this guideline and a referenced code, the requirements of the code with the latest revision date shall prevail.",General,,,This guideline,general requirements; standards compliance
gemini-1.5-pro,,Offshore,18,21,Technical,Project certification of wind power plants is addressed.,Wind power plants,,,DNVGL-SE-0190,certification
gemini-1.5-pro,,Offshore,18,21,Technical,Certification of meteorological masts is required.,Meteorological masts,,,DNVGL-SE-0420,certification; meteorological data
gemini-1.5-pro,,Offshore,18,21,Safety,Standards for marine operations and marine warranty are defined.,Marine operations,,,DNVGL-ST-N001,marine operations; safety
gemini-1.5-pro,,Offshore,18,21,Technical,Standards for transport and installation of wind power plants are specified.,Transport and installation,,,DNVGL-ST-0054,installation; transport
gemini-1.5-pro,,Offshore,18,21,Technical,Design requirements for floating wind turbine structures are outlined.,Floating wind turbine structures,,,DNVGL-ST-0119,structural design
gemini-1.5-pro,,Offshore,18,21,Technical,Requirements for support structures for wind turbines are provided.,Support structures,,,DNVGL-ST-0126,structural design
gemini-1.5-pro,,Offshore,18,21,Technical,Standards for offshore substations are defined.,Offshore substations,,,DNVGL-ST-0145,electrical infrastructure
gemini-1.5-pro,,Offshore,18,21,Technical,Loads and site conditions for wind turbines are specified.,Wind turbines,,,DNVGL-ST-0437,site conditions; structural loads
gemini-1.5-pro,,Offshore,18,21,Technical,Design standards for offshore wind farms are provided.,Offshore wind farms,,,TAP 670aa,design
gemini-1.5-pro,Page 20,Offshore,34,21,Technical,Site specific conditions representative of the offshore wind facility site shall therefore be taken into account in the design.,Design of wind turbine structure and other components of an offshore wind facility,,,"DNV GL – Document No.: 10039663-HOU-01, Issue: D",structural integrity; design requirements
