model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gpt-4o-mini,,Offshore,2,8,Technical,"The most current grid requirements for wind power plant integration, based on a harmonized European Network of Transmission System Operators (ENTSO-E) framework and notable international standards.",Wind power plant integration,,,ENTSO-E framework,grid integration; power quality; stability
gpt-4o-mini,,Offshore,2,8,Technical,"New control approaches, such as grid-forming control, are presented in detail.",Control strategies for wind power plants,,,,control systems; grid stability
gpt-4o-mini,,Offshore,2,8,Technical,The paper reviews recent research on the ancillary services that offshore wind power plants can potentially provide.,Ancillary services for offshore wind power plants,,,,ancillary services; regulatory compliance
gpt-4o-mini,,Offshore,2,8,Technical,"The paper explores topics of wind power plant harmonics, reviewing the latest standards in detail and outlining mitigation methods.",Harmonics in wind power plants,,,,harmonics; power quality
gpt-4o-mini,,Offshore,2,8,Technical,"The paper discusses wind power plant transmission solutions, with a focus on high-voltage direct-current topologies and controls.",Transmission solutions for wind power plants,,,,transmission systems; high-voltage direct current
gpt-4o-mini,,Offshore,4,8,Technical,Grid integration ranks as one of the most challenging topics the wind industry faces in both the short (next 5 years) and long term (10 years and beyond).,OWPPs during the development phase,,,,grid integration; wind energy generation
gpt-4o-mini,,Offshore,4,8,Technical,Grid operators require OWPPs to not only fulfill grid codes but also contribute to improving grid resilience and provide ancillary services.,OWPPs operational phase,,,,grid resilience; ancillary services
gpt-4o-mini,,Offshore,4,8,Technical,Performing stability analysis of the OWPP integration with the main grid tends to be a mandatory step for developers during the wind power plant.,OWPP integration phase,,,,stability analysis; grid integration
gpt-4o-mini,II,Offshore,5,8,Technical,The European harmonized grid code framework highlights the power quality requirements in standards.,European grid integration standards for wind power plants.,,,European harmonized grid code framework,grid integration; power quality; wind power technology
gpt-4o-mini,II,Offshore,5,8,Technical,WTG and wind power plant control strategies include grid-following (GFL) control and future promising grid-forming (GFM) control.,Control strategies for wind turbine generators and wind power plants.,,,,control strategies; grid resilience
gpt-4o-mini,II,Offshore,5,8,Technical,Ancillary services such as black start and virtual inertia are technology enablers to realize and improve grid resilience.,Operational phase of wind power plants.,,,,grid resilience; ancillary services
gpt-4o-mini,II,Offshore,5,8,Technical,Harmonics and stability aspects remain some of the most challenging aspects when evaluating OWPP grid connection performance.,Performance evaluation of offshore wind power plants.,,,,grid connection; performance evaluation
gpt-4o-mini,II,Offshore,5,8,Technical,"HVDC topology and control are shown to be the most promising transmission solutions for the future long-distance, large-scale deployment of OWPPs.",Transmission solutions for offshore wind power plants.,,,,transmission solutions; HVDC technology
gpt-4o-mini,584,Offshore,6,8,Technical,The frequency and voltage operating ranges are the most basic requirements for OWPPs to remain connected to the grid.,Operational phase,,,ENTSO-E RfG,grid connection; operational stability
gpt-4o-mini,,Offshore,7,8,Technical,OWPP should withstand up to a certain rate of change of frequency (RoCoF).,"Individual grid codes, e.g., Denmark and Germany require 2.5 Hz/s, and Great Britain requires 2.5 Hz/s and 1 Hz/s for DC- and AC-connected OWPPs, respectively.",2.5,Hz/s,"Individual grid codes of Denmark, Germany, and Great Britain.",frequency stability; active power control
gpt-4o-mini,,Offshore,7,8,Technical,Active power control requires OWPPs to be able to regulate their active power injection at the maximum power available or at a set point with a predefined ramping rate.,Operational phase,,,,active power control; frequency stability
gpt-4o-mini,"VOLUME 5, 2024 585",Offshore,8,8,Technical,The OWPP should derate the power generation from the maximum available power at nominal frequency so that some headroom is reserved for the power boost in case of a frequency contingency.,Operational phase,95.0,percent,ENTS0-E RfG,power generation; frequency control; system stability
