model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-1.5-pro,6,Offshore,12,10,Jurisdictional,"The Secretary is required to award any lease, ROW, or RUE competitively unless the Secretary determines, after public notice, that competitive interest does not exist.",OCS leases for renewable energy activities,,,43 U.S.C. 1337(p)(3),leasing; competitive bidding
gemini-1.5-pro,BSEE-2022-0015 and BOEM-2022-0042,Offshore,29,10,Safety,BSEE may order a suspension of an Alternate Use RUE when operation of the existing OCS facility has been suspended or temporarily prohibited and BSEE has determined that continued activities under the Alternate Use RUE are unsafe or cause undue interference with the original OCSLA-approved activity.,Alternate Use RUEs on the Outer Continental Shelf (OCS),,,BSEE-2022-0015,safety; operations
gemini-1.5-pro,BSEE-2022-0015 and BOEM-2022-0042,Offshore,29,10,Safety,BSEE may also order a suspension when necessary to comply with a judicial decree.,OCS facilities,,,BSEE-2022-0015,safety; legal
gemini-1.5-pro,BSEE-2022-0015 and BOEM-2022-0042,Offshore,29,10,Safety,"BOEM will retain authority to order suspensions required for National security, and BSEE will assume authority to order suspensions to address a threat of harm from continued operations.",Renewable energy leases/grants on the OCS,,,BOEM-2022-0042 and BSEE-2022-0015,safety; national security
gemini-1.5-pro,BSEE-2022-0015 and BOEM-2022-0042,Offshore,29,10,Jurisdictional,The Secretary of the Interior retains authority to cancel any renewable energy lease or grant for reasons outlined in the existing regulations under Subpart D.,Renewable energy leases/grants,,,Subpart D of existing regulations,lease cancellation; permitting
gemini-1.5-pro,BSEE-2022-0015 and BOEM-2022-0042,Offshore,35,10,Technical,"Fixed offshore platforms must be planned, designed, and constructed according to API RP 2A-WSD, Recommended Practice for Planning, Designing and Constructing Fixed Offshore Platforms—Working Stress Design; Twenty-­17.",Fixed offshore platforms,,,"API RP 2A-WSD, Twenty-­17 (incorporated by reference into part 285)",structural integrity; design standards; construction standards
gemini-1.5-pro,18,Offshore,37,10,Safety,The recommended practices described in API RP 2A-WSD are legally binding.,Design and construction of new fixed offshore platforms and relocation of existing platforms,,,API RP 2A-WSD (incorporated by reference into BSEE regulations),structural integrity; safety
gemini-1.5-pro,,Offshore,58,10,Jurisdictional,Operators must comply with the requirements outlined in part 285.,Offshore wind energy projects,,,BSEE Part 285 Section 285.400,lease and grant administration; compliance
gemini-1.5-pro,,Offshore,58,10,Jurisdictional,BSEE may issue a cessation order.,Offshore wind energy projects,,,BSEE Part 285 Section 285.401,compliance; enforcement
gemini-1.5-pro,,Offshore,58,10,Jurisdictional,Operators are responsible for fulfilling lease and grant obligations.,Offshore wind energy projects,,,BSEE Part 285 Section 285.406 and BOEM Part 585 Section 585.406,lease and grant administration; responsibility
gemini-1.5-pro,31,Offshore,64,10,Jurisdictional,"After lease or grant termination, specific actions are required.",Lease or grant termination,,,"BSEE Part 285 Section 285.433, BOEM Part 585 Section 585.433",lease termination; decommissioning
gemini-1.5-pro,31,Offshore,64,10,Jurisdictional,BOEM can require lease or grant contraction.,Lease or grant contraction,,,BOEM Part 585 Section 585.436,lease management
gemini-1.5-pro,31,Offshore,64,10,Jurisdictional,Leases or grants can be cancelled under specific circumstances.,Lease or grant cancellation,,,"BSEE Part 285 Section 285.437, BOEM Part 585 Section 585.422",lease cancellation
gemini-1.5-pro,40,Offshore,82,10,Technical,comply with my COP,Construction and installation of facilities,,,BSEE Part 285 Section 285.633,construction; installation
gemini-1.5-pro,40,Offshore,82,10,Technical,Provide notices following approval of my COP,Post-approval of COP,,,BSEE Part 285 Section 285.636,reporting; notification
gemini-1.5-pro,40,Offshore,82,10,Technical,Define when I may commence commercial operations on my commercial lease,Commercial operations,,,BSEE Part 285 Section 285.637,operation; commissioning
gemini-1.5-pro,40,Offshore,82,10,Technical,Define what I must do upon completion of my commercial operations as approved in my COP or FERC license,Decommissioning or end of operations,,,BSEE Part 285 Section 285.638,decommissioning; operation
gemini-1.5-pro,,Offshore,90,10,Technical,Include a Facility Design Report under the heading Environmental Protection Requirements Under Approved Plans.,Facility design,,,BOEM Part 585 Section 585.701,environmental protection; design documentation
gemini-1.5-pro,,Offshore,90,10,Technical,Submit a Fabrication and Installation Report.,Fabrication and installation,,,BSEE Part 285 Section 285.702 and BOEM Part 585 Section 585.702,construction reporting; environmental protection
gemini-1.5-pro,,Offshore,90,10,Technical,Submit reports for project modifications and repairs.,Project modifications and repairs,,,BSEE Part 285 Section 285.703 and BOEM Part 585 Section 585.703,maintenance reporting; environmental protection
gemini-1.5-pro,,Offshore,90,10,Technical,Use a Certified Verification Agent (CVA) as specified in the regulations.,"Facility design, fabrication, and installation",,,BSEE Part 285 Section 285.705,verification; quality assurance
gemini-1.5-pro,,Offshore,90,10,Technical,Nominate a CVA for BSEE approval.,CVA nomination,,,BSEE Part 285 Section 285.706,verification; quality assurance
gemini-1.5-pro,,Offshore,90,10,Technical,The CVA must perform primary duties for facility design review as outlined in the regulations.,Facility design review,,,BSEE Part 285 Section 285.707,verification; design review
gemini-1.5-pro,,Offshore,90,10,Technical,The CVA or project engineer must perform primary duties for fabrication and installation review as outlined in the regulations.,Fabrication and installation review,,,BSEE Part 285 Section 285.708,verification; installation review
