model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,NSW-REG-2023-004,Offshore,11,7,Environmental,All wind turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,"North Sea Offshore Wind Authority (NSOWA), Article 12.3",Environmental impact; Marine conservation
deepseek-chat,NSW-REG-2023-004,Offshore,11,7,Technical,Substation foundations must comply with ISO 19902 for structural integrity under extreme weather conditions.,Offshore substations in the North Sea,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,NSW-REG-2023-004,Offshore,11,7,Safety,Helicopter landing pads on offshore platforms must adhere to a minimum size of 20m x 20m.,All offshore wind farm service platforms,20,m,International Civil Aviation Organization (ICAO) Annex 14,Aviation safety; Emergency response
deepseek-chat,OWF-REG-2023-001,Offshore,17,7,Environmental,All projects must conduct a full environmental impact assessment prior to construction,All offshore wind developments in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-REG-2023-001,Offshore,17,7,Technical,Turbine foundations must withstand 1-in-50-year storm events,Fixed-bottom offshore wind turbines,50,year return period,International Electrotechnical Commission (IEC) 61400-3,structural engineering; safety
deepseek-chat,OWF-REG-2023-001,Offshore,17,7,Safety,Minimum clearance of 22 meters must be maintained between lowest blade tip and highest astronomical tide,All offshore wind turbines,22,meters,International Maritime Organization (IMO) guidelines,navigation safety; turbine design
deepseek-chat,30 CFR Part 585,Offshore,22,7,Environmental,Projects must conduct an Environmental Impact Assessment (EIA) before construction begins.,U.S. federal waters,,,BOEM 30 CFR Part 585,environmental; permitting
deepseek-chat,30 CFR Part 585,Offshore,22,7,Technical,Wind turbine foundations must withstand a 1-in-50-year extreme wave event.,Offshore structures in the Atlantic OCS,50,years,BOEM Structural Standards,engineering; safety
deepseek-chat,30 CFR Part 585,Offshore,22,7,Safety,All personnel must be equipped with personal locator beacons (PLBs) when working on turbines.,All offshore wind operations,,,ISO 12402-6:2020,worker safety; emergency response
deepseek-chat,DOC-2023-001,Offshore,50,7,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind farms,1,km,EU Offshore Wind Directive 2022,Environmental; Wildlife Protection
