model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-1.5-pro,,Offshore,13,3,Jurisdictional,all states are entitled to lay cables on the Continental Shelf (outside territorial seas),"International waters, Continental Shelf",,,UNCLOS (1982) Article 79,cable laying; international law
gemini-1.5-pro,,Offshore,13,3,Safety,Responsibility to protect cables and liability of parties damaging cables,Submarine cables,,,UNCLOS (1982),cable protection; liability
gemini-1.5-pro,,Offshore,13,3,Environmental,Protection of the marine environment and a duty upon a nation State to do so and to monitor and assess,Marine environment,,,"UNCLOS (1982) Article 192, 206",environmental protection; monitoring; assessment
gemini-1.5-pro,,Offshore,13,3,Jurisdictional,The coastal state may not impede the laying or maintenance of submarine cables or pipelines on the continental shelf,Continental Shelf,,,Geneva Convention on the Continental Shelf (1958) Article 4,cable laying; pipeline installation
gemini-1.5-pro,,Offshore,13,3,Safety,"The coastal state is entitled to establish safety zones around installations and devices necessary for its exploration and the exploitation of its natural resources, and to take in those zones measures necessary for their protection",Continental Shelf installations and devices,,,Geneva Convention on the Continental Shelf (1958) Article 5-2,safety zones; resource exploration; installation protection
gemini-1.5-pro,,Offshore,13,3,Spatial,"The safety zones may extend to a distance of 500 m around the installations and other devices which have been erected, measured from each point of their outer edge. Ships of all nationalities must respect these safety zones",Continental Shelf installations and devices,500.0,m,Geneva Convention on the Continental Shelf (1958) Article 5-3,safety zones; navigation
gemini-1.5-pro,,Offshore,15,3,Jurisdictional,All states shall be entitled to lay submarine cables and pipelines on the bed of the high seas,International waters,,,Geneva Convention on the High Seas (1958) Article 26-1,cable laying; pipeline installation
gemini-1.5-pro,,Offshore,15,3,Jurisdictional,The coastal state may not impede the laying or maintenance of such cables or pipelines,Continental shelf,,,Geneva Convention on the High Seas (1958) Article 26-2,cable laying; pipeline installation; continental shelf exploration
gemini-1.5-pro,,Offshore,15,3,Safety,"When laying such cables or pipelines, the state in question shall pay due regard to cables or pipelines already in position on the seabed. In particular, possibilities of repairing existing cables or pipelines shall not be prejudiced",High seas seabed,,,Geneva Convention on the High Seas (1958) Article 26-3,cable laying; pipeline installation; subsea infrastructure maintenance
gemini-1.5-pro,4.2.1,Offshore,28,3,Spatial,"A Right of Way (ROW) grant includes the full length of the corridor on which a cable, pipeline or associated facility is located. It is 200 feet (61 meters) in width, centered on the cable or pipeline, unless safety and environmental factors during construction and maintenance of the associated cable or pipeline require a greater width and is limited to the area reasonably necessary.",Cable/Pipeline corridor on the Outer Continental Shelf (OCS),200.0,feet,30 CFR 585.301,cable installation; pipeline installation; right-of-way; spatial planning
gemini-1.5-pro,4.2.1,Offshore,28,3,Technical,Every effort must be taken to ensure that all cables and pipelines are constructed in a manner that minimizes deviations from the approved plan under the lease or grant.,Cable/Pipeline construction on the Outer Continental Shelf (OCS),,,30 CFR 585.658,cable installation; pipeline installation; construction management; compliance
gemini-1.5-pro,4.2.1,Offshore,28,3,Technical,"The Facility Design Report (FDR) must provide specific details of the design of any facilities, including cables and pipelines that are identified in the Construction and Operations Plan (COP).",Cable/Pipeline design and planning on the Outer Continental Shelf (OCS),,,30 CFR 585.701 (a) (4),design documentation; reporting requirements; cable design; pipeline design
gemini-1.5-pro,4.2.1,Offshore,28,3,Technical,"The Fabrication and Installation Report must describe how the facilities will be fabricated and installed within the design criteria identified in the Facility Design Report and the approved COP. This includes the design of any cables, pipelines or facilities.",Cable/Pipeline fabrication and installation on the Outer Continental Shelf (OCS),,,30 CFR 585.702 (a) (7),fabrication; installation; reporting requirements; cable installation; pipeline installation; compliance
gemini-1.5-pro,,Offshore,29,3,Technical,A Certification and Verification Authority (CVA) must be used to review and certify the FDR and the Fabrication and Installation Report (FIR).,"Facility design, Fabrication and Installation Report",,,30 CFR 585.705,certification; verification; design review; installation report
gemini-1.5-pro,,Offshore,29,3,Safety,"If environmental or other conditions adversely affect a cable, pipeline or facility so as to endanger safety or the environment a plan of corrective action must be submitted within 30 days of discovery of the adverse effect, take remedial action as described in the corrective plan and submit a report to BOEM of the remedial action taken 30 days after completion.","Cables, pipelines, facilities",30.0,days,30 CFR 585.816,safety; environmental protection; remedial action; incident reporting
gemini-1.5-pro,,Offshore,29,3,Jurisdictional,"Permits are required for the construction of artificial islands, installations and other devices on the seabed, which therefore includes any subsea cables.","Subsea cables, artificial islands, seabed installations",,,33 CFR 322.3 (b),permitting; construction; seabed installations
gemini-1.5-pro,,Offshore,29,3,Technical,Approval of the burial depth and separation distances is required from the nearest District Engineer of the USACE,"Cable burial depth, separation distances",,,USACE,cable installation; cable operation; cable maintenance
gemini-1.5-pro,19,Offshore,30,3,Technical,"developers are required to submit various plans for approval by BOEM at various stages. The key plans are a site assessment plan (SAP), a construction and operation plan (COP), a General Activities Plan (GAP), and a Facility Design Report (FDR). The regulations are prescriptive in terms of the information, drawings, design information and data that should be presented in these documents.",Offshore wind farm development,,,BOEM,planning; design; reporting
gemini-1.5-pro,19,Offshore,30,3,Spatial,In an anchorage area or marine park: burial depths specified are likely to be around 15 ft.(5 m) below seabed,Submarine cables in anchorage areas or marine parks,5.0,m,Bureau of Safety and Environmental Enforcement,cable burial; environmental protection
gemini-1.5-pro,19,Offshore,30,3,Spatial,"Otherwise, the required burial depth may be as low as 3-6 ft (1-2 m).",Submarine cables outside anchorage areas or marine parks,1.0,m,Bureau of Safety and Environmental Enforcement,cable burial
gemini-1.5-pro,4.2.2,Offshore,31,3,Safety,Navigation Safety Plans must be approved.,Offshore wind farm projects,,,Memorandum of Agreement between BOEM and USCG,navigational safety
gemini-1.5-pro,4.2.2,Offshore,31,3,Jurisdictional,Permitted activities must be consistent with coastal management programs developed by individual states and approved by NOAA.,Offshore wind farm projects,,,Coastal Zone Management Act (CZMA) (16 U.S.C. 1451 et seq.) and 15 CFR part 930,coastal zone management; permitting
gemini-1.5-pro,,Offshore,32,3,Technical,Minimum burial depth requirement in state waters of 5 ft (1.5m),Cable burial depth in New Jersey state waters,5.0,ft,New Jersey state regulations,cable installation; subsea engineering
gemini-1.5-pro,,Offshore,44,3,Environmental,Identify the scope of environmental studies necessary,Feasibility phase,,,15 CFR part 930,environmental impact assessment
gemini-1.5-pro,,Offshore,44,3,Environmental,Provide a statement or impact assessment as appropriate,Feasibility phase,,,15 CFR part 930,environmental impact assessment
gemini-1.5-pro,28,Offshore,47,3,Spatial,"For parallel laid cables, the German grid operator Tennet requests >= 100m or 3x water depth separation.",Germany,100.0,meters,"German grid operator Tennet (DNV-KEMA, 2012)",cable layout; subsea infrastructure; navigation safety
gemini-1.5-pro,5.2.3,Offshore,50,3,Safety,The developer will need to make a considered decision when advocating specific cable spacing.,Cable spacing in areas of high shipping activity,,,,cable integrity; navigational safety
gemini-1.5-pro,5.2.3,Offshore,50,3,Safety,"The requirements of the System Quality and Security of Supply (SQSS) criteria [must be met] where any amount of risk, however small, could be unacceptable.",Cable spacing and overall system design,,,System Quality and Security of Supply (SQSS) criteria,grid stability; safety; risk management
gemini-1.5-pro,30,Offshore,51,3,Jurisdictional,"The Electric Reliability Organization (ERO) [is required] to develop mandatory and enforceable reliability standards, which are subject to Commission review and approval",Bulk Electric Systems of North America,,,Section 215 of the Federal Power Act,grid connection; reliability; power generation
gemini-1.5-pro,32,Offshore,54,3,Technical,"Up to 1800MW can be connected by a single circuit, and radial connections are rated at 100% capacity.",UK,1800.0,MW,SQSS,transmission capacity; grid connection
gemini-1.5-pro,32,Offshore,54,3,Technical,"For coordinated (grid) elements, connections can be greater than 1800MW provided that alternative power paths are available to redistribute power following loss.",UK,1800.0,MW,SQSS,transmission capacity; grid connection; redundancy
gemini-1.5-pro,,Offshore,56,3,Jurisdictional,"all parties reach agreement on mutually acceptable routing and spacing, with acceptable risk levels to the cables",Offshore transmission cable routing and spacing,,,,cable routing; cable spacing; risk management; inter-developer coordination
