model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-flash,,Offshore,4,22,Jurisdictional,"The terms of renewable energy research leases issued to other Federal agencies and States must be negotiated by the Director of BOEM and the head of the Federal agency or the Governor of the relevant State, or their authorized representatives, on a case-by-case basis, subject to the provisions of 30 CFR Part 585, including those pertaining to public involvement.",Renewable energy research leases on the Outer Continental Shelf (OCS),,,30 CFR 585.238; 30 CFR Part 585,lease negotiation; public involvement; regulatory compliance
gemini-2.5-flash,,Offshore,6,22,Environmental,"A lessee include the results of shallow hazards, geological, geotechnical, or archaeological resource surveys in its application for Construction and Operations Plan (COP) approval.",Application for COP approval for wind energy facilities on leases.,,,BOEM regulations,site characterization; environmental impact assessment; geotechnical assessment; archaeological protection
gemini-2.5-flash,,Offshore,6,22,Environmental,Additional analysis under NEPA will be required before any future decision is made regarding construction or operation of any wind energy facility on leases that may be issued within the WEAs.,Construction or operation phase of wind energy facilities on leases within Wind Energy Areas (WEAs).,,,NEPA,environmental impact assessment; regulatory compliance
gemini-2.5-flash,,Offshore,15,22,Environmental,implementation of a “soft start” procedure,Construction phase - pile driving for meteorological towers,,,BOEM’s mandatory project design criteria (see Appendix B of the EA),environmental impact assessment; marine life protection; noise mitigation
gemini-2.5-flash,x,Offshore,18,22,Safety,USCG requirements relating to marking and lighting of meteorological towers or buoys,Meteorological towers and buoys (offshore wind farm components),,,USCG,navigational safety; marking and lighting
gemini-2.5-flash,xi,Offshore,20,22,Spatial,"lease issuance and approval of site assessment activities could occur in all areas of the WEAs offshore New Jersey, Delaware, Maryland and Virginia, except for a potential anchorage ground (equivalent to about a half of an OCS block) in the Delaware WEA.","WEAs offshore New Jersey, Delaware, Maryland and Virginia, specifically excluding a potential anchorage ground in the Delaware WEA.",,,Alternative B (Removal of Anchorage Ground Offshore Delaware) section of the document,spatial planning; site assessment; navigational safety
gemini-2.5-flash,1,Offshore,36,22,Jurisdictional,Plans for the development of a leasehold must be approved by BOEM before the lessee can move on to the next stage of the process.,Development plans for OCS wind energy leaseholds,,,30 CFR 585.600 and 30 CFR 585.601,permitting; project development; regulatory compliance
gemini-2.5-flash,"1.2, 1.3",Offshore,38,22,Jurisdictional,"Research leases for renewable energy activities must be subject to the provisions of 30 CFR Part 585, including those pertaining to public involvement.",Renewable energy research leases issued by BOEM,,,30 CFR Part 585,lease agreements; public engagement; regulatory compliance
gemini-2.5-flash,1.4.3,Offshore,44,22,Jurisdictional,"Anyone interested in acquiring a lease in the area identified in the RFI or Call must submit a valid expression of interest, which includes the identification of the specific block or blocks the applicant is interested in acquiring, and a general description of the applicant’s objectives and the facilities that it contemplates using to achieve them.",Applicants for wind energy leases on the Outer Continental Shelf (OCS),,,30 CFR 585.213,leasing process; application requirements; spatial planning
gemini-2.5-flash,Page 16-17,Offshore,61,22,Spatial,"Under Alternative B, a meteorological tower or buoy could not be located within the proposed anchorage ground.",Meteorological buoys/towers within the Delaware Wind Energy Area (WEA) under Alternative B.,,,Environmental Assessment (EA) - Alternative B,navigational safety; spatial planning; site assessment
