model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-pro,30 CFR 585.626(b),Offshore,17,16,Jurisdictional,"For all construction and operations activities you propose to conduct under your COP, you must provide the information listed under the “Project Information” column in table 1 pursuant to 30 CFR 585.626(b).",Construction and Operations Plan (COP) for all proposed construction and operations activities.,,,30 CFR 585.626(b),project planning; regulatory compliance; environmental impact assessment
gemini-2.5-pro,19,Offshore,31,16,Jurisdictional,"Pursuant to 30 CFR 585.627(a) for construction and operations activities on a commercial lease, you must submit with your COP detailed information that describes resources, conditions, and activities that could be affected by your proposed project.",Construction and operations activities on a commercial lease,,,30 CFR 585.627(a),environmental impact assessment; permitting; project planning; NEPA compliance
gemini-2.5-pro,19,Offshore,31,16,Safety,"Pursuant to 30 CFR 585.627(c), you are required to submit an OSRP to Bureau of Safety and Environmental Enforcement (BSEE), in accordance with 30 CFR part 254.",Offshore commercial lease activities,,,30 CFR 585.627(c); 30 CFR part 254,oil spill response; safety management; environmental protection; operational planning
gemini-2.5-pro,21,Offshore,33,16,Jurisdictional,Submit one paper copy and one electronic version of the COP to the addressees indicated below (Table 2; Table 3),Construction and Operations Plan (COP) submittal to BOEM,1.0,copy,Bureau of Ocean Energy Management (BOEM),document submission; permitting; regulatory compliance
gemini-2.5-pro,21,Offshore,33,16,Jurisdictional,The TIMS Web is required for formal submittals of data and information to BSEE from renewable energy Lessees.,"Formal submittals of data and information to BSEE from renewable energy Lessees, including applications, reports, and notices.",,,Bureau of Safety and Environmental Enforcement (BSEE),data submission; reporting; regulatory compliance
gemini-2.5-pro,23,Offshore,36,16,Jurisdictional,"If you are issued a plan, permit, or other authorization from BOEM with a condition of approval or a lease with a stipulation requiring compliance with this guidance document or identified portions thereof, you must implement those portions or all aspects of this guidance document... Under such circumstances, you must implement and comply with this guidance document (or identified portions thereof) regardless of whether the terms within the guidance document would otherwise be a recommendation or request (e.g., use of the term “should” in the guidance document will be considered “must” if required by the lease stipulation or condition of approval).","Projects under a BOEM-issued plan, permit, authorization, or lease containing a specific stipulation or condition of approval.",,,lease stipulation or condition of approval from BOEM,legal compliance; permitting; project development
gemini-2.5-pro,23,Offshore,36,16,Jurisdictional,An agency may not conduct or sponsor a collection of information unless it displays a currently valid OMB Control Number.,Information collection activities by federal agencies.,,,Paperwork Reduction Act of 1995,administrative procedure; information management
gemini-2.5-pro,30 CFR 585.627(a)(1),Offshore,58,16,Technical,"Survey should be conducted in accordance with BOEM's Guidelines for Providing Geophysical, Geotechnical, and Geohazard Information Pursuant to 30 CFR Part 585.","Geophysical, Geotechnical, and Geohazard surveys conducted for the Construction and Operations Plan (COP) submittal.",,,"BOEM's Guidelines for Providing Geophysical, Geotechnical, and Geohazard Information Pursuant to 30 CFR Part 585",geophysical survey; geotechnical investigation; geohazard assessment; site characterization
gemini-2.5-pro,40,Unspecified,61,16,Technical,"Provide report(s) that present the methods used, results of, and conclusions reached by any numerical modeling performed.",Presentation of results for proposed activities,,,,numerical modeling; technical reporting; impact assessment
gemini-2.5-pro,45,Offshore,66,16,Environmental,"If information for Biological Resources, Threatened and Endangered Species, and Sensitive Biological Resources and Habitats is combined into an integrated section, protected species must be clearly indicated.",Documentation and reporting on biological resources.,,,,environmental impact assessment; species protection; documentation standards
gemini-2.5-pro,50,Offshore,74,16,Technical,The Construction and Operations Plan (COP) must include information on proposed anchoring locations (or radius of potential anchoring locations) and a detailed description of all ground tackle and mooring methods for construction and operation.,Construction and Operations Plan (COP) for construction and operation phases,,,30 CFR 585.627(a)(6),archaeological resources; seafloor impact assessment; construction planning; operations planning
gemini-2.5-pro,54,Offshore,78,16,Environmental,Describe environmental protection measures that are proposed that are designed to minimize adverse effects on other coastal and marine uses.,Construction Phase of the Construction and Operations Plan (COP),,,30 CFR 585.627(a)(8),environmental impact assessment; environmental protection; marine spatial planning; coastal use planning
gemini-2.5-pro,54,Offshore,78,16,Spatial,Provide an integrated map(s) and descriptions of extant coastal and marine use patterns defined by intensity and seasonality in your project area.,Construction Phase of the Construction and Operations Plan (COP),,,30 CFR 585.627(a)(8),marine spatial planning; environmental impact assessment; cartography; coastal use planning
gemini-2.5-pro,59,Offshore,81,16,Environmental,Include desktop analysis for the fisheries resources that occur in the subsequent area in accordance with 30 CFR 585.626(a)(3).,Site characterization data for subsequent phases of development in a lease area.,,,30 CFR 585.626(a)(3),fisheries; site characterization; environmental impact assessment
gemini-2.5-pro,59,Offshore,81,16,Environmental,Include known sensitive benthic sites and essential fish habitat in accordance with 30 CFR 585.627(a); provide information on known sites potentially sensitive to impacts from the proposed phase development and essential fish habitat for the subsequent area.,Site characterization data for subsequent phases of development in a lease area.,,,30 CFR 585.627(a),benthic habitats; fisheries; site characterization; environmental impact assessment
gemini-2.5-pro,,Offshore,82,16,Environmental,Conduct the [historic property identification] survey in a manner acceptable to the affected State Historic Preservation Office (SHPO).,The onshore viewshed as defined by the currently proposed activities and all potential future phases of development.,,,State Historic Preservation Office (SHPO),cultural resources; historic preservation; visual impact assessment
gemini-2.5-pro,,Offshore,82,16,Technical,Provide data from desktop studies on offshore activities and hazard identification in accordance with 30 CFR 585.626 and 627.,Subsequent area of development for offshore activities.,,,30 CFR 585.626 and 627,hazard identification; site assessment; environmental impact assessment
gemini-2.5-pro,61,Offshore,84,16,Jurisdictional,There may be civil and criminal penalties associated with causing damage to existing telecommunications cables.,BOEM-issued renewable energy lease areas,,,47 U.S.C. §§ 21-33,telecommunications infrastructure; legal compliance; project planning; construction
