model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-flash,Development Assessment Task Order 140M0120F0021,Offshore,65,32,Technical,a sufficient blade tip clearance with the water surface must be maintained.,"Offshore wind turbines, specifically blade tip clearance for growing rotor diameters and increasing machine rating.",,,Implied technical standard for offshore wind turbine design and operation.,operational safety; design requirements; hydrodynamics
gemini-2.5-flash,Development Assessment Task Order 140M0120F0021,Offshore,65,32,Technical,keeping modal frequencies away from wave excitation frequencies.,"Offshore wind turbine towers, particularly for large base diameters.",,,Implied technical standard for offshore wind turbine design and structural integrity.,structural integrity; design requirements; vibration analysis; hydrodynamics
gemini-2.5-flash,Page 40,Offshore,70,32,Technical,Verify the American Bureau of Shipping (ABS) concrete design methodology for FOWTs.,Floating Offshore Wind Turbines (FOWTs) concrete hull structures,,,American Bureau of Shipping (ABS),structural integrity; design standards; materials engineering; certification
gemini-2.5-flash,Task Order 140M0120F0021,Offshore,115,32,Technical,Cable accessories must be compatible with the cable and equipment connected.,Offshore wind farm power cable systems,,,"Floating Offshore Wind Turbine Final Report and Technical Summary, Section 4.3.2.4 Cable Accessories",electrical systems; component compatibility; offshore wind farm infrastructure
gemini-2.5-flash,4.3.2.5 (Page 69),Offshore,117,32,Technical,Equipment must be compatible with the rated voltage of the array and export cables.,"Electrical equipment for commercial-scale floating offshore wind farms (FOWFs), including substations, array cables, and export cables.",,,Document Section 4.3.2.5,electrical engineering; technical specifications; system integration; offshore wind farm design
gemini-2.5-flash,73,Offshore,122,32,Safety,Collisions with neighboring risers and subsea infrastructure are not permissible under any conditions.,"Dynamic submarine cables, neighboring risers, and subsea infrastructure in offshore environments (design, installation, and operational phases).",,,,operational safety; subsea infrastructure protection; design integrity
gemini-2.5-flash,77,Offshore,130,32,Spatial,"Current BOEM call areas limit water depth to 1,100 meters.",BOEM call areas,1100.0,meters,BOEM,site selection; spatial planning
gemini-2.5-flash,140M0120F0021,Offshore,184,32,Technical,"The international guidelines for wind turbine design specify two turbulence models to be used for simulating atmospheric conditions for load calculations: the Mann uniform shear turbulence model, and the Kaimal Spectrum Exponential Coherence (KSEC) model.","Wind turbine design, specifically for simulating atmospheric conditions for load calculations, applicable to floating offshore wind turbines.",,,international guidelines for wind turbine design,structural integrity; aerodynamic loads; design standards; simulation and modeling
gemini-2.5-flash,140M0120F0021,Offshore,236,32,Environmental,"Construction of mooring lines and cables in such a way that should a FOWT structure break away from its mooring or is disconnected for maintenance, the mooring lines, and cables sink to the bottom of the ocean rather than float on or near the surface where a marine mammal might encounter them.","Floating Offshore Wind Turbine (FOWT) structures, mooring lines, and cables; applies during construction and maintenance phases; offshore environment.",,,"Floating Offshore Wind Turbine Final Report and Technical Summary, Development Assessment Task Order 140M0120F0021",environmental protection; marine mammal protection; structural design; operational safety
gemini-2.5-flash,Oregon Section,Offshore,263,32,Technical,Ports must meet specific depth and clearance requirements for staging and installing Floating Offshore Wind Turbines (FOWTs).,Ports along the Oregon coast intended for FOWT staging and installation.,,,"Musial et al., 2019 (NREL economic feasibility study)",port infrastructure; logistics; navigational safety; project feasibility
gemini-2.5-flash,Oregon Section,Offshore,263,32,Technical,Ports are unsuitable for FOWT staging and installation if a nearby bridge has a low clearance level.,"Newport port, Oregon coast, specifically for FOWT staging and installation.",,,"Musial et al., 2019 (NREL economic feasibility study)",port infrastructure; logistics; navigational safety; project feasibility
gemini-2.5-flash,140M0120F0021,Offshore,279,32,Jurisdictional,"Current laws in all areas of interest keep the burden on the utility companies, forbidding them from raising prices should wind power drive up their costs unexpectedly.",all areas of interest; utility companies,,,Current laws,utility regulation; economic regulation; consumer protection
gemini-2.5-flash,277,Offshore,426,32,Jurisdictional,Applications for an Outer Continental Shelf Renewable Energy Commercial Lease must be submitted under 30 CFR 585.230.,Outer Continental Shelf (OCS) - USA,,,30 CFR 585.230,leasing; permitting; federal regulation; offshore wind development
