model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gpt-4o-mini,,Offshore,6,43,Jurisdictional,Preliminary guidance regarding federal agency responsibilities to avoid harm to resources protected by the National System of MPAs.,"National System of MPAs, federal agency responsibilities",,,Framework for the National System of MPAs,environmental protection; resource management
gpt-4o-mini,,Offshore,9,43,Jurisdictional,"The national system be scientifically based and comprehensive, and that it represent the diverse marine ecosystems of the United States and the nation’s natural and cultural resources.",United States marine environment,,,The Order,marine ecosystem management; cultural resource protection
gpt-4o-mini,,Offshore,9,43,Jurisdictional,"Any area of the marine environment that has been reserved by Federal, State, territorial, tribal, or local laws or regulations to provide lasting protection for part or all of the natural and cultural resources therein.",Marine Protected Areas,,,The Order,marine conservation; natural resource management
gpt-4o-mini,,Offshore,11,43,Jurisdictional,"The Order does not direct the actions of states or tribes, or alter any existing state, local, or tribal authorities or treaties regarding the establishment or management of MPAs or marine resources under their jurisdiction.","United States, Marine Protected Areas",,,Executive Order,marine resource management; jurisdictional authority
gpt-4o-mini,,Offshore,11,43,Jurisdictional,"Nothing in this document is to be construed as altering existing authorities regarding the establishment of federal MPAs in areas of the marine environment subject to the jurisdiction and control of states, tribes, or local governments.","United States, Marine Protected Areas",,,Executive Order,marine resource management; jurisdictional authority
gpt-4o-mini,,Offshore,11,43,Environmental,"Federal agencies are required to avoid harm to the natural and cultural resources protected by MPAs within the national system, to the extent permitted by law and to the maximum extent practicable.","United States, Marine Protected Areas",,,Section 5 of the Executive Order,environmental protection; cultural resource management
gpt-4o-mini,,Offshore,14,43,Jurisdictional,"Federal agencies are required to identify their activities that affect the natural and cultural resources protected by individual national system MPAs, and (to the extent permitted by law and the maximum extent practicable) avoid harm to those resources.",National System MPAs,,,Executive Order 13158,environmental impact assessment; cultural resource management
gpt-4o-mini,,Offshore,17,43,Jurisdictional,"any area of the marine environment that has been reserved by Federal, State, territorial, tribal or local laws or regulations to provide lasting protection for part or all of the natural and cultural resources therein.","Marine environment under Federal, State, territorial, tribal or local laws",,,The Order,marine conservation; natural resource management
gpt-4o-mini,,Offshore,19,43,Jurisdictional,"The area must be one over which the U.S. has jurisdiction, consistent with international law.","U.S. federal, state, local, or tribal marine environment",,,,jurisdiction; marine planning
gpt-4o-mini,,Offshore,19,43,Jurisdictional,"Must be established by and currently subject to federal, state, local, or tribal law or regulation.",Marine Protected Areas (MPAs),,,,legal compliance; marine protection
gpt-4o-mini,,Offshore,19,43,Environmental,"For natural heritage and cultural heritage MPAs, the site’s authority must clearly state its intent to provide permanent protection.",Natural and cultural heritage MPAs,,,,environmental protection; cultural heritage
gpt-4o-mini,10,Offshore,20,43,Environmental,"Must have existing laws or regulations that are designed and applied to afford the site with increased protection for part or all of the natural and submerged cultural resources therein for the purpose of maintaining or enhancing the lasting conservation of these resources, beyond any general protections that apply outside the site.",Marine Protected Areas,,,Framework for the National System of Marine Protected Areas,environmental impact assessment; natural resource conservation
gpt-4o-mini,,Offshore,25,43,Jurisdictional,Federal agencies to 'avoid harm' to the natural and cultural resources protected by MPAs that become part of the national system.,Marine Protected Areas (MPAs) within the national system.,,,Section 5 of the Order,environmental protection; cultural resource management
gpt-4o-mini,Section 4(a)(8) and Section 5,Offshore,29,43,Jurisdictional,federal agencies to 'avoid harm' to the natural and cultural resources protected by MPAs that become part of the national system.,Marine Protected Areas (MPAs) within the national system,,,Section 5 of the Order,environmental protection; cultural resource management
gpt-4o-mini,,Offshore,30,43,Environmental,"each Federal agency, in taking such actions, shall avoid harm to the natural and cultural resources that are protected by an MPA.",Actions affecting natural or cultural resources protected by an MPA.,,,Order Section 5,environmental impact assessment; cultural resource management
gpt-4o-mini,,Offshore,30,43,Jurisdictional,Federal agencies shall identify their activities that affect the natural or cultural resources protected by individual national system MPAs.,Activities of Federal agencies affecting national system MPAs.,,,Order Section 5,resource management; environmental oversight
gpt-4o-mini,,Offshore,31,43,Environmental,Federal agencies to ensure that their activities avoid harm to the natural and cultural resources protected by the MPAs included in the national system.,National System MPAs,,,Section 5 of the federal policy,environmental impact assessment; cultural resource protection
gpt-4o-mini,Section 5,Offshore,32,43,Jurisdictional,agency requirements apply only to the natural or cultural resources specifically afforded protection by the site under its authorizing legislation.,Marine Protected Areas (MPAs),,,"Order, Section 5",environmental protection; cultural resource management
gpt-4o-mini,Section 5,Offshore,32,43,Environmental,"For sites that have both a terrestrial and marine area, only the marine portion and its associated protected resources will be included on the List of National System MPAs.",Marine Protected Areas (MPAs),,,"Order, Section 5",marine conservation; resource management
gpt-4o-mini,,Offshore,38,43,Jurisdictional,"The goal of the MPA Center shall be, in cooperation with the Department of the Interior, to develop a framework for a national system of MPAs, and to provide Federal, State, territorial, tribal, and local governments with the information, technologies, and strategies to support the system.",National system of MPAs,,,Order Section 4(e),marine protected areas; conservation; federal governance
gpt-4o-mini,Appendix C,Offshore,45,43,Jurisdictional,"To be eligible for nomination to the national system, existing MPAs must meet all three (four for cultural sites) criteria.",Marine Protected Areas (MPAs),,,Framework for Developing the National System of MPAs,marine conservation; cultural heritage; environmental protection
gpt-4o-mini,Appendix C,Offshore,45,43,Environmental,"Have a management plan that addresses cultural and natural resources, as appropriate.",Management plans for MPAs,,,Framework for Developing the National System of MPAs,natural resource management; cultural resource management
gpt-4o-mini,Appendix C,Offshore,45,43,Jurisdictional,Cultural heritage MPAs also must conform to criteria for including sites on the National Register of Historic Places.,Cultural heritage MPAs,,,Framework for Developing the National System of MPAs,cultural heritage; historic preservation
gpt-4o-mini,31,Offshore,46,43,Jurisdictional,"To be eligible for nomination to the national system, an MPA must have a management plan that includes both of the following components: specified conservation goals and/or objectives, and a process or requirement for monitoring and evaluation of goals.",Marine Protected Areas (MPAs),,,,marine conservation; management planning
gpt-4o-mini,,Offshore,47,43,Jurisdictional,"management agreements may be part of local oral tradition, and are not written, but would still be considered as meeting this criterion.",Pacific Island cultures,,,Framework for the National System of Marine Protected Areas,cultural resource management; marine protected areas
gpt-4o-mini,,Offshore,48,43,Jurisdictional,The cultural marine resources within those MPAs must be historic and defined as at least 50 years of age.,Marine Protected Areas (MPAs),50.0,years,National Register of Historical Places (NRHP),cultural resource management; marine resource protection
gpt-4o-mini,,Offshore,48,43,Jurisdictional,The resources must meet the following NRHP evaluation criteria.,Cultural marine resources,,,National Register of Historical Places (NRHP),cultural resource management; historical preservation
gpt-4o-mini,"7, 8, Appendix E",Offshore,51,43,Jurisdictional,The MPA Center will maintain a List of National System MPAs.,National System of MPAs,,,Section 4(d) of the Order,marine protected areas; environmental management
gpt-4o-mini,"7, 8, Appendix E",Offshore,51,43,Jurisdictional,MPAs that are accepted into the national system will be listed in the official List of National System MPAs.,National System of MPAs,,,Section 4(d) of the Order,marine protected areas; public access
gpt-4o-mini,Section IV (A),Offshore,52,43,Jurisdictional,Participation in the national system does not constrain the management entity from changing its management of the MPA.,Marine Protected Areas (MPAs),,,Framework for the National System of Marine Protected Areas,marine management; conservation; regulatory compliance
gpt-4o-mini,Section IV (A),Offshore,52,43,Jurisdictional,"If the MPA no longer meets the national system MPA eligibility criteria, it would be removed from the system.",Marine Protected Areas (MPAs),,,Framework for the National System of Marine Protected Areas,marine management; conservation; regulatory compliance
gpt-4o-mini,Section IV (A),Offshore,52,43,Jurisdictional,MPA sites or systems that have been included on the List of National System MPAs may be removed at any time by written request of the managing entity(ies) or the MPA Center.,Marine Protected Areas (MPAs),,,Framework for the National System of Marine Protected Areas,marine management; conservation; regulatory compliance
gpt-4o-mini,37,Offshore,53,43,Jurisdictional,"Nothing in Executive Order 13158 or this Framework shall be construed as altering existing authorities regarding the establishment of federal MPAs in areas of the marine environment subject to the jurisdiction and control of states, the District of Columbia, Commonwealth of Puerto Rico, the U.S. Virgin Islands, American Samoa, Guam, and the Commonwealth of the Northern Mariana Islands.",Marine environment under jurisdiction of states and territories,,,Executive Order 13158,marine protected areas; jurisdictional authority
gpt-4o-mini,37,Offshore,53,43,Jurisdictional,"Neither Executive Order 13158 nor this Framework creates any right or benefit, substantive or procedural, enforceable in law or equity by a party against the United States, its agencies, its officers, or any person.",Legal enforceability,,,Executive Order 13158,legal rights; regulatory framework
gpt-4o-mini,37,Offshore,53,43,Jurisdictional,"Neither Executive Order 13158 nor this Framework diminishes, affects, or abrogates Indian treaty rights or U.S. trust responsibility to Indian tribes.",Indian treaty rights,,,Executive Order 13158,tribal rights; federal trust responsibility
gpt-4o-mini,,Offshore,59,43,Jurisdictional,"The Order does not diminish, affect, or abrogate Indian treaty rights or United States trust responsibilities to Indian tribes.",Federal and tribal jurisdiction over marine protected areas (MPAs).,,,NOAA and DOI Order,resource management; tribal rights; marine protected areas
gpt-4o-mini,,Offshore,59,43,Jurisdictional,"NOAA and DOI are called to consult with tribes and other entities to promote coordination of federal, state, territorial, and tribal actions to establish and manage MPAs.","Coordination of federal, state, territorial, and tribal actions regarding MPAs.",,,NOAA and DOI Order,resource management; marine protected areas; intergovernmental coordination
gpt-4o-mini,,Offshore,62,43,Environmental,"avoid causing harm to MPAs through federally conducted, approved, or funded activities.",Marine Protected Areas (MPAs),,,Executive Order related to the National Marine Sanctuaries Act and other statutes,environmental protection; marine conservation
gpt-4o-mini,Sec. 2 and Sec. 3,Offshore,63,43,Jurisdictional,"Each Federal agency whose authorities provide for the establishment or management of MPAs shall take appropriate actions to enhance or expand protection of existing MPAs and establish or recommend, as appropriate, new MPAs.",Marine protected areas (MPAs),,,Sec. 3 of the order,environmental protection; marine management
gpt-4o-mini,Sec. 4,Offshore,64,43,Environmental,science-based identification and prioritization of natural and cultural resources for additional protection,Marine Protected Areas (MPAs),,,Department of Commerce and the Department of the Interior,environmental protection; marine conservation
gpt-4o-mini,Sec. 4,Offshore,64,43,Environmental,"integrated assessments of ecological linkages among MPAs, including ecological reserves in which consumptive uses of resources are prohibited",Marine Protected Areas (MPAs),,,Department of Commerce and the Department of the Interior,ecological assessment; marine conservation
gpt-4o-mini,Sec. 4,Offshore,64,43,Environmental,a biological assessment of the minimum area where consumptive uses would be prohibited that is necessary to preserve representative habitats,Marine Protected Areas (MPAs),,,Department of Commerce and the Department of the Interior,habitat preservation; marine conservation
