model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-pro,30 CFR 585.113,Offshore,27,1,Environmental,An item must be classified as an 'Archaeological resource' if it consists of material remains of human life or activities that are at least 50 years of age and are of archaeological interest.,Activities approved under 30 CFR part 585 on the Outer Continental Shelf.,50.0,years of age,30 CFR 585.113,archaeology; cultural heritage; environmental impact assessment
gemini-2.5-pro,30 CFR Part 585,Offshore,34,1,Jurisdictional,"The receipt of a document, when the timing of receipt triggers a regulatory time period or consequence, occurs on the date on which the document was properly addressed and sent electronically.",Outer Continental Shelf,,,30 CFR 585.113,regulatory compliance; legal procedure; document submission
gemini-2.5-pro,§ 585.223,Offshore,52,1,Jurisdictional,"If a bidder fails to timely notify BOEM of its inability to bid, it may not dispute the auction or lease award on that basis.",Lease auction dispute process,,,Document chunk preceding § 585.223,lease acquisition; auction participation; legal proceedings
gemini-2.5-pro,§ 585.223,Offshore,52,1,Jurisdictional,A bidder must pay [a bid deposit] under § 585.501(a) to be eligible to bid.,Lease auction participation,,,§ 585.223(a)(2) referencing § 585.501(a),lease acquisition; auction participation; financial qualification
gemini-2.5-pro,30 CFR Part 585,Offshore,61,1,Jurisdictional,"If you intend to develop your lease in phases under § 585.238, you must propose lease period schedules for each phase in your COP.","Commercial leases developed in phases, during Construction and Operations Plan (COP) submission.",,,30 CFR 585.235(c),lease management; project planning; phased development; construction and operations plan
gemini-2.5-pro,30 CFR Part 585,Offshore,61,1,Jurisdictional,A lease issued under this part must be dated and becomes effective as of the first day of the month following the date a lease is signed by the lessor.,All leases issued under 30 CFR Part 585.,1.0,day of the month,30 CFR 585.237(a),lease management; legal framework; project timeline
gemini-2.5-pro,30 CFR Part 585,Offshore,83,1,Jurisdictional,"At an interval no more frequent than every 5 years, BOEM may review your lease or grant area to determine whether the lease or grant area is larger than needed to develop the project and manage activities.",Offshore renewable energy lease or grant area on the Outer Continental Shelf.,5.0,years,30 CFR 585.436,lease management; spatial planning; regulatory review
gemini-2.5-pro,30 CFR Part 585,Offshore,83,1,Jurisdictional,"If a lease or grant (or portion thereof) is relinquished, contracted, or cancelled under § 585.435, § 585.436, or § 585.422, respectively, BOEM may restart the competitive leasing process at any point set forth in § 585.210 that it deems reasonable and appropriate.","Relinquished, contracted, or cancelled offshore lease or grant areas on the Outer Continental Shelf.",,,30 CFR 585.438(a),lease management; competitive leasing; regulatory process
gemini-2.5-pro,30 CFR 585.506,Offshore,89,1,Jurisdictional,"Unless BOEM specifies otherwise, the operating fee rate “r” is 0.02 for each year the operating fee applies when you begin commercial operations.","Commercial leases on the Outer Continental Shelf, operational phase",0.02,rate (decimal),30 CFR 585.506(c)(1),operating fees; financial regulation; lease management
gemini-2.5-pro,30 CFR 585.506,Offshore,89,1,Jurisdictional,The process by which the power price will be determined will be specified in the Final Sale Notice and/or in the lease.,"Commercial leases on the Outer Continental Shelf, operational phase",,,30 CFR 585.506(c)(2),operating fees; power pricing; lease management
gemini-2.5-pro,30 CFR Part 585 / page 64 of 98,Offshore,105,1,Jurisdictional,A surety must submit to BOEM its request to terminate the period of liability under its financial assurance and notify the lessee/grantee of that request no less than 90 days before the proposed termination date.,Termination of financial assurance liability period for leases or grants on the Outer Continental Shelf.,90.0,days,30 CFR 585.532(b),financial assurance; lease management; surety obligations
gemini-2.5-pro,30 CFR Part 585 / page 64 of 98,Offshore,105,1,Jurisdictional,"If you intend to continue activities on your lease or grant, you must provide replacement financial assurance of equivalent or greater value.",Continuation of activities on a lease or grant when a surety requests termination of liability.,,,30 CFR 585.532(b),financial assurance; lease management; operational continuity
gemini-2.5-pro,30 CFR Part 585 / page 64 of 98,Offshore,105,1,Jurisdictional,"For a surety to be relieved from liability, BOEM must accept replacement financial assurance in an amount equal to or greater than the financial assurance to be cancelled.",Cancellation of financial assurance and relief of surety liability.,,,30 CFR 585.533(b)(1),financial assurance; lease management; surety obligations
gemini-2.5-pro,30 CFR 585.703(c),Offshore,140,1,Environmental,"If required, BOEM will specify the survey methods and instrumentations for conducting the biological survey and will specify the contents of the biological report.",Biological survey and reporting,,,BOEM,biological survey; environmental impact assessment; marine biology
