model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,NSW-REG-2023-004,Offshore,28,17,Environmental,Noise levels from pile driving must not exceed 160 dB re 1 µPa at 750 m from the source.,North Sea offshore wind projects,160,dB re 1 µPa,"OSPAR Commission, Annex 9",Environmental impact; Marine wildlife protection
deepseek-chat,NSW-REG-2023-004,Offshore,28,17,Technical,Wind turbine foundations must comply with ISO 19902 for fixed steel offshore structures.,All offshore wind turbines in EU waters,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,NSW-REG-2023-004,Offshore,28,17,Safety,All personnel working on offshore wind farms must complete GWO Basic Safety Training.,Offshore wind operations in European Economic Zone,,,Global Wind Organisation (GWO),Workforce safety; Emergency response
deepseek-chat,OWF-REG-2023-001,Offshore,29,17,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from identified marine mammal migration routes,North Atlantic offshore wind lease areas,1,km,Bureau of Ocean Energy Management (BOEM),environmental; siting
deepseek-chat,OWF-REG-2023-001,Offshore,29,17,Technical,All electrical systems must comply with IEC 61400-24 standards for lightning protection,All offshore wind turbine generators,,,International Electrotechnical Commission,electrical safety; turbine design
deepseek-chat,DOC-2023-001,Offshore,37,17,Environmental,All offshore wind farms must conduct an Environmental Impact Assessment (EIA) prior to construction.,All offshore wind projects in federal waters,,,Bureau of Ocean Energy Management (BOEM),Environmental; Permitting
deepseek-chat,DOC-2023-001,Offshore,37,17,Technical,Wind turbine foundations must withstand a 1-in-50-year extreme wave event.,Offshore wind turbines in the North Atlantic,50,years,International Electrotechnical Commission (IEC) 61400-3,Structural Engineering; Safety
deepseek-chat,DOC-2023-001,Offshore,37,17,Spatial,Wind farms must maintain a minimum distance of 1 nautical mile from shipping lanes.,All offshore wind projects in U.S. federal waters,1,nautical mile,U.S. Coast Guard (USCG) Navigation Rules,Maritime Safety; Zoning
deepseek-chat,NSW-REG-2023-001,Offshore,53,17,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Sea offshore wind development zones,1,km,North Sea Wind Regulatory Authority (NSWRA),Environmental protection; Wildlife conservation
deepseek-chat,NSW-REG-2023-001,Offshore,53,17,Technical,All offshore wind turbine foundations must comply with ISO 19902 standards for fixed steel structures.,Offshore wind turbines in the North Sea,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,NSW-REG-2023-001,Offshore,53,17,Safety,Helicopter landing zones on offshore substations must have a minimum diameter of 25 meters.,Offshore wind substations in European waters,25,meters,European Maritime Safety Agency (EMSA),Aviation safety; Emergency response
deepseek-chat,BOEM-2023-045,Offshore,63,17,Spatial,All offshore wind turbines must maintain a minimum clearance of 1 nautical mile from shipping lanes.,U.S. offshore waters,1,nautical mile,"BOEM, 2023",Navigation safety
deepseek-chat,BOEM-2023-045,Offshore,63,17,Technical,Foundations must comply with ISO 19901-4 for structural integrity.,Offshore wind turbine foundations,,,International Standards Organization,Structural engineering
deepseek-chat,NS-OWF-2023-0042,Offshore,96,17,Environmental,Turbine foundations must maintain a minimum clearance of 25 meters above mean high water springs to prevent ship collisions,North Sea Exclusive Economic Zones,25,meters,OSPAR Commission Decision 2022/1,safety; navigation
deepseek-chat,NS-OWF-2023-0042,Offshore,96,17,Technical,All electrical systems must comply with IEC 61400-24 for lightning protection,All offshore wind installations,,,International Electrotechnical Commission,electrical safety; equipment standards
deepseek-chat,30 CFR Part 585,Offshore,102,17,Environmental,Lessees must submit a Site Assessment Plan (SAP) before conducting any site characterization activities,U.S. Outer Continental Shelf,,,30 CFR § 585.605,environmental; planning
deepseek-chat,30 CFR Part 585,Offshore,102,17,Technical,Wind turbine foundations must be designed to withstand a 100-year return period storm event,All offshore structures,100,years,BOEM Engineering Guidelines,structural engineering; safety
deepseek-chat,30 CFR Part 585,Offshore,102,17,Safety,All electrical systems must comply with IEC 61400-24 for lightning protection,Wind turbine electrical systems,,,International Electrotechnical Commission,electrical safety; technical standards
deepseek-chat,EWEA-2023-OSTD-001,Offshore,114,17,Environmental,All offshore wind projects must conduct a full environmental impact assessment (EIA) prior to construction,European Union waters,,,EU Directive 2014/52/EU,environmental; permitting
deepseek-chat,EWEA-2023-OSTD-001,Offshore,114,17,Technical,"Offshore substations must be designed to withstand a 1,000-year return period wave height",North Sea installations,,,IEC 61400-3,structural engineering; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,135,17,Environmental,All turbine foundations must include measures to enhance marine biodiversity,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; construction
