model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-flash,20,Offshore,66,26,Technical,"The Lessee must submit a plan for additional monitoring and/or mitigation to BSEE for review and concurrence if scour protection losses develop within 10 percent of the maximum loss allowance, edge scour develops within 10 percent of the maximum allowance, or spud depressions from installation affect scour protection stability.","Wind farm foundations and scour protection, during installation and operational phases.",10.0,percent,Section 2.20.4 of the document,structural integrity; geotechnical engineering; monitoring; mitigation planning
gemini-2.5-flash,Section 5.6.4,Offshore,121,26,Environmental,"The Lessee must ensure all vessels deploying fixed gear have adequate disentanglement equipment (i.e., knife and boathook) onboard.","Vessels deploying fixed gear during offshore operations (e.g., construction, survey, operation phases)",,,Lessee's obligation (Section 5.6.4),environmental protection; marine life protection; vessel operations; safety
gemini-2.5-flash,Section 5.6.4,Offshore,121,26,Environmental,Any disentanglement must occur consistent with the Northeast Atlantic Coast Sea Turtle Disentanglement Network Guidelines and the procedures described in “Careful Release Protocols for Sea Turtle Release with Minimal Injury” (2019).,Any disentanglement of sea turtles during offshore vessel operations,,,Northeast Atlantic Coast Sea Turtle Disentanglement Network Guidelines; Careful Release Protocols for Sea Turtle Release with Minimal Injury (2019),environmental protection; marine life protection; vessel operations; best practices (mandated)
gemini-2.5-flash,Page 1 of 31,Offshore,185,26,Safety,"proposed activities will be carried out in a manner that provides for safety, protection of the environment, prevention of waste, and the other factors listed in subsection 8(p)(4) of OCSLA.",Maryland Offshore Wind Project activities,,,subsection 8(p)(4) of OCSLA,safety; environmental protection; waste management
gemini-2.5-flash,,Offshore,189,26,Jurisdictional,"Companies must undergo a BOEM review process and be determined legally, technically, and financially qualified to participate in the competitive leasing process.","Companies seeking to participate in BOEM's competitive offshore wind leasing process (e.g., for the Maryland WEA).",,,BOEM (via final sale notice),company qualification; competitive leasing; financial viability; technical capability; legal compliance
gemini-2.5-flash,Page 4,Offshore,194,26,Jurisdictional,Submittal and processing of the COP is governed by the provisions set forth in 30 C.F.R. §§ 585.620 through 585.628.,Construction and Operations Plan (COP) for offshore wind facilities,,,30 C.F.R. §§ 585.620 through 585.628,regulatory compliance; permitting; project planning; legal framework
gemini-2.5-flash,Page 5 of 31,Offshore,195,26,Spatial,A 1 nmi (1.9 kilometer) setback from the traffic separation scheme (TSS) from Delaware Bay.,"Wind Turbine Generators (WTGs) within Lease Area OCS-A 0490, specifically in relation to the Delaware Bay Traffic Separation Scheme.",1.0,nmi,Preferred Alternative (Alternative B - Proposed Action) as described in the Maryland Offshore Wind (OCS-A 0490) Construction and Operations Plan.,navigational safety; spatial planning
gemini-2.5-flash,Page 11 of 31,Offshore,204,26,Environmental,Resources must comply with the Reasonable and Prudent Measures (RPMs) and implementing Terms and Conditions issued as part of the BiOp.,US Wind Inc.'s proposed wind project (Offshore Maryland),,,Biological Opinion (BiOp) issued by U.S. Fish and Wildlife Service and National Marine Fisheries Service (NMFS),environmental compliance; species protection; habitat protection
gemini-2.5-flash,[31],Offshore,207,26,Jurisdictional,The Project is consistent to the maximum extent practicable with the enforceable policies of coastal management plan.,Project development impacting the State of Maryland's coastal zone,,,"Section 307 of the Federal CZMA (Pub. L. No. 92-583), as amended; coastal management program for the State of Maryland",coastal zone management; environmental permitting; regulatory compliance
gemini-2.5-flash,[31],Offshore,207,26,Jurisdictional,The Project is conditionally consistent to the maximum extent practicable with the enforceable policies of Delaware coastal management plan.,Project development impacting the State of Delaware's coastal zone,,,"Section 307 of the Federal CZMA (Pub. L. No. 92-583), as amended; coastal management program for the State of Delaware",coastal zone management; environmental permitting; regulatory compliance
gemini-2.5-flash,Page 15,Offshore,212,26,Environmental,"For all adverse impacts, mitigation measures were identified and will be incorporated in the terms and conditions of COP approval. This includes measures identified during consultations.",All adverse impacts identified for the Project during the Construction and Operations Plan (COP) approval phase.,,,final EIS; terms and conditions of COP approval,environmental impact assessment; mitigation; project approval
gemini-2.5-flash,Page 16,Offshore,215,26,Environmental,BOEM will incorporate US Wind's proposed measures as COP conditions of approval and require US Wind to comply with all measures and commitments resulting from consultations.,"Maryland Offshore Wind Project; construction, operation, and maintenance activities",,,BOEM (via COP conditions of approval and Record of Decision),environmental impact assessment; mitigation measures; compliance; avian protection; bat protection; air quality
gemini-2.5-flash,65,Offshore,230,26,Safety,all fishing and other vessels transiting the Project Area would need to avoid the safety zone.,"Project Area, during active construction when temporary safety zones are established",,,Project activities (establishment of temporary safety zones in coordination with USCG),navigational safety; construction safety; maritime traffic management
gemini-2.5-flash,Page 24 of 31,Offshore,231,26,Safety,"US Wind would implement measures to avoid, minimize, and mitigate impacts of navigational hazards on commercial and for-hire recreational fisheries, including marking all offshore structures with marine navigation lighting in accordance with USCG and BOEM guidance.",all offshore structures within the Project Area,,,USCG and BOEM guidance,navigational safety; maritime operations; fisheries impact mitigation
