model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
claude-3-haiku-20240307,,Offshore,4,23,Jurisdictional,"BOEM has the authority to issue leases to other Federal agencies and to States for the purpose of conducting renewable energy research activities that support the future production, transportation, or transmission of renewable energy.",Offshore renewable energy research activities,,,30 CFR 585.238,Jurisdictional
claude-3-haiku-20240307,,Offshore,4,23,Jurisdictional,"The terms of these types of research leases would be negotiated by the Director of BOEM and the head of the Federal agency or the Governor of the relevant State, or their authorized representatives, on a case-by-case basis, subject to the provisions of 30 CFR Part 585, including those pertaining to public involvement.",Offshore renewable energy research leases,,,30 CFR Part 585,"Jurisdictional, Public Involvement"
claude-3-haiku-20240307,,Offshore,20,23,Spatial,"Lease issuance and approval of site assessment activities could occur in all areas of the WEAs offshore New Jersey, Delaware, Maryland and Virginia, except for a potential anchorage ground (equivalent to about a half of an OCS block) in the Delaware WEA.",Delaware WEA,0.5,OCS block,The document,Spatial
claude-3-haiku-20240307,,Offshore,24,23,Spatial,"Lease issuance and approval of site assessment activities could occur in all areas of the WEAs offshore New Jersey, Delaware, Maryland and Virginia, except for two full and five partial blocks OCS blocks in the Virginia WEA identified by the American Waterways Operators and USCG as presenting navigational safety issues",Virginia WEA,,,Alternative E,Safety
claude-3-haiku-20240307,76 FR 40925,Offshore,39,23,Spatial,BOEM may not want to give priority to issuing leases in areas that the USCG currently believes would not be suitable for development in the future,Offshore areas in the Mid-Atlantic States,,,USCG advisory to BOEM,Navigation
claude-3-haiku-20240307,,Offshore,52,23,Spatial,The Maryland WEA is defined as 9 whole OCS blocks and 11 partial blocks.,Maryland Wind Energy Area (WEA),94,square nm,NEPA document,Spatial planning
claude-3-haiku-20240307,,Offshore,52,23,Spatial,"The western edge of the Maryland WEA is located approximately 10 nm from the Ocean City, Maryland coast and the eastern edge is approximately 27 nm from the Ocean City, Maryland coast.",Maryland Wind Energy Area (WEA),"[10, 27]",nm,NEPA document,Spatial planning
claude-3-haiku-20240307,,Offshore,52,23,Spatial,"The Virginia WEA was delineated to avoid sensitive ecological habitat and shoals along the coast north of the mouth of the Chesapeake Bay, as well as a number of other important use areas, such as DOD training areas, a charted dredge disposal site, areas of concern specified by the NASA Goddard Space Flight Center's Wallops Flight Facility, and the traffic separation schemes.",Virginia Wind Energy Area (WEA),,,NEPA document,"Spatial planning, Environmental, Safety"
claude-3-haiku-20240307,,Offshore,52,23,Jurisdictional,"The Commonwealth of Virginia, January 13, 2010, submitted an unsolicited request for a renewable energy research lease to be held by the Virginia Department of Mines, Minerals and Energy.",Virginia Wind Energy Area (WEA),,,NEPA document,Jurisdictional
claude-3-haiku-20240307,,Offshore,52,23,Safety,The USCG determined that wind energy structures in OCS Block 6109 would constitute a hazard to navigation.,Virginia Wind Energy Area (WEA),,,NEPA document,Safety
claude-3-haiku-20240307,,Offshore,56,23,Spatial,"Lease issuance and approval of site assessment activities could occur in all areas of the WEAs offshore New Jersey, Delaware, Maryland and Virginia, except for an anchorage ground (equivalent to about a half of an OCS block) in the Delaware WEA.",Delaware WEA,,,Alternative B,Spatial
claude-3-haiku-20240307,,Offshore,56,23,Spatial,"Lease issuance and approval of site assessment activities could occur in all areas of the WEAs offshore New Jersey, Delaware, Maryland and Virginia, except for about 82% of the Maryland WEA.",Maryland WEA,82,%,Alternative C,Spatial
claude-3-haiku-20240307,,Offshore,56,23,Environmental,"High resolution geological surveys, construction and decommissioning of meteorological towers and buoys would not occur during peak migration of right whales.","All WEAs offshore New Jersey, Delaware, Maryland and Virginia",,,Alternative D,"Environmental, Safety"
claude-3-haiku-20240307,,Offshore,59,23,Spatial,"Issuance of commercial and research wind energy leases within the WEAs offshore New Jersey, Delaware, Maryland and Virginia","Offshore areas of New Jersey, Delaware, Maryland and Virginia",,,BOEM,Jurisdictional
claude-3-haiku-20240307,,Offshore,59,23,Technical,Approval of site assessment activities on those leases,Leased areas of the WEAs,,,BOEM,"Technical, Environmental"
claude-3-haiku-20240307,,Offshore,59,23,Technical,"Maximum amount of site characterization surveys (i.e., shallow hazards, geological, geotechnical, archaeological and biological surveys) would be conducted in the leased areas of the WEAs",Leased areas of the WEAs,,,BOEM,"Technical, Environmental"
claude-3-haiku-20240307,,Offshore,59,23,Technical,"0-1 meteorological towers, 1-2 buoys, or a combination thereof, would be constructed or deployed for each lease",Each lease,0,meteorological towers,BOEM,Technical
claude-3-haiku-20240307,,Offshore,59,23,Technical,1-2 buoys would be constructed or deployed for each lease,Each lease,1,buoys,BOEM,Technical
claude-3-haiku-20240307,,Offshore,59,23,Jurisdictional,Only one lease is anticipated within the WEA offshore Delaware,WEA offshore Delaware,1,lease,BOEM,Jurisdictional
claude-3-haiku-20240307,,Offshore,69,23,Jurisdictional,"No wind energy leases would be issued and no site assessment activities would be approved within the WEAs offshore New Jersey, Delaware, Maryland and Virginia at this time.",Offshore wind energy development in the specified regions,,,No Action Alternative,Jurisdictional
claude-3-haiku-20240307,,Offshore,69,23,Jurisdictional,Site assessment activities authorized under the four Interim Policy leases offshore New Jersey and Delaware could still occur.,Offshore wind energy development in New Jersey and Delaware,,,No Action Alternative,Jurisdictional
claude-3-haiku-20240307,,Offshore,69,23,Technical,The lessee's Site Assessment Plan (SAP) must contain a description of environmental protection features or measures that the lessee will use.,Offshore wind energy development,,,30 CFR 585.605 - 585.618,"Environmental, Technical"
